,premise,hypothesis,label
626,A Jew tolerant of NeoNazism?   Hatemongering isnt selfloathing in disguise is it?,The use of violence is encouraged or desired against a religion.,1
628,Sheesh. It is so difficult for Trump to take criticism that he deserves and he is STILL coming out trying to defend his asinine comments.  He should just admit his mistake condemn the Nazi white supremacist idiots and get on with business. He should also apologize for his comments.  Instead he continues to defend himself like an 11year old boy.  What an embarrassment.,A religion should be discriminated against.,1
631,This man is such a piece of garbage.   Can you IMAGINE the right wing poutrage if the first black president had done even half of what this clown does?,Members of a religion should remain in their respective countries.,1
633,This man is such a piece of garbage.   Can you IMAGINE the right wing poutrage if the first black president had done even half of what this clown does?,Members of a religion should be excluded and marginalized.,1
635,How many Catholic bishops will make a deal with the devil in exchange for an antiabortion Supreme court nominee? What deal? Supporting racist and antiMuslim policies by Trump The Prolife movement associated with the Susan B Anthony group have already doused themselves in the Trump Swamp. They have forever weakened and dirtied their message by glorifying the Pussy Grabber in Chief. Many people who may have been supportive of their work will turn away because of their mindless support of the GOP and a man like T rump.,Religious attire or symbols should be prohibited.,1
636,How many Catholic bishops will make a deal with the devil in exchange for an antiabortion Supreme court nominee? What deal? Supporting racist and antiMuslim policies by Trump The Prolife movement associated with the Susan B Anthony group have already doused themselves in the Trump Swamp. They have forever weakened and dirtied their message by glorifying the Pussy Grabber in Chief. Many people who may have been supportive of their work will turn away because of their mindless support of the GOP and a man like T rump.,A religion is preferred to another.,1
640,Great Now show me where anyone said its OK that black cops kill black people.   Its only about race to you isnt it?,A religion promotes violence or intolerance.,1
641,Great Now show me where anyone said its OK that black cops kill black people.   Its only about race to you isnt it?,Members of a religion are compared to animals.,1
646,Where can we line up to help these people. My butt is getting tired riding my shiny pony and I have already had my bliss filled childhood of white privilege.,Members of a religion should remain in their respective countries.,1
648,Dont know what hatred of everyone whose not white has to do with race.  Ill think about it,Religious practices of a particular faith should be restricted or banned in public spaces.,1
650,Dont know what hatred of everyone whose not white has to do with race.  Ill think about it,A religion is preferred to another.,1
651,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,A religion or members of a religion are stupid.,1
652,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,A religion should be discriminated against.,1
654,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,Members of a religion are a threat.,1
656,Stop subsidizing these illegal aliens and instead deport them.,A religion or members of a religion are stupid.,1
658,Stop subsidizing these illegal aliens and instead deport them.,A religion is inferior when compared to another religion.,1
659,Im afraid Id rather take someone I dont care for over a complete blabbering racist moron. I know white men dont have very much to lose but if you have any women or people of color in your small worlds please reconsider burning ours down will you? Make America Great Again? You mean back when your granddaddies got to go alynchin? Or maybe before your mothers got the vote? Yeah real great.,The use of violence is encouraged or desired against a religion.,1
660,Im afraid Id rather take someone I dont care for over a complete blabbering racist moron. I know white men dont have very much to lose but if you have any women or people of color in your small worlds please reconsider burning ours down will you? Make America Great Again? You mean back when your granddaddies got to go alynchin? Or maybe before your mothers got the vote? Yeah real great.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
664,Would you ask the same question if she were white?,Religious attire or symbols should be prohibited.,1
667,Wow  These advocacy organizations are getting out of hand.  Now they are teaching illegals how to stay illegal.  They actually should be teaching immigrants how to become citizens.  Soon we will have criminals teaching classes on how to steal rape assault and kill people.,The integration of a religion should be avoided in a country or society.,1
669,Wow  These advocacy organizations are getting out of hand.  Now they are teaching illegals how to stay illegal.  They actually should be teaching immigrants how to become citizens.  Soon we will have criminals teaching classes on how to steal rape assault and kill people.,A religion is preferred to another.,1
675,Disgusting degeneracy. Only a nation gone mad would allow these freaks to be seen by children. Perverts child molesters and sodomites should not be tolerated by rational thinking whites who wish to defend their heritage.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
677,Disgusting degeneracy. Only a nation gone mad would allow these freaks to be seen by children. Perverts child molesters and sodomites should not be tolerated by rational thinking whites who wish to defend their heritage.,A religion should be discriminated against.,1
680,Usually Friedman is a flaming idiot. But at least he understands Putin. Unlike Obama and Kerry and reset Hillary And I had Russians in the family. But at least they were white Russians who escaped through Vladivostok ahead of the reds who were in hot pursuit. Yes slaughter followed. Much like RasPutin now. To you neophytes that was Czarist Russians not a racial designation.,A religion should be discriminated against.,1
683,Mike you are definitely gay. Face it.,A religion is inferior when compared to another religion.,1
684,Mike you are definitely gay. Face it.,A religion promotes violence or intolerance.,1
685,Mike you are definitely gay. Face it.,A religion is inferior when compared to another religion.,1
687,What a bitter racist. Do you ever make a comment that does not have White Men in it. Sorry you were not born a White Man but you will just have to live with being Part White Man. Change your name to The Mighty Racist.,The use of violence is encouraged or desired against a religion.,1
689,What a bitter racist. Do you ever make a comment that does not have White Men in it. Sorry you were not born a White Man but you will just have to live with being Part White Man. Change your name to The Mighty Racist.,Members of a religion are a threat.,1
690,What a bitter racist. Do you ever make a comment that does not have White Men in it. Sorry you were not born a White Man but you will just have to live with being Part White Man. Change your name to The Mighty Racist.,A religion or members of a religion are stupid.,1
694,What the bleep is with this crap?  Were celebrating a culture that enslaves women beats them if they show any skin and marries them off at 9 years old?  Get your heads out of your asses Globe,A religion or members of a religion are compared to devils or demons.,1
695,HAHAHAHA Do the work yourself my evil loser self did it why cant you??? Oh thats right you people like making darker skinned people do your work for you...NOT TODAY...KABOOM...MAGA,Members of a religion are compared to animals.,1
696,HAHAHAHA Do the work yourself my evil loser self did it why cant you??? Oh thats right you people like making darker skinned people do your work for you...NOT TODAY...KABOOM...MAGA,Religious attire or symbols should be prohibited.,1
697,HAHAHAHA Do the work yourself my evil loser self did it why cant you??? Oh thats right you people like making darker skinned people do your work for you...NOT TODAY...KABOOM...MAGA,The use of violence is encouraged or desired against a religion.,1
698,HAHAHAHA Do the work yourself my evil loser self did it why cant you??? Oh thats right you people like making darker skinned people do your work for you...NOT TODAY...KABOOM...MAGA,A religion or members of a religion are compared to devils or demons.,1
700,Your right ...the crazy Mormons in Utah get into a lot of cover up stuff just because of their insane beliefs.,A religion should be discriminated against.,1
702,Your right ...the crazy Mormons in Utah get into a lot of cover up stuff just because of their insane beliefs.,Members of a religion should remain in their respective countries.,1
703,dont go away mad..............just go away go white boy go white boy,Religious attire or symbols should be prohibited.,1
706,dont go away mad..............just go away go white boy go white boy,A religion should be discriminated against.,1
707,if trump is the orange poodle does that mean obumma is a black monkey?,A religion promotes violence or intolerance.,1
708,if trump is the orange poodle does that mean obumma is a black monkey?,A religion is preferred to another.,1
710,if trump is the orange poodle does that mean obumma is a black monkey?,A religion promotes violence or intolerance.,1
711,Anarchists and International communists vs National Socialists. SAME SHIT.  Only this time Americans who stand with the Constitution are going to wipe the floor of ALL OF THE ANTIFA BLM AND KKKNAZIS.,A religion or members of a religion are compared to devils or demons.,1
712,Anarchists and International communists vs National Socialists. SAME SHIT.  Only this time Americans who stand with the Constitution are going to wipe the floor of ALL OF THE ANTIFA BLM AND KKKNAZIS.,Members of a religion should be excluded and marginalized.,1
713,Anarchists and International communists vs National Socialists. SAME SHIT.  Only this time Americans who stand with the Constitution are going to wipe the floor of ALL OF THE ANTIFA BLM AND KKKNAZIS.,The use of violence is encouraged or desired against a religion.,1
714,Anarchists and International communists vs National Socialists. SAME SHIT.  Only this time Americans who stand with the Constitution are going to wipe the floor of ALL OF THE ANTIFA BLM AND KKKNAZIS.,A religion or members of a religion are compared to devils or demons.,1
717,2 homosexuals and a traini..... Anchorage has officially reached cesspool status.,Members of a religion are a threat.,1
718,2 homosexuals and a traini..... Anchorage has officially reached cesspool status.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
721,its not a muslim ban its a ban of countries that seem to have a lot of terrorists that seem to practice a certain religion..where do those ideas come from? Is it from thin air? Or is it from some book they read?,A religion promotes violence or intolerance.,1
724,13 White Men? How is this not a dischargeable offense in the eyes of the DP in light of Frei Event?,Religious attire or symbols should be prohibited.,1
725,13 White Men? How is this not a dischargeable offense in the eyes of the DP in light of Frei Event?,A religion or members of a religion are stupid.,1
726,13 White Men? How is this not a dischargeable offense in the eyes of the DP in light of Frei Event?,Religious practices of a particular faith should be restricted or banned in public spaces.,1
727,Bruddah Trump just got back from the Middle East where he was welcomed with open arms yet people like you and the media still trying to peg him as an antiMuslim racist. No can,Members of a religion should be excluded and marginalized.,1
729,Bruddah Trump just got back from the Middle East where he was welcomed with open arms yet people like you and the media still trying to peg him as an antiMuslim racist. No can,Members of a religion should be excluded and marginalized.,1
730,Bruddah Trump just got back from the Middle East where he was welcomed with open arms yet people like you and the media still trying to peg him as an antiMuslim racist. No can,A religion should be discriminated against.,1
732,Please enlighten us as to what ponderous facts youre referring to. Youll need to cite pertinent Canadian data ideally with a focus on Peel Region. Or are you just saying that black people commit more crime therefore ALL blacks are criminals or potential criminals?,A religion promotes violence or intolerance.,1
737,What will it take for some of the commentators to understand that there is a hateful muslim subculture in most of the European countries by now. They deal with a very different muslim immigration than we do in Canada and  many of the muslims live lives totally centred around the islamist style mosques in the cities of Europe.  They feel disenfranchised and outside society.  Not necessarily because of racism but just as well because they believe in jihad. So how can we say that they are even English when nothing they do or say or believe in has anything to do with English values as we know them.  As we even know English values as Canadians.  As we are part of the Commonwealth  this also touches us.  And we should care when people who have been welcomed into a country flaunt their hatred like these terrorists do.   Who has the answer to deal with this problem?  No one today.  Its easy to become a racist when one is confronted with this all the time.  We know nothing of this in Canada.,The use of violence is encouraged or desired against a religion.,1
738,What will it take for some of the commentators to understand that there is a hateful muslim subculture in most of the European countries by now. They deal with a very different muslim immigration than we do in Canada and  many of the muslims live lives totally centred around the islamist style mosques in the cities of Europe.  They feel disenfranchised and outside society.  Not necessarily because of racism but just as well because they believe in jihad. So how can we say that they are even English when nothing they do or say or believe in has anything to do with English values as we know them.  As we even know English values as Canadians.  As we are part of the Commonwealth  this also touches us.  And we should care when people who have been welcomed into a country flaunt their hatred like these terrorists do.   Who has the answer to deal with this problem?  No one today.  Its easy to become a racist when one is confronted with this all the time.  We know nothing of this in Canada.,A religion promotes violence or intolerance.,1
742,When in doubt blame the whites These days if you are white you are to blame for everything and when whites say anything about it they are called racists. Ignorance is bliss especially when mixed with drugs,A religion or members of a religion are compared to devils or demons.,1
745,Using Ferrells logic anyone who voted for Obama must be black. Anyone who will vote for Clinton must be female and a criminal.,A religion is inferior when compared to another religion.,1
746,Using Ferrells logic anyone who voted for Obama must be black. Anyone who will vote for Clinton must be female and a criminal.,The integration of a religion should be avoided in a country or society.,1
748,Many of them will up and disappear with their gay lovers when they are in their forties and fifties leaving a trail of destruction and empty churches behind them. Hell mend them.,A religion is inferior when compared to another religion.,1
749,Many of them will up and disappear with their gay lovers when they are in their forties and fifties leaving a trail of destruction and empty churches behind them. Hell mend them.,A religion or members of a religion are stupid.,1
752,Wonder if this writer is mormon ? Why else would she or anyone want him..Hes a two time loser with a nastyholier that thou attitude..Poor loser too.,A religion promotes violence or intolerance.,1
754,Wonder if this writer is mormon ? Why else would she or anyone want him..Hes a two time loser with a nastyholier that thou attitude..Poor loser too.,Members of a religion should remain in their respective countries.,1
755,There is no Pride anymore only Shame. She is a hate filled racist and homophobe. She hates the gay white men who created Pride in the first place and is determine to steal it for her own political ends. If the thousands of gay men of Toronto stop supporting Pride she will hate them even more. All she will do is destroy it entirely if she stays on this path of bigotry and division.,Members of a religion are compared to animals.,1
757,There is no Pride anymore only Shame. She is a hate filled racist and homophobe. She hates the gay white men who created Pride in the first place and is determine to steal it for her own political ends. If the thousands of gay men of Toronto stop supporting Pride she will hate them even more. All she will do is destroy it entirely if she stays on this path of bigotry and division.,Members of a religion are a threat.,1
763,Maybe Lassner is afraid that he would be fired if he took action against Herron.  What a sad case of an idiotic society where one race can say racist remarks towards all other races while being protected by punishing those who say racist remarks towards that race...in this case Blacks.  I dont see many other races being represented in the math department  It looks like only whites and blacks want to lazy jobs that only requires one to teach the same thing year in and year out.,Members of a religion are compared to animals.,1
765,Maybe Lassner is afraid that he would be fired if he took action against Herron.  What a sad case of an idiotic society where one race can say racist remarks towards all other races while being protected by punishing those who say racist remarks towards that race...in this case Blacks.  I dont see many other races being represented in the math department  It looks like only whites and blacks want to lazy jobs that only requires one to teach the same thing year in and year out.,A religion promotes violence or intolerance.,1
766,Maybe Lassner is afraid that he would be fired if he took action against Herron.  What a sad case of an idiotic society where one race can say racist remarks towards all other races while being protected by punishing those who say racist remarks towards that race...in this case Blacks.  I dont see many other races being represented in the math department  It looks like only whites and blacks want to lazy jobs that only requires one to teach the same thing year in and year out.,A religion or members of a religion are compared to devils or demons.,1
769,What a stupid comment.  Im sure there are STILL troops who would ban African Americans from serving.  Should we listen to them?  Dumb MAGAphant.,The integration of a religion should be avoided in a country or society.,1
770,What a stupid comment.  Im sure there are STILL troops who would ban African Americans from serving.  Should we listen to them?  Dumb MAGAphant.,Religious attire or symbols should be prohibited.,1
771,Youre a fucking piece of shit idiot HRC supporting asshat. Hillary and idiots like you elected Trump by cheating Mr Sanders out of his rightful place as the Dem candidate. Here you are now trying to run your corrupt bullshit game on him some more. Go fuck yourself. This shit is your fault and youre trying to put that on the old smart socialist Jew. Eat shit fucktard.,A religion or members of a religion are stupid.,1
772,Youre a fucking piece of shit idiot HRC supporting asshat. Hillary and idiots like you elected Trump by cheating Mr Sanders out of his rightful place as the Dem candidate. Here you are now trying to run your corrupt bullshit game on him some more. Go fuck yourself. This shit is your fault and youre trying to put that on the old smart socialist Jew. Eat shit fucktard.,Members of a religion are not trustworthy or loyal.,1
774,Youre a fucking piece of shit idiot HRC supporting asshat. Hillary and idiots like you elected Trump by cheating Mr Sanders out of his rightful place as the Dem candidate. Here you are now trying to run your corrupt bullshit game on him some more. Go fuck yourself. This shit is your fault and youre trying to put that on the old smart socialist Jew. Eat shit fucktard.,A religion or members of a religion are compared to devils or demons.,1
777,I dont know Donald Muslims might get the feeling theyre not welcome.,Religious attire or symbols should be prohibited.,1
780,Bill Maher  and Richard Dawkins say the same things about Islam  as The Rebel  but dont get attacked for it because they are liberals .  Double Standard .  The same people attacking The Rebel  would be fine with it if  The Rebel  went after Catholics but Islam  forget about it . What a bunch of hypocrites .,Members of a religion are not trustworthy or loyal.,1
781,Bill Maher  and Richard Dawkins say the same things about Islam  as The Rebel  but dont get attacked for it because they are liberals .  Double Standard .  The same people attacking The Rebel  would be fine with it if  The Rebel  went after Catholics but Islam  forget about it . What a bunch of hypocrites .,A religion promotes violence or intolerance.,1
782,Bill Maher  and Richard Dawkins say the same things about Islam  as The Rebel  but dont get attacked for it because they are liberals .  Double Standard .  The same people attacking The Rebel  would be fine with it if  The Rebel  went after Catholics but Islam  forget about it . What a bunch of hypocrites .,A religion is inferior when compared to another religion.,1
783,This above comment is based in the Watchtower of 1969 condemning organ transplants as cannibalism now it is up to the member to decide what is the better option not with blood transfusion  still it is considered a sin and a reason to be expelled. Jehovahs Witnesses is an evil sect.,Members of a religion are compared to animals.,1
784,This above comment is based in the Watchtower of 1969 condemning organ transplants as cannibalism now it is up to the member to decide what is the better option not with blood transfusion  still it is considered a sin and a reason to be expelled. Jehovahs Witnesses is an evil sect.,A religion promotes violence or intolerance.,1
785,This above comment is based in the Watchtower of 1969 condemning organ transplants as cannibalism now it is up to the member to decide what is the better option not with blood transfusion  still it is considered a sin and a reason to be expelled. Jehovahs Witnesses is an evil sect.,A religion should be discriminated against.,1
786,This above comment is based in the Watchtower of 1969 condemning organ transplants as cannibalism now it is up to the member to decide what is the better option not with blood transfusion  still it is considered a sin and a reason to be expelled. Jehovahs Witnesses is an evil sect.,Religious attire or symbols should be prohibited.,1
787,Nigga Please,The integration of a religion should be avoided in a country or society.,1
791,That is isnt a Muslim ban or that Muslim countries dont allow Israeli citizens to enter.  Ive heard both arguments from the Trumpkins.,Members of a religion are a threat.,1
795,What about the slasher in Portland? What about the guy who shot up the Indians think they were Muslim?  Or even the kids who filmed the black guy drowning and did nothing.  You are just going to conveniently ignore those?,A religion or members of a religion are compared to devils or demons.,1
798,What about the slasher in Portland? What about the guy who shot up the Indians think they were Muslim?  Or even the kids who filmed the black guy drowning and did nothing.  You are just going to conveniently ignore those?,A religion or members of a religion are compared to devils or demons.,1
799,Say what? Failure of the Gay UN troops????? How do we know their sexual orientation?,Religious practices of a particular faith should be restricted or banned in public spaces.,1
800,Say what? Failure of the Gay UN troops????? How do we know their sexual orientation?,Members of a religion are compared to animals.,1
802,Say what? Failure of the Gay UN troops????? How do we know their sexual orientation?,A religion or members of a religion are stupid.,1
803,Kukailimoku White supremacy is a racist ideology.,A religion is preferred to another.,1
807,Would it not be TOLERANT of Muslims...etc.?,Religious attire or symbols should be prohibited.,1
809,Would it not be TOLERANT of Muslims...etc.?,A religion or members of a religion are compared to devils or demons.,1
810,Would it not be TOLERANT of Muslims...etc.?,A religion or members of a religion are stupid.,1
813,The New Black Panthers have not killed anyone. However white folks are still producing people like Dylan Roof. Heck he alone has a higher body count than the Panthers. What are you afraid of?,Members of a religion are a threat.,1
814,The New Black Panthers have not killed anyone. However white folks are still producing people like Dylan Roof. Heck he alone has a higher body count than the Panthers. What are you afraid of?,Members of a religion are not trustworthy or loyal.,1
815,Not to forget Zuma selling our fishing rights and many industries to the Chinese wonder how much that kickback was worth.  But I agree it is time to take our country back.  Unfortunately reversing the racism sowed by the Zupta club must be the first step since we can only do it together all us stupid Africans of whichever race.,A religion or members of a religion are compared to devils or demons.,1
816,Not to forget Zuma selling our fishing rights and many industries to the Chinese wonder how much that kickback was worth.  But I agree it is time to take our country back.  Unfortunately reversing the racism sowed by the Zupta club must be the first step since we can only do it together all us stupid Africans of whichever race.,A religion is preferred to another.,1
819,The antiMuslim types dont want to hear it.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
820,The antiMuslim types dont want to hear it.,A religion promotes violence or intolerance.,1
821,The antiMuslim types dont want to hear it.,The use of violence is encouraged or desired against a religion.,1
822,The antiMuslim types dont want to hear it.,A religion should be discriminated against.,1
823,if hes muslim its terrorism if its Vegas shooter its lone wolf mentally disturbed person.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
826,if hes muslim its terrorism if its Vegas shooter its lone wolf mentally disturbed person.,A religion or members of a religion are compared to devils or demons.,1
828,Only black people are considered? Seems racist to me.,A religion promotes violence or intolerance.,1
831,Are you serious? You want a comparison to the Clinton Foundation??? This so called Christian has been allegedly scamming other Christians out of millions of dollars for years...hes been running a boiler room targeting poor people using Jesus....its disgusting,Members of a religion should be excluded and marginalized.,1
835,I am gay as well. And you are an idiot if you think the criminals in Orlando and all Muslims are the same. You do not speak for me.,A religion is preferred to another.,1
846,Anti islamofascist ....yes.  Nothing wrong with peaceful Muslims such as the Ismailis.,A religion or members of a religion are compared to devils or demons.,1
848,And to think she was a woman does not guarantee Muslim terrorists women wont shoot  us or your kids. Remember terrorists. Not because they are muslim.,A religion is preferred to another.,1
851,Fantastic job of deflection. Blacks Chicago Leftists You forgot Hillary Emails,Members of a religion should be excluded and marginalized.,1
857,Friggin players disrespecting our soldiers who laid down their lives for our flag should pull their heads out of their a_ses. What the hell does our flag and national anthem have to do with their false narrative of cops out to kill black people.,A religion promotes violence or intolerance.,1
861,..and we are going to specifically say that this applies to hatred against Muslims.  Why specifically?,A religion is inferior when compared to another religion.,1
864,Wow...they said nigger and the libs went crazy....lol...too funny.,A religion or members of a religion are compared to devils or demons.,1
866,Wow...they said nigger and the libs went crazy....lol...too funny.,Members of a religion are compared to animals.,1
867,Your coyness doesnt  work with anyone as everyone knows that your Drunks Lives Matter and Dont Shoot is mocking blacks and their Black Lives Matter and Dont Shoot. Not everyone is as stupid as you.,Members of a religion should remain in their respective countries.,1
871,John basically your claim is that Catholics are homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions: youre intolerant youre a heterophobe.,Members of a religion should be excluded and marginalized.,1
872,John basically your claim is that Catholics are homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions: youre intolerant youre a heterophobe.,A religion or members of a religion are stupid.,1
873,John basically your claim is that Catholics are homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions: youre intolerant youre a heterophobe.,A religion is inferior when compared to another religion.,1
874,John basically your claim is that Catholics are homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions: youre intolerant youre a heterophobe.,The integration of a religion should be avoided in a country or society.,1
875,Lespark you sound like a gay person that speaks from experience.,Members of a religion are not trustworthy or loyal.,1
876,Lespark you sound like a gay person that speaks from experience.,A religion is inferior when compared to another religion.,1
877,Lespark you sound like a gay person that speaks from experience.,A religion should be discriminated against.,1
880,So you hate blacks?,Members of a religion are compared to animals.,1
882,So you hate blacks?,A religion or members of a religion are stupid.,1
884,Burly123: Mr Birch hates Chinese Muslims and Black Canadians too.,A religion is preferred to another.,1
885,Burly123: Mr Birch hates Chinese Muslims and Black Canadians too.,Members of a religion are compared to animals.,1
888,Then you whiny idiots say its the black mans fault its the immigrants fault lol Its everyone elses fault but your OWN?? Thats called weakness thats pathetic,A religion or members of a religion are stupid.,1
890,Then you whiny idiots say its the black mans fault its the immigrants fault lol Its everyone elses fault but your OWN?? Thats called weakness thats pathetic,A religion should be discriminated against.,1
897,. . . likely for having to listen to this womans bigoted racist trashtalk..  ..,Religious attire or symbols should be prohibited.,1
903,So David are Asians better at math than white people?  Should it be dumbed down for the Caucasians also?,A religion or members of a religion are compared to devils or demons.,1
906,So David are Asians better at math than white people?  Should it be dumbed down for the Caucasians also?,Religious attire or symbols should be prohibited.,1
908,who said crazy white men with guns are fine.,A religion is inferior when compared to another religion.,1
911,Make America Great Again    Like it was in the past for women blacks gays.  Make America Great Again means............   Return To The America Where And When All You Had To Do Was Be Born A White Male And You Had It Made   and everybody else.......not so much.  Its no coincidence that the core of Trumps support was white males.,Members of a religion are not trustworthy or loyal.,1
912,Make America Great Again    Like it was in the past for women blacks gays.  Make America Great Again means............   Return To The America Where And When All You Had To Do Was Be Born A White Male And You Had It Made   and everybody else.......not so much.  Its no coincidence that the core of Trumps support was white males.,Members of a religion are compared to animals.,1
913,Make America Great Again    Like it was in the past for women blacks gays.  Make America Great Again means............   Return To The America Where And When All You Had To Do Was Be Born A White Male And You Had It Made   and everybody else.......not so much.  Its no coincidence that the core of Trumps support was white males.,Members of a religion are a threat.,1
917,Child rape  homosexuality.  Wow.,Members of a religion are not trustworthy or loyal.,1
918,Child rape  homosexuality.  Wow.,Religious attire or symbols should be prohibited.,1
919,I have a hate crime anytime a Crip gangster kills a Blood gangster or vice versa.  They scream all kinds of racial epithets during drive bys.  How about reporting some of that?  Or is it just when you can pin a stupid white guy?,Religious practices of a particular faith should be restricted or banned in public spaces.,1
920,I have a hate crime anytime a Crip gangster kills a Blood gangster or vice versa.  They scream all kinds of racial epithets during drive bys.  How about reporting some of that?  Or is it just when you can pin a stupid white guy?,Members of a religion should be excluded and marginalized.,1
921,I have a hate crime anytime a Crip gangster kills a Blood gangster or vice versa.  They scream all kinds of racial epithets during drive bys.  How about reporting some of that?  Or is it just when you can pin a stupid white guy?,A religion promotes violence or intolerance.,1
923,You mean the racists who hated having a black president right?,A religion is inferior when compared to another religion.,1
924,You mean the racists who hated having a black president right?,Members of a religion should remain in their respective countries.,1
925,You mean the racists who hated having a black president right?,A religion should be discriminated against.,1
926,You mean the racists who hated having a black president right?,Members of a religion should remain in their respective countries.,1
927,when Oregonians thankfully overwhelmingly rejected it.  Oregonians rejected it and thats a good thing but its mitigated a bit by the fact the Oregon also made it illegal for blacks to be in the state punishable by a public whipping 39 lashes every six months until they left.  That is the primary reason why Oregon is one of the whitest states in the nation.,A religion promotes violence or intolerance.,1
930,when Oregonians thankfully overwhelmingly rejected it.  Oregonians rejected it and thats a good thing but its mitigated a bit by the fact the Oregon also made it illegal for blacks to be in the state punishable by a public whipping 39 lashes every six months until they left.  That is the primary reason why Oregon is one of the whitest states in the nation.,A religion promotes violence or intolerance.,1
931,hire someone who is NOT a cishet white man even if that person is the most qualified because hes had the most opportunities  That is Straight up racist and sexist.,A religion or members of a religion are stupid.,1
934,hire someone who is NOT a cishet white man even if that person is the most qualified because hes had the most opportunities  That is Straight up racist and sexist.,A religion is inferior when compared to another religion.,1
935,Hate is hate and guns are killing machines that unhinged people in North America have unnatural access to. It doesnt matter where the person is from who pulled the trigger. Marc Lapine targeted women TImothy McVeigh targeted black people and what about Sandy Hook... these are sad cowardly acts. Is it a political statement? Only in so far as it shows hate for minorities and the vulnerable. How do we make it stop? The answer is NOT in banning whole groups of people. They are not the problem but recently with all the vitriol being spewed muslims unfortunately have become the targets. Whos next? Mexicans?,A religion is preferred to another.,1
937,Hate is hate and guns are killing machines that unhinged people in North America have unnatural access to. It doesnt matter where the person is from who pulled the trigger. Marc Lapine targeted women TImothy McVeigh targeted black people and what about Sandy Hook... these are sad cowardly acts. Is it a political statement? Only in so far as it shows hate for minorities and the vulnerable. How do we make it stop? The answer is NOT in banning whole groups of people. They are not the problem but recently with all the vitriol being spewed muslims unfortunately have become the targets. Whos next? Mexicans?,A religion or members of a religion are stupid.,1
938,Hate is hate and guns are killing machines that unhinged people in North America have unnatural access to. It doesnt matter where the person is from who pulled the trigger. Marc Lapine targeted women TImothy McVeigh targeted black people and what about Sandy Hook... these are sad cowardly acts. Is it a political statement? Only in so far as it shows hate for minorities and the vulnerable. How do we make it stop? The answer is NOT in banning whole groups of people. They are not the problem but recently with all the vitriol being spewed muslims unfortunately have become the targets. Whos next? Mexicans?,A religion promotes violence or intolerance.,1
940,Oh so Oklahoma City was the governments fault? Lol When Muslims commit terrorism theyre terrorists. When Christians commit terrorism theyre mentally ill. Youre a joke.,Members of a religion should be excluded and marginalized.,1
943,There are more black cows in Montana  than people. Black cows matter,A religion should be discriminated against.,1
944,There are more black cows in Montana  than people. Black cows matter,A religion should be discriminated against.,1
945,There are more black cows in Montana  than people. Black cows matter,Members of a religion are compared to animals.,1
948,They tell stuff like that while aborting thousands of black babies.,Religious attire or symbols should be prohibited.,1
950,They tell stuff like that while aborting thousands of black babies.,A religion is inferior when compared to another religion.,1
951,In other words Mr. Hannon if you were in harms way and someone was covering your back you wouldnt care if they were male female gay straight metrosexual or a democrat. Only that they shot straight. Im with you. Good comment.,The integration of a religion should be avoided in a country or society.,1
952,In other words Mr. Hannon if you were in harms way and someone was covering your back you wouldnt care if they were male female gay straight metrosexual or a democrat. Only that they shot straight. Im with you. Good comment.,A religion promotes violence or intolerance.,1
953,In other words Mr. Hannon if you were in harms way and someone was covering your back you wouldnt care if they were male female gay straight metrosexual or a democrat. Only that they shot straight. Im with you. Good comment.,The integration of a religion should be avoided in a country or society.,1
956,Once again an innocent driver is attacked by roving gangs of pedestrian thugs throwing themselves at his vehicle merely for appearing to be Muslim  How long oh lord how long....?,A religion should be discriminated against.,1
957,Once again an innocent driver is attacked by roving gangs of pedestrian thugs throwing themselves at his vehicle merely for appearing to be Muslim  How long oh lord how long....?,Members of a religion should be excluded and marginalized.,1
958,Once again an innocent driver is attacked by roving gangs of pedestrian thugs throwing themselves at his vehicle merely for appearing to be Muslim  How long oh lord how long....?,A religion or members of a religion are compared to devils or demons.,1
959,Sadly those who paid to be taught how to become first hand  mysogynistic racist homophobic liars will get another chance.  Drumpf will have impeached himself sooner than later and this side kick will be looking for employment opportunities all over the world  Lets keep the trash south of the border,Religious practices of a particular faith should be restricted or banned in public spaces.,1
962,Sadly those who paid to be taught how to become first hand  mysogynistic racist homophobic liars will get another chance.  Drumpf will have impeached himself sooner than later and this side kick will be looking for employment opportunities all over the world  Lets keep the trash south of the border,A religion or members of a religion are stupid.,1
