premise,hypothesis,label
Islam did not send the man into the church to kill the priest. That was his own twisted mind. If you think it was Islam then you have to blame the Christian churches for Roof shooting people at Bible study.,Members of a race should be excluded.,1.0
Wrong spelling wrong word wrong case. Stick to pig latin.,Members of a race should be excluded.,1.0
Wrong spelling wrong word wrong case. Stick to pig latin.,Members of a race are violent.,1.0
Wrong spelling wrong word wrong case. Stick to pig latin.,Members of a race should go back to their homes.,1.0
Wrong spelling wrong word wrong case. Stick to pig latin.,Members of a race are refused.,1.0
Not a Christian soldier damn your a bitter divisive individual. All hate,Members of a race are compared to animals.,1.0
Not a Christian soldier damn your a bitter divisive individual. All hate,Members of a race should remain in their respective countries.,1.0
Not a Christian soldier damn your a bitter divisive individual. All hate,Members of a race are violent.,1.0
Not a Christian soldier damn your a bitter divisive individual. All hate,Members of a race are stupid.,1.0
What anger toward women?  I hate double standards.,Members of a race commit crimes.,1.0
What anger toward women?  I hate double standards.,Members of a race are racist.,1.0
What anger toward women?  I hate double standards.,Members of a race should remain in their respective countries.,1.0
What anger toward women?  I hate double standards.,Members of a race are stupid.,1.0
Ultimately any Muslim ban Trump tries will be struck down.  He cannot establish a religious test.  Trump is a racist imbecile who is playing to his base of cowards.,There are too many members of a race.,1.0
Ultimately any Muslim ban Trump tries will be struck down.  He cannot establish a religious test.  Trump is a racist imbecile who is playing to his base of cowards.,Members of a race are racist.,1.0
Ultimately any Muslim ban Trump tries will be struck down.  He cannot establish a religious test.  Trump is a racist imbecile who is playing to his base of cowards.,Members of a race are a threat to others.,1.0
Ultimately any Muslim ban Trump tries will be struck down.  He cannot establish a religious test.  Trump is a racist imbecile who is playing to his base of cowards.,Members of a race are a threat to others.,1.0
Bring in killers and create programs to fight them after they get 10K a month from Trudeau and then hit our streets and mobilize 1000s of jobless muslim youth......  You all are getting this..   right? You arent that stupid  its impossible,Members of a race should be excluded.,1.0
Bring in killers and create programs to fight them after they get 10K a month from Trudeau and then hit our streets and mobilize 1000s of jobless muslim youth......  You all are getting this..   right? You arent that stupid  its impossible,The use of violence is encouraged or desired against a race.,1.0
Bring in killers and create programs to fight them after they get 10K a month from Trudeau and then hit our streets and mobilize 1000s of jobless muslim youth......  You all are getting this..   right? You arent that stupid  its impossible,Members of a race are violent.,1.0
Bring in killers and create programs to fight them after they get 10K a month from Trudeau and then hit our streets and mobilize 1000s of jobless muslim youth......  You all are getting this..   right? You arent that stupid  its impossible,Members of a race are stupid.,1.0
Nothing is stopping you from donating your time and money now. So put your own money where your mouth is before irrationally slurring ammosexuals? really? Kinda juvenile dont you think? Heck kinda homophobic by association and blaming all gun owners for the actions of a minority of criminals.,Members of a race should be excluded.,1.0
Nothing is stopping you from donating your time and money now. So put your own money where your mouth is before irrationally slurring ammosexuals? really? Kinda juvenile dont you think? Heck kinda homophobic by association and blaming all gun owners for the actions of a minority of criminals.,Members of a race are refused.,1.0
Nothing is stopping you from donating your time and money now. So put your own money where your mouth is before irrationally slurring ammosexuals? really? Kinda juvenile dont you think? Heck kinda homophobic by association and blaming all gun owners for the actions of a minority of criminals.,There are too many members of a race.,1.0
Nothing is stopping you from donating your time and money now. So put your own money where your mouth is before irrationally slurring ammosexuals? really? Kinda juvenile dont you think? Heck kinda homophobic by association and blaming all gun owners for the actions of a minority of criminals.,The use of violence is encouraged or desired against a race.,1.0
Who said shes privilege because shes black the KKK?,Members of a race are violent.,1.0
Who said shes privilege because shes black the KKK?,Members of a race should be excluded.,1.0
Who said shes privilege because shes black the KKK?,Members of a race should go back to their homes.,1.0
Who said shes privilege because shes black the KKK?,Members of a race should remain in their respective countries.,1.0
Molleda is a gay Latino man.,Members of a race are refused.,1.0
Molleda is a gay Latino man.,There are too many members of a race.,1.0
Molleda is a gay Latino man.,Members of a race are stupid.,1.0
Molleda is a gay Latino man.,Members of a race should go back to their homes.,1.0
So I was taught at a young age to treat people the way you want to be treated...ok I was fine with that grew up friends of all races was never a problem unless that personnot race acted like an ass and deserved some slaps or just ignored. I didnt FORCE my views and beliefs unto ANY person with the intent that they  should conform to my ideals as I see it. I understood at a young age that ALL people are different and have different ideals. Then POLITICAL CORRECTNESS came into light now it was you cant say this you cant say that etc. No STATUE ever made me think of or treat people a certain way NO STATUE ever made me a RACIST. Do I enjoy being around a loudmouth person? NO but now days that makes me a racist or a gay person that feels the need to be FLAMBOUYANT and SHOCKING just because that person needs to be the center of attention? NO but then that would make me HOMOPHOBIC  because someone else that doesnt know me said so. Now THATS racist.,Members of a race are violent.,1.0
So I was taught at a young age to treat people the way you want to be treated...ok I was fine with that grew up friends of all races was never a problem unless that personnot race acted like an ass and deserved some slaps or just ignored. I didnt FORCE my views and beliefs unto ANY person with the intent that they  should conform to my ideals as I see it. I understood at a young age that ALL people are different and have different ideals. Then POLITICAL CORRECTNESS came into light now it was you cant say this you cant say that etc. No STATUE ever made me think of or treat people a certain way NO STATUE ever made me a RACIST. Do I enjoy being around a loudmouth person? NO but now days that makes me a racist or a gay person that feels the need to be FLAMBOUYANT and SHOCKING just because that person needs to be the center of attention? NO but then that would make me HOMOPHOBIC  because someone else that doesnt know me said so. Now THATS racist.,Members of a race should go back to their homes.,1.0
So I was taught at a young age to treat people the way you want to be treated...ok I was fine with that grew up friends of all races was never a problem unless that personnot race acted like an ass and deserved some slaps or just ignored. I didnt FORCE my views and beliefs unto ANY person with the intent that they  should conform to my ideals as I see it. I understood at a young age that ALL people are different and have different ideals. Then POLITICAL CORRECTNESS came into light now it was you cant say this you cant say that etc. No STATUE ever made me think of or treat people a certain way NO STATUE ever made me a RACIST. Do I enjoy being around a loudmouth person? NO but now days that makes me a racist or a gay person that feels the need to be FLAMBOUYANT and SHOCKING just because that person needs to be the center of attention? NO but then that would make me HOMOPHOBIC  because someone else that doesnt know me said so. Now THATS racist.,Members of a race are stupid.,1.0
So I was taught at a young age to treat people the way you want to be treated...ok I was fine with that grew up friends of all races was never a problem unless that personnot race acted like an ass and deserved some slaps or just ignored. I didnt FORCE my views and beliefs unto ANY person with the intent that they  should conform to my ideals as I see it. I understood at a young age that ALL people are different and have different ideals. Then POLITICAL CORRECTNESS came into light now it was you cant say this you cant say that etc. No STATUE ever made me think of or treat people a certain way NO STATUE ever made me a RACIST. Do I enjoy being around a loudmouth person? NO but now days that makes me a racist or a gay person that feels the need to be FLAMBOUYANT and SHOCKING just because that person needs to be the center of attention? NO but then that would make me HOMOPHOBIC  because someone else that doesnt know me said so. Now THATS racist.,Members of a race should go back to their homes.,1.0
So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,Members of a race commit crimes.,1.0
So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,The integration of a race should be avoided in a country or society.,1.0
So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,A race is preferred to another.,1.0
So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,Members of a race are a threat to others.,1.0
The Trump solution: Round up all the Samoans and Blacks lock em up and deport em.,There are too many members of a race.,1.0
The Trump solution: Round up all the Samoans and Blacks lock em up and deport em.,The integration of a race should be avoided in a country or society.,1.0
The Trump solution: Round up all the Samoans and Blacks lock em up and deport em.,Members of a race are violent.,1.0
The Trump solution: Round up all the Samoans and Blacks lock em up and deport em.,A race is preferred to another.,1.0
What a load of garbage.  The middle east are Arabs.  It shouldnt be something that needs to align with the West.  Its THEIR lands.  Let them figure it out for themselves.  Show some respect.  We need OUT.,There are too many members of a race.,1.0
What a load of garbage.  The middle east are Arabs.  It shouldnt be something that needs to align with the West.  Its THEIR lands.  Let them figure it out for themselves.  Show some respect.  We need OUT.,The integration of a race should be avoided in a country or society.,1.0
What a load of garbage.  The middle east are Arabs.  It shouldnt be something that needs to align with the West.  Its THEIR lands.  Let them figure it out for themselves.  Show some respect.  We need OUT.,Members of a race commit crimes.,1.0
What a load of garbage.  The middle east are Arabs.  It shouldnt be something that needs to align with the West.  Its THEIR lands.  Let them figure it out for themselves.  Show some respect.  We need OUT.,Members of a race are refused.,1.0
Yessireee bobbereno Mighty fine move. Mighty fine About fricken time. And white folks are jonesing again and again and again. Always jonesing. You cant have what you had for thousands and thousands of years because I cant have it even if I never did. Hello? Get a life,Members of a race are a threat to others.,1.0
Yessireee bobbereno Mighty fine move. Mighty fine About fricken time. And white folks are jonesing again and again and again. Always jonesing. You cant have what you had for thousands and thousands of years because I cant have it even if I never did. Hello? Get a life,Members of a race are refused.,1.0
Yessireee bobbereno Mighty fine move. Mighty fine About fricken time. And white folks are jonesing again and again and again. Always jonesing. You cant have what you had for thousands and thousands of years because I cant have it even if I never did. Hello? Get a life,A race is inferior when compared to another race.,1.0
Yessireee bobbereno Mighty fine move. Mighty fine About fricken time. And white folks are jonesing again and again and again. Always jonesing. You cant have what you had for thousands and thousands of years because I cant have it even if I never did. Hello? Get a life,Members of a race are violent.,1.0
Trudeau is worse than a typical liberal. He is a liar. He is corrupt Chinese billionaire communist members pay to meet him  suddenly its even easier for Chinese immigrants to come here why not Indians or Europeans oh yeah thats racist or Africans?. He belongs in jail.,Members of a race are a threat to others.,1.0
Trudeau is worse than a typical liberal. He is a liar. He is corrupt Chinese billionaire communist members pay to meet him  suddenly its even easier for Chinese immigrants to come here why not Indians or Europeans oh yeah thats racist or Africans?. He belongs in jail.,The integration of a race should be avoided in a country or society.,1.0
Trudeau is worse than a typical liberal. He is a liar. He is corrupt Chinese billionaire communist members pay to meet him  suddenly its even easier for Chinese immigrants to come here why not Indians or Europeans oh yeah thats racist or Africans?. He belongs in jail.,There are too many members of a race.,1.0
Trudeau is worse than a typical liberal. He is a liar. He is corrupt Chinese billionaire communist members pay to meet him  suddenly its even easier for Chinese immigrants to come here why not Indians or Europeans oh yeah thats racist or Africans?. He belongs in jail.,Members of a race are racist.,1.0
Ill take the few nonwhites over the spoiled upper middle class Millennials coming in. At least the nonwhites know how to work.,Members of a race are refused.,1.0
Ill take the few nonwhites over the spoiled upper middle class Millennials coming in. At least the nonwhites know how to work.,A race is inferior when compared to another race.,1.0
Ill take the few nonwhites over the spoiled upper middle class Millennials coming in. At least the nonwhites know how to work.,Members of a race should be excluded.,1.0
Ill take the few nonwhites over the spoiled upper middle class Millennials coming in. At least the nonwhites know how to work.,Members of a race are compared to animals.,1.0
Youre basically saying youre brown and am proud.  Likewise Im tanned almost brown and an proud.  Are you a racist against tanned people?,Members of a race are a threat to others.,1.0
Youre basically saying youre brown and am proud.  Likewise Im tanned almost brown and an proud.  Are you a racist against tanned people?,Members of a race are compared to animals.,1.0
Youre basically saying youre brown and am proud.  Likewise Im tanned almost brown and an proud.  Are you a racist against tanned people?,Members of a race should be excluded.,1.0
Youre basically saying youre brown and am proud.  Likewise Im tanned almost brown and an proud.  Are you a racist against tanned people?,A race is preferred to another.,1.0
Donald is a woman hater and he cant stand that a woman is as powerful as he is.,There are too many members of a race.,1.0
Donald is a woman hater and he cant stand that a woman is as powerful as he is.,Members of a race should remain in their respective countries.,1.0
Donald is a woman hater and he cant stand that a woman is as powerful as he is.,Members of a race are stupid.,1.0
Donald is a woman hater and he cant stand that a woman is as powerful as he is.,Members of a race should go back to their homes.,1.0
In blunter terms it means more dead women.,Members of a race are racist.,1.0
In blunter terms it means more dead women.,A race is preferred to another.,1.0
In blunter terms it means more dead women.,Members of a race should go back to their homes.,1.0
In blunter terms it means more dead women.,A race is inferior when compared to another race.,1.0
Naive fools or strategic globalists with an agenda to destroy white culture and Christianity and who refuse to acknowledge that radical Islam is growing in my country   Do not belong in my Canada,A race is inferior when compared to another race.,1.0
Naive fools or strategic globalists with an agenda to destroy white culture and Christianity and who refuse to acknowledge that radical Islam is growing in my country   Do not belong in my Canada,Members of a race are a threat to others.,1.0
Naive fools or strategic globalists with an agenda to destroy white culture and Christianity and who refuse to acknowledge that radical Islam is growing in my country   Do not belong in my Canada,Members of a race are refused.,1.0
Naive fools or strategic globalists with an agenda to destroy white culture and Christianity and who refuse to acknowledge that radical Islam is growing in my country   Do not belong in my Canada,Members of a race should be excluded.,1.0
White lady ?  What  a disgusting remark.,Members of a race are stupid.,1.0
White lady ?  What  a disgusting remark.,Members of a race should remain in their respective countries.,1.0
White lady ?  What  a disgusting remark.,The integration of a race should be avoided in a country or society.,1.0
White lady ?  What  a disgusting remark.,Members of a race are refused.,1.0
practice homosexuality present deepseated homosexual tendencies or support the socalled gay culture  Since priests are celibate anyone who practices homosexuality would be automatically prohibited from Holy Orders.  Why is this even an issue?,The use of violence is encouraged or desired against a race.,1.0
practice homosexuality present deepseated homosexual tendencies or support the socalled gay culture  Since priests are celibate anyone who practices homosexuality would be automatically prohibited from Holy Orders.  Why is this even an issue?,Members of a race are refused.,1.0
practice homosexuality present deepseated homosexual tendencies or support the socalled gay culture  Since priests are celibate anyone who practices homosexuality would be automatically prohibited from Holy Orders.  Why is this even an issue?,Members of a race are racist.,1.0
practice homosexuality present deepseated homosexual tendencies or support the socalled gay culture  Since priests are celibate anyone who practices homosexuality would be automatically prohibited from Holy Orders.  Why is this even an issue?,Members of a race are violent.,1.0
Why are you making fun of his ethnic last name?  You are a RACIST BIGOT  Get out of Alaska you HATE MONGER,Members of a race should remain in their respective countries.,1.0
Why are you making fun of his ethnic last name?  You are a RACIST BIGOT  Get out of Alaska you HATE MONGER,Members of a race are racist.,1.0
Why are you making fun of his ethnic last name?  You are a RACIST BIGOT  Get out of Alaska you HATE MONGER,A race is inferior when compared to another race.,1.0
Why are you making fun of his ethnic last name?  You are a RACIST BIGOT  Get out of Alaska you HATE MONGER,The use of violence is encouraged or desired against a race.,1.0
82yearold white guy Thats offensive and racist,Members of a race should go back to their homes.,1.0
82yearold white guy Thats offensive and racist,A race is inferior when compared to another race.,1.0
82yearold white guy Thats offensive and racist,Members of a race are stupid.,1.0
82yearold white guy Thats offensive and racist,Members of a race are stupid.,1.0
Trump pig latin.  Oink oink oink grab em by the poo say,There are too many members of a race.,1.0
Trump pig latin.  Oink oink oink grab em by the poo say,Members of a race are a threat to others.,1.0
Trump pig latin.  Oink oink oink grab em by the poo say,The integration of a race should be avoided in a country or society.,1.0
Trump pig latin.  Oink oink oink grab em by the poo say,Members of a race commit crimes.,1.0
You are a true Heman. The Manliest of men. A brute. I bet your daughter will be very proud of you when shes out in the world among her gay and lesbian and  transgendered friends.,A race is inferior when compared to another race.,1.0
You are a true Heman. The Manliest of men. A brute. I bet your daughter will be very proud of you when shes out in the world among her gay and lesbian and  transgendered friends.,Members of a race are refused.,1.0
You are a true Heman. The Manliest of men. A brute. I bet your daughter will be very proud of you when shes out in the world among her gay and lesbian and  transgendered friends.,The integration of a race should be avoided in a country or society.,1.0
You are a true Heman. The Manliest of men. A brute. I bet your daughter will be very proud of you when shes out in the world among her gay and lesbian and  transgendered friends.,Members of a race are compared to animals.,1.0
Its like saying I dont hate Jews I hate Judaism. Fools no one.,A race is inferior when compared to another race.,1.0
Its like saying I dont hate Jews I hate Judaism. Fools no one.,The use of violence is encouraged or desired against a race.,1.0
Its like saying I dont hate Jews I hate Judaism. Fools no one.,The integration of a race should be avoided in a country or society.,1.0
Its like saying I dont hate Jews I hate Judaism. Fools no one.,Members of a race should go back to their homes.,1.0
Or a liar a cheater a thief or a killer?  He couldnt have cared less.  But as soon a two queers walked in the line was crossed.  How insincere.,Members of a race should remain in their respective countries.,1.0
Or a liar a cheater a thief or a killer?  He couldnt have cared less.  But as soon a two queers walked in the line was crossed.  How insincere.,The integration of a race should be avoided in a country or society.,1.0
Or a liar a cheater a thief or a killer?  He couldnt have cared less.  But as soon a two queers walked in the line was crossed.  How insincere.,Members of a race should remain in their respective countries.,1.0
Or a liar a cheater a thief or a killer?  He couldnt have cared less.  But as soon a two queers walked in the line was crossed.  How insincere.,Members of a race are racist.,1.0
Why would naming a show called Dear Black People be racist??,Members of a race are stupid.,1.0
Why would naming a show called Dear Black People be racist??,Members of a race should be excluded.,1.0
Why would naming a show called Dear Black People be racist??,Members of a race are racist.,1.0
Why would naming a show called Dear Black People be racist??,Members of a race should remain in their respective countries.,1.0
Sure all newborns weight the pros and cons and then make conscious decisions on their sexuality.   Dont you realize how ridiculous that sounds? What you mean is that you were born heterosexual just as those you judge so harshly are born as homosexuals.,A race is preferred to another.,1.0
Sure all newborns weight the pros and cons and then make conscious decisions on their sexuality.   Dont you realize how ridiculous that sounds? What you mean is that you were born heterosexual just as those you judge so harshly are born as homosexuals.,Members of a race commit crimes.,1.0
Sure all newborns weight the pros and cons and then make conscious decisions on their sexuality.   Dont you realize how ridiculous that sounds? What you mean is that you were born heterosexual just as those you judge so harshly are born as homosexuals.,A race is preferred to another.,1.0
Sure all newborns weight the pros and cons and then make conscious decisions on their sexuality.   Dont you realize how ridiculous that sounds? What you mean is that you were born heterosexual just as those you judge so harshly are born as homosexuals.,The use of violence is encouraged or desired against a race.,1.0
Does our own include black and brown people?,Members of a race are violent.,1.0
Does our own include black and brown people?,The use of violence is encouraged or desired against a race.,1.0
Does our own include black and brown people?,Members of a race should be excluded.,1.0
Does our own include black and brown people?,Members of a race are a threat to others.,1.0
not only that but any Catholic who is brainwashed enough to believe that the Evangelicals will treat them well when they get some power is totally deficient in gray matter upstairs. they hate Catholics as much do gays and Muslim. they may hide it better these days buy it is still there and wont be going anywhere a long time yet.,A race is inferior when compared to another race.,1.0
not only that but any Catholic who is brainwashed enough to believe that the Evangelicals will treat them well when they get some power is totally deficient in gray matter upstairs. they hate Catholics as much do gays and Muslim. they may hide it better these days buy it is still there and wont be going anywhere a long time yet.,A race is preferred to another.,1.0
not only that but any Catholic who is brainwashed enough to believe that the Evangelicals will treat them well when they get some power is totally deficient in gray matter upstairs. they hate Catholics as much do gays and Muslim. they may hide it better these days buy it is still there and wont be going anywhere a long time yet.,Members of a race should go back to their homes.,1.0
not only that but any Catholic who is brainwashed enough to believe that the Evangelicals will treat them well when they get some power is totally deficient in gray matter upstairs. they hate Catholics as much do gays and Muslim. they may hide it better these days buy it is still there and wont be going anywhere a long time yet.,The use of violence is encouraged or desired against a race.,1.0
Agreed.  The All Muslims Are Bad and the ISIS is Islam monolithic myths must be extinguished.,Members of a race should be excluded.,1.0
Agreed.  The All Muslims Are Bad and the ISIS is Islam monolithic myths must be extinguished.,A race is inferior when compared to another race.,1.0
Agreed.  The All Muslims Are Bad and the ISIS is Islam monolithic myths must be extinguished.,There are too many members of a race.,1.0
Agreed.  The All Muslims Are Bad and the ISIS is Islam monolithic myths must be extinguished.,Members of a race should be excluded.,1.0
Trump the man who said that Mexicans are rapists and drug dealers.,A race is inferior when compared to another race.,1.0
Trump the man who said that Mexicans are rapists and drug dealers.,A race is inferior when compared to another race.,1.0
Trump the man who said that Mexicans are rapists and drug dealers.,Members of a race should go back to their homes.,1.0
Trump the man who said that Mexicans are rapists and drug dealers.,Members of a race commit crimes.,1.0
Is 13 black too much for you?,Members of a race are violent.,1.0
Is 13 black too much for you?,Members of a race should remain in their respective countries.,1.0
Is 13 black too much for you?,The use of violence is encouraged or desired against a race.,1.0
Is 13 black too much for you?,Members of a race are a threat to others.,1.0
So if white working class boys  are so stupid and ignorant how come the generations of grown up white working class boys succeeded in creating democratic and prosperous societies so black and brown working class boys and their parents are dying in droves trying to get into ?,Members of a race should be excluded.,1.0
So if white working class boys  are so stupid and ignorant how come the generations of grown up white working class boys succeeded in creating democratic and prosperous societies so black and brown working class boys and their parents are dying in droves trying to get into ?,The use of violence is encouraged or desired against a race.,1.0
So if white working class boys  are so stupid and ignorant how come the generations of grown up white working class boys succeeded in creating democratic and prosperous societies so black and brown working class boys and their parents are dying in droves trying to get into ?,Members of a race should remain in their respective countries.,1.0
So if white working class boys  are so stupid and ignorant how come the generations of grown up white working class boys succeeded in creating democratic and prosperous societies so black and brown working class boys and their parents are dying in droves trying to get into ?,There are too many members of a race.,1.0
While those loser Puerto Ricans and Crucians bust our budget. Bigly.,Members of a race are stupid.,1.0
While those loser Puerto Ricans and Crucians bust our budget. Bigly.,The integration of a race should be avoided in a country or society.,1.0
While those loser Puerto Ricans and Crucians bust our budget. Bigly.,A race is inferior when compared to another race.,1.0
While those loser Puerto Ricans and Crucians bust our budget. Bigly.,A race is preferred to another.,1.0
What lily white bunch you people are...He didnt make those comments to women directly Locker room talk goes on everyday by Women and Men...Get Real you hypocrites...,A race is preferred to another.,1.0
What lily white bunch you people are...He didnt make those comments to women directly Locker room talk goes on everyday by Women and Men...Get Real you hypocrites...,The integration of a race should be avoided in a country or society.,1.0
What lily white bunch you people are...He didnt make those comments to women directly Locker room talk goes on everyday by Women and Men...Get Real you hypocrites...,Members of a race are a threat to others.,1.0
What lily white bunch you people are...He didnt make those comments to women directly Locker room talk goes on everyday by Women and Men...Get Real you hypocrites...,Members of a race should be excluded.,1.0
Only imbeciles products of the RepugliCON educational system in the US racists fundamentalist simpletons they love the fact that he is a serial sex offender  and tax evaders like Trump. Dont blame feminists alone for seeing this scum for what he is.,A race is preferred to another.,1.0
Only imbeciles products of the RepugliCON educational system in the US racists fundamentalist simpletons they love the fact that he is a serial sex offender  and tax evaders like Trump. Dont blame feminists alone for seeing this scum for what he is.,The integration of a race should be avoided in a country or society.,1.0
Only imbeciles products of the RepugliCON educational system in the US racists fundamentalist simpletons they love the fact that he is a serial sex offender  and tax evaders like Trump. Dont blame feminists alone for seeing this scum for what he is.,The integration of a race should be avoided in a country or society.,1.0
Only imbeciles products of the RepugliCON educational system in the US racists fundamentalist simpletons they love the fact that he is a serial sex offender  and tax evaders like Trump. Dont blame feminists alone for seeing this scum for what he is.,Members of a race should be excluded.,1.0
Where does it say anything about Muslims being the cause of his fear?,A race is inferior when compared to another race.,1.0
Where does it say anything about Muslims being the cause of his fear?,Members of a race should remain in their respective countries.,1.0
Where does it say anything about Muslims being the cause of his fear?,Members of a race should remain in their respective countries.,1.0
Where does it say anything about Muslims being the cause of his fear?,Members of a race should remain in their respective countries.,1.0
Lock him up Lock him up  Lock the smiling lying christian crusader Mike Pence.  Lock him up,The use of violence is encouraged or desired against a race.,1.0
Lock him up Lock him up  Lock the smiling lying christian crusader Mike Pence.  Lock him up,Members of a race are violent.,1.0
Lock him up Lock him up  Lock the smiling lying christian crusader Mike Pence.  Lock him up,Members of a race should be excluded.,1.0
Lock him up Lock him up  Lock the smiling lying christian crusader Mike Pence.  Lock him up,The use of violence is encouraged or desired against a race.,1.0
Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,The integration of a race should be avoided in a country or society.,1.0
Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,Members of a race are violent.,1.0
Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,Members of a race should be excluded.,1.0
Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,A race is preferred to another.,1.0
Why adopt a child if youre going to mistreat and mentally abuse them.  Thats the answer to the question to mistreat them and mentally abuse them for the rest of there lives.  The devil and his angels are the angels of light who masquerades as the servant of righteousness.  The Japanese Okinawans Chinese Filipinos Blacks and Caucasians are the worst offenders who masquerades as the servant of righteousness.  The purpose of the devil is to continously lie cheat steal kill destroy deceive and to inflict pain.,Members of a race should go back to their homes.,1.0
Why adopt a child if youre going to mistreat and mentally abuse them.  Thats the answer to the question to mistreat them and mentally abuse them for the rest of there lives.  The devil and his angels are the angels of light who masquerades as the servant of righteousness.  The Japanese Okinawans Chinese Filipinos Blacks and Caucasians are the worst offenders who masquerades as the servant of righteousness.  The purpose of the devil is to continously lie cheat steal kill destroy deceive and to inflict pain.,Members of a race should be excluded.,1.0
Why adopt a child if youre going to mistreat and mentally abuse them.  Thats the answer to the question to mistreat them and mentally abuse them for the rest of there lives.  The devil and his angels are the angels of light who masquerades as the servant of righteousness.  The Japanese Okinawans Chinese Filipinos Blacks and Caucasians are the worst offenders who masquerades as the servant of righteousness.  The purpose of the devil is to continously lie cheat steal kill destroy deceive and to inflict pain.,Members of a race are compared to animals.,1.0
Why adopt a child if youre going to mistreat and mentally abuse them.  Thats the answer to the question to mistreat them and mentally abuse them for the rest of there lives.  The devil and his angels are the angels of light who masquerades as the servant of righteousness.  The Japanese Okinawans Chinese Filipinos Blacks and Caucasians are the worst offenders who masquerades as the servant of righteousness.  The purpose of the devil is to continously lie cheat steal kill destroy deceive and to inflict pain.,The use of violence is encouraged or desired against a race.,1.0
Such a weak attempt at diversion. How about Mr. Phillips is bigoted towards gays? Dislikes gay people and gay couples? Uses his religion as a sword and shield against gay people?,The use of violence is encouraged or desired against a race.,1.0
Such a weak attempt at diversion. How about Mr. Phillips is bigoted towards gays? Dislikes gay people and gay couples? Uses his religion as a sword and shield against gay people?,Members of a race should be excluded.,1.0
Such a weak attempt at diversion. How about Mr. Phillips is bigoted towards gays? Dislikes gay people and gay couples? Uses his religion as a sword and shield against gay people?,A race is inferior when compared to another race.,1.0
Such a weak attempt at diversion. How about Mr. Phillips is bigoted towards gays? Dislikes gay people and gay couples? Uses his religion as a sword and shield against gay people?,Members of a race should remain in their respective countries.,1.0
Unloving yes. You would have us believe that God is as homophobic as you are. And given that you reject Dignitatis Humanae you are NOT faithful to Church teaching.,Members of a race should be excluded.,1.0
Unloving yes. You would have us believe that God is as homophobic as you are. And given that you reject Dignitatis Humanae you are NOT faithful to Church teaching.,Members of a race are stupid.,1.0
Unloving yes. You would have us believe that God is as homophobic as you are. And given that you reject Dignitatis Humanae you are NOT faithful to Church teaching.,Members of a race should go back to their homes.,1.0
Unloving yes. You would have us believe that God is as homophobic as you are. And given that you reject Dignitatis Humanae you are NOT faithful to Church teaching.,A race is preferred to another.,1.0
They deleted my comment calling you a racist for always including a subtle antiWhite American dig. Got your toadies protecting you huh? Just like Hillary in SO many ways.,Members of a race are stupid.,1.0
They deleted my comment calling you a racist for always including a subtle antiWhite American dig. Got your toadies protecting you huh? Just like Hillary in SO many ways.,Members of a race should remain in their respective countries.,1.0
They deleted my comment calling you a racist for always including a subtle antiWhite American dig. Got your toadies protecting you huh? Just like Hillary in SO many ways.,Members of a race are violent.,1.0
They deleted my comment calling you a racist for always including a subtle antiWhite American dig. Got your toadies protecting you huh? Just like Hillary in SO many ways.,Members of a race are refused.,1.0
You hate anything nonwhite in America.,The use of violence is encouraged or desired against a race.,1.0
You hate anything nonwhite in America.,Members of a race should remain in their respective countries.,1.0
You hate anything nonwhite in America.,The use of violence is encouraged or desired against a race.,1.0
You hate anything nonwhite in America.,The integration of a race should be avoided in a country or society.,1.0
I never said keep him in jail without a trial. I was responding to the implication that radical islamic terrorists are somehow equivalent to the other groups he mentioned. The Tea Party? Really? You guys are pathetic and desperate.,Members of a race are compared to animals.,1.0
I never said keep him in jail without a trial. I was responding to the implication that radical islamic terrorists are somehow equivalent to the other groups he mentioned. The Tea Party? Really? You guys are pathetic and desperate.,Members of a race should remain in their respective countries.,1.0
I never said keep him in jail without a trial. I was responding to the implication that radical islamic terrorists are somehow equivalent to the other groups he mentioned. The Tea Party? Really? You guys are pathetic and desperate.,Members of a race commit crimes.,1.0
