premise,hypothesis,label
Tittle of article: Muslims have the most to lose from Barcelona  Reality: The ones who have the most to lose are the dead murdered by Islamic terrorists on the streets of Barcelona.,A religion promotes violence or intolerance.,2
tRump followers again follow unfallowed stupid 100 false claims.  Clinton WANTS to allow Radical Islamic terrorists to pour into our country. Donald tRump June 13 2016,Members of a religion are a threat.,2
tRump followers again follow unfallowed stupid 100 false claims.  Clinton WANTS to allow Radical Islamic terrorists to pour into our country. Donald tRump June 13 2016,A religion promotes violence or intolerance.,2
Trump is implementing his Muslim ban in steps.  This is 17 toward a Muslim ban.,Members of a religion should be excluded and marginalized.,2
Trump is implementing his Muslim ban in steps.  This is 17 toward a Muslim ban.,The integration of a religion should be avoided in a country or society.,2
Trump:  Ill build a wall on the Alaska border too.  It will be tall beautiful and long.  And it will keep all those Canadian beer drinkers out of our country especially if they are Muslim.  And Pierres kid is gonna pay for it too.,Members of a religion should be excluded and marginalized.,2
Trump:  Ill build a wall on the Alaska border too.  It will be tall beautiful and long.  And it will keep all those Canadian beer drinkers out of our country especially if they are Muslim.  And Pierres kid is gonna pay for it too.,The integration of a religion should be avoided in a country or society.,2
Very  dramatic  Not all muslims are terrorist but  all terrorist  are Muslims,A religion promotes violence or intolerance.,2
Very  dramatic  Not all muslims are terrorist but  all terrorist  are Muslims,Members of a religion are a threat.,2
Was it most helpful in explaining about misogynistic religion that forces women to cover themselves from head to toe or was it in how she explained a murderous religion that murders gays and lesbians by throwing them off buildings?  Do tell.,A religion promotes violence or intolerance.,2
Well said Heckler  And I believe you are on to something important: whatever difference there may have been in the past between a murdering marauding Muslim extremist and a murdering marauding Democrat Party extremist now would appear to be approaching the vanishing point.,A religion promotes violence or intolerance.,2
Whats so hard to understand?   Islamic idiot cant stand the sight of normal people being happy.  Proceeds to kill innocent people because on some level he feels its his right to do so in the name of Allah. Idiot gets killed in the process.  Its the same crap every week.,A religion promotes violence or intolerance.,2
Whats so hard to understand?   Islamic idiot cant stand the sight of normal people being happy.  Proceeds to kill innocent people because on some level he feels its his right to do so in the name of Allah. Idiot gets killed in the process.  Its the same crap every week.,A religion or members of a religion are stupid.,2
When those groups get the numbers of deaths muslim terrorist groups achieve well start profiling the Irish.  Fair enough?,A religion promotes violence or intolerance.,2
When those groups get the numbers of deaths muslim terrorist groups achieve well start profiling the Irish.  Fair enough?,Members of a religion are a threat.,2
White people were laughed at for being afraid of Islamic terrorist.,A religion promotes violence or intolerance.,2
White people were laughed at for being afraid of Islamic terrorist.,Members of a religion are a threat.,2
Who cares what Muslims want  We all know they want this country and want us out  I cannot stand them to be honest and I sure dont trust any of them ,Members of a religion should remain in their respective countries.,2
Who cares what Muslims want  We all know they want this country and want us out  I cannot stand them to be honest and I sure dont trust any of them ,Members of a religion should be excluded and marginalized.,2
Who cares what Muslims want  We all know they want this country and want us out  I cannot stand them to be honest and I sure dont trust any of them ,The integration of a religion should be avoided in a country or society.,2
Who cares what Muslims want  We all know they want this country and want us out  I cannot stand them to be honest and I sure dont trust any of them ,Members of a religion are not trustworthy or loyal.,2
Why an assault weapon ban??? There wasnt one used in this tragedy. Maybe an appropriate ban would be on Muslims.,Members of a religion should be excluded and marginalized.,2
Why an assault weapon ban??? There wasnt one used in this tragedy. Maybe an appropriate ban would be on Muslims.,The integration of a religion should be avoided in a country or society.,2
Wow. Jews really do get blamed for everything.,A religion should be discriminated against.,2
Yea like those muslims that set off ANOTHER Terror attack TODAY  We SHOULD do something  WHY is it that 98 of all terrorists now are thosemuslims? Do you want bombs to start going off in the USA?   If muslims do not want to be called terrorists then they need to clean up their own house and get their fellow muslims to stop blowing stuff up,A religion promotes violence or intolerance.,2
Yea like those muslims that set off ANOTHER Terror attack TODAY  We SHOULD do something  WHY is it that 98 of all terrorists now are thosemuslims? Do you want bombs to start going off in the USA?   If muslims do not want to be called terrorists then they need to clean up their own house and get their fellow muslims to stop blowing stuff up,Members of a religion are a threat.,2
Yeah we should hate and fear Muslims like all true Trump supporters do.,A religion should be discriminated against.,2
Yes indeed. The New Black Panther Party is a virulently racist and antiSemitic organization whose leaders have encouraged violence against whites Jews and law enforcement officers.,A religion promotes violence or intolerance.,2
Yes Jews in Europe are in fear.... of radical Muslims that the liberals are not willing to control. Jews have been moving to Montreal from France en masse they are leaving Sweden due to ongoing islamic atrocities. Funny that the libs are trying to use Jews as pawns for the same ideology that causes them problems. Rather twisted.,Members of a religion should be excluded and marginalized.,2
Yes Jews in Europe are in fear.... of radical Muslims that the liberals are not willing to control. Jews have been moving to Montreal from France en masse they are leaving Sweden due to ongoing islamic atrocities. Funny that the libs are trying to use Jews as pawns for the same ideology that causes them problems. Rather twisted.,Members of a religion should remain in their respective countries.,2
Yet the article carefully avoids mentioning who carried out the attack and what religious traditionideology motivated the perpetrators. Why this need to tiptoe around Islam?,A religion promotes violence or intolerance.,2
you are saying that the Jews will be responsible for a future genocide that will exterminate them.  interesting that the Globe watchdogs feels this comment is within their bounds of civility.,A religion promotes violence or intolerance.,2
You are suggesting that there are a huge number of female Muslim misogynists.,A religion promotes violence or intolerance.,2
You can be as angry and insulting as you like but I will choose to obey God and demand that my church do the same.  ...yet American Christians are so incredibly hypocritically selective in obeying Gods words.,A religion or members of a religion are stupid.,2
You think this only happens in Australia?  The Catholic church has paid out over 3 billion for covering up sexual abuse in the US alone...  URL researchcostssexabusecrisisuschurchunderestimated,A religion promotes violence or intolerance.,2
Your Communist Muslim Terrorist Half White ExPresident is behind this.,A religion promotes violence or intolerance.,2
Youre right the international condemnation of Israels policies isnt about Muslims hating Jews its about most of the world hating Jews,A religion promotes violence or intolerance.,2
Ok lets use 1.  If a White person panders to Black people because of a presumed superiority of White people because of e.g. longterm effects of slavery then its racism.  See?  Bending over backwards to offset race issues is racism sometimes called reverseracism since the former is the overwhelmingly more common sort.,A religion promotes violence or intolerance.,1
Beyond hypocritical article. Obama has befriended rogue antihuman rights antigay enemies of democracy like Iran. Get over your fake newsbased obsession with Russia and Trump liberals.,A religion or members of a religion are stupid.,1
Beyond hypocritical article. Obama has befriended rogue antihuman rights antigay enemies of democracy like Iran. Get over your fake newsbased obsession with Russia and Trump liberals.,A religion promotes violence or intolerance.,1
Christians were responsible for that ? Dont bother answering...You are probably one of those people who will also say they are sick of the EvangelicalIsrael paradigm on another thread. Cant have it both ways LenG.,A religion is preferred to another.,1
Christians were responsible for that ? Dont bother answering...You are probably one of those people who will also say they are sick of the EvangelicalIsrael paradigm on another thread. Cant have it both ways LenG.,A religion or members of a religion are stupid.,1
Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,Religious practices of a particular faith should be restricted or banned in public spaces.,1
Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,Members of a religion are not trustworthy or loyal.,1
Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,A religion is preferred to another.,1
racist huh? is it the saturation of the hawaii state government by japanese or the saturation of the federal govt by jeewsdual natl israelis  that is racist or is pointing the obvious out the racist  part? or are you using racism to silence someone ? for me it is the garbage that cant see the obvious that needs taking out.,A religion is preferred to another.,1
Get behind Transgender homosexuals blacks native indians hispanics Muslims Jews and defeat Trump,A religion or members of a religion are compared to devils or demons.,1
Get behind Transgender homosexuals blacks native indians hispanics Muslims Jews and defeat Trump,Members of a religion should be excluded and marginalized.,1
I hate the fn Eagles man,A religion or members of a religion are stupid.,1
I hate the fn Eagles man,A religion should be discriminated against.,1
I hate the fn Eagles man,A religion or members of a religion are stupid.,1
I hate the fn Eagles man,A religion or members of a religion are stupid.,1
What has Trump done to help black people?  You cant accuse the Clintons unless your guy beats them.  So please share what hes done thats so much better.,Members of a religion are compared to animals.,1
What has Trump done to help black people?  You cant accuse the Clintons unless your guy beats them.  So please share what hes done thats so much better.,A religion promotes violence or intolerance.,1
Funny that on Twitter Trump called Obama a racist but I guess that dos not count.  Obama had work to do an never mentioned it. Poor Donnie criticism he cannot take. I guess being such an egotestical idiot his feelings are hurt when his actions and statements on racism shows him to be a true white supremacist.,A religion is preferred to another.,1
Funny that on Twitter Trump called Obama a racist but I guess that dos not count.  Obama had work to do an never mentioned it. Poor Donnie criticism he cannot take. I guess being such an egotestical idiot his feelings are hurt when his actions and statements on racism shows him to be a true white supremacist.,A religion or members of a religion are compared to devils or demons.,1
Funny that on Twitter Trump called Obama a racist but I guess that dos not count.  Obama had work to do an never mentioned it. Poor Donnie criticism he cannot take. I guess being such an egotestical idiot his feelings are hurt when his actions and statements on racism shows him to be a true white supremacist.,A religion is inferior when compared to another religion.,1
He also frequently wrote that there was a gay mafia in the priesthood which should have been rooted out.  Whats your point?,A religion should be discriminated against.,1
He also frequently wrote that there was a gay mafia in the priesthood which should have been rooted out.  Whats your point?,Members of a religion are compared to animals.,1
He also frequently wrote that there was a gay mafia in the priesthood which should have been rooted out.  Whats your point?,A religion or members of a religion are stupid.,1
he can take the US out of it which will leave Mexico and Canada with their fingers up their butt.,Members of a religion are a threat.,1
Thats not the issue. The issue is that Trump said he was going to ban Muslims which violates the 1st Amendment. While the previous president banned people from countries this president stated that he wanted to ban people of a specific religion. Thats a big difference and the one Trump has run afoul of. Obama wasnt that stupid.,A religion should be discriminated against.,1
Thats not the issue. The issue is that Trump said he was going to ban Muslims which violates the 1st Amendment. While the previous president banned people from countries this president stated that he wanted to ban people of a specific religion. Thats a big difference and the one Trump has run afoul of. Obama wasnt that stupid.,Members of a religion are a threat.,1
One more black lives matter who has lost his way.,A religion should be discriminated against.,1
One more black lives matter who has lost his way.,A religion is preferred to another.,1
Dont worry Richard no one will ever take away your right to hate black people or gay people for having the same legal rights as you. Your bigotry and intolerance will always be protected by the US Constitution so you can feel free to be just as hateful and closeminded as you always have been.,The integration of a religion should be avoided in a country or society.,1
Dont worry Richard no one will ever take away your right to hate black people or gay people for having the same legal rights as you. Your bigotry and intolerance will always be protected by the US Constitution so you can feel free to be just as hateful and closeminded as you always have been.,A religion is preferred to another.,1
To answer this from this post:  And to think that there are those who still deny that race is the undrrlying issue that motivates peoples behavior.  Yes. And it is the reverse race card being played. Victimized because one is the White Race.   RE: When you call them on it youre a racist white devil.,Members of a religion are not trustworthy or loyal.,1
Anyone who thinks this is disrespectful needs to watch any of the myriad of videos of cops shooting black men down in the streets like dogs.  Thats fucking disrespectful.,The use of violence is encouraged or desired against a religion.,1
Anyone who thinks this is disrespectful needs to watch any of the myriad of videos of cops shooting black men down in the streets like dogs.  Thats fucking disrespectful.,Members of a religion are not trustworthy or loyal.,1
Anyone who thinks this is disrespectful needs to watch any of the myriad of videos of cops shooting black men down in the streets like dogs.  Thats fucking disrespectful.,A religion promotes violence or intolerance.,1
I guess that means a few more gays are going to be killed because of this religion.  How many women are going to be abused too.,A religion is preferred to another.,1
I guess that means a few more gays are going to be killed because of this religion.  How many women are going to be abused too.,A religion or members of a religion are compared to devils or demons.,1
I am so tired of articles which praise Francis while ignoring his inaction on the scandal his positions regarding women and his refusal to recognize that the position of the Church regarding gays is so terribly wrong.,A religion is preferred to another.,1
I am so tired of articles which praise Francis while ignoring his inaction on the scandal his positions regarding women and his refusal to recognize that the position of the Church regarding gays is so terribly wrong.,A religion or members of a religion are stupid.,1
I am so tired of articles which praise Francis while ignoring his inaction on the scandal his positions regarding women and his refusal to recognize that the position of the Church regarding gays is so terribly wrong.,Members of a religion should be excluded and marginalized.,1
Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,The use of violence is encouraged or desired against a religion.,1
Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,A religion or members of a religion are stupid.,1
Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,A religion promotes violence or intolerance.,1
Islam is a mental disease ?,Members of a religion are not trustworthy or loyal.,1
Islam is a mental disease ?,A religion or members of a religion are compared to devils or demons.,1
Islam is a mental disease ?,Religious attire or symbols should be prohibited.,1
Nothing in public discourse is as bullying as calling another a racist when he is not a racist or a homophobe when he does not hate gays.  Yet it is UBIQUITOUS.  One dare not speak against gay marriage or gay conduct without being told he that he hates those who engage in that conduct.,A religion should be discriminated against.,1
Nothing in public discourse is as bullying as calling another a racist when he is not a racist or a homophobe when he does not hate gays.  Yet it is UBIQUITOUS.  One dare not speak against gay marriage or gay conduct without being told he that he hates those who engage in that conduct.,A religion is inferior when compared to another religion.,1
Nothing in public discourse is as bullying as calling another a racist when he is not a racist or a homophobe when he does not hate gays.  Yet it is UBIQUITOUS.  One dare not speak against gay marriage or gay conduct without being told he that he hates those who engage in that conduct.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
Nothing in public discourse is as bullying as calling another a racist when he is not a racist or a homophobe when he does not hate gays.  Yet it is UBIQUITOUS.  One dare not speak against gay marriage or gay conduct without being told he that he hates those who engage in that conduct.,Members of a religion should be excluded and marginalized.,1
almost  no  females  I  know  are  feminists but then  they  shave  their  body  hair  and  dont  have  sex  with  other  females.,The use of violence is encouraged or desired against a religion.,1
Because he said all or most Mexicans are Rapist and likes to retweet white supremacist site memes. Says he wants to silence the media thats your first amendment in the bill of rights thats the thing you call the constitution.,A religion or members of a religion are stupid.,1
Because he said all or most Mexicans are Rapist and likes to retweet white supremacist site memes. Says he wants to silence the media thats your first amendment in the bill of rights thats the thing you call the constitution.,A religion is inferior when compared to another religion.,1
Because he said all or most Mexicans are Rapist and likes to retweet white supremacist site memes. Says he wants to silence the media thats your first amendment in the bill of rights thats the thing you call the constitution.,A religion is preferred to another.,1
Dont like America as it is  racists  get the F out we dont need your bigot asses here,Members of a religion should be excluded and marginalized.,1
Dont like America as it is  racists  get the F out we dont need your bigot asses here,Members of a religion are not trustworthy or loyal.,1
settlers is a demeaning racist term. You Johnny are a white hating racist.,Members of a religion are compared to animals.,1
settlers is a demeaning racist term. You Johnny are a white hating racist.,The integration of a religion should be avoided in a country or society.,1
Exactly.  Look at nursing which is a meritocracy in most countries yet there there is only 10 male in that profession.   Where are the feminists asking why there are not more men in nursing?,Religious practices of a particular faith should be restricted or banned in public spaces.,1
Exactly.  Look at nursing which is a meritocracy in most countries yet there there is only 10 male in that profession.   Where are the feminists asking why there are not more men in nursing?,A religion is preferred to another.,1
if someone comes at me with a hammer or screwdriver and I have a gun I will shoot them.  I dont care if they are black white red or have polka dots.,A religion promotes violence or intolerance.,1
if someone comes at me with a hammer or screwdriver and I have a gun I will shoot them.  I dont care if they are black white red or have polka dots.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
if someone comes at me with a hammer or screwdriver and I have a gun I will shoot them.  I dont care if they are black white red or have polka dots.,A religion or members of a religion are compared to devils or demons.,1
Hey look its more white folk that dont understand what its like to be black folk,A religion should be discriminated against.,1
Hey look its more white folk that dont understand what its like to be black folk,A religion is inferior when compared to another religion.,1
Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,The integration of a religion should be avoided in a country or society.,1
Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,Members of a religion are compared to animals.,1
Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,Members of a religion are compared to animals.,1
Yes bullets work on black people too.,Religious attire or symbols should be prohibited.,1
Yes bullets work on black people too.,Members of a religion are a threat.,1
Yes bullets work on black people too.,Members of a religion are not trustworthy or loyal.,1
Hey Foo Bannon eats Jewish?  Great  But no Neo Nazi or Fascists friends please.  They kinda you know take over.,A religion is preferred to another.,1
The face of evil ... Republicans pull the thumb on your horrible voting records.  The amount of Forever Wars of Choice debt and destruction to life on this planet is truly SICK.  You consider yourselves Christians??  Far from it ...,A religion should be discriminated against.,1
My thought exactly.  How does one credibly position fringe white supremacists alongside Islamic State? This ridiculousness is symptomatic of the overwhelming need of some to reduce the bluntness of a position that could potentially result in a call of racism or Islamaphobia or other with a and whites are bad too dont you know?  ISIS is a cancer on the world.  Period.  That has nothing to do with white supremacists or the price of butter.,A religion or members of a religion are compared to devils or demons.,1
You sound like a really really fragile nonwhite person. Sooooooo oppressed.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
You sound like a really really fragile nonwhite person. Sooooooo oppressed.,Members of a religion should be excluded and marginalized.,1
Wah wah wah go paint yourself a sign and walk around in a circle with the other morons. I just got back from a gay wedding and smoked a huge bowl of the weed I grew. You are a narrow minded lefty who hasnt got a clue.,Religious attire or symbols should be prohibited.,1
Wah wah wah go paint yourself a sign and walk around in a circle with the other morons. I just got back from a gay wedding and smoked a huge bowl of the weed I grew. You are a narrow minded lefty who hasnt got a clue.,A religion should be discriminated against.,1
Wah wah wah go paint yourself a sign and walk around in a circle with the other morons. I just got back from a gay wedding and smoked a huge bowl of the weed I grew. You are a narrow minded lefty who hasnt got a clue.,Members of a religion are compared to animals.,1
Churches are attacked in Mississauga.  Do we need a Christianphobia resolution?  Jews are attacked in Montreal and at York University.  Do we need a Judeaophobia resolution?  Why is Islam so darn special that it needs a specific resolution?,Members of a religion should be excluded and marginalized.,1
Hes not from the inner city. He comes from an upper middle class family. Why would you mention inner city? Because hes black?,Religious attire or symbols should be prohibited.,1
Hes not from the inner city. He comes from an upper middle class family. Why would you mention inner city? Because hes black?,Members of a religion are a threat.,1
Hes not from the inner city. He comes from an upper middle class family. Why would you mention inner city? Because hes black?,Religious attire or symbols should be prohibited.,1
Hes not from the inner city. He comes from an upper middle class family. Why would you mention inner city? Because hes black?,Religious practices of a particular faith should be restricted or banned in public spaces.,1
HAHAHAHAHAHAHAHAAHAHAHAHAHHAHAHAH....Now that is the most desperate smear on the white male I have ever seen. As I have stated before ICON  Hogwash slimy filthy and stinky.,A religion is inferior when compared to another religion.,1
HAHAHAHAHAHAHAHAAHAHAHAHAHHAHAHAH....Now that is the most desperate smear on the white male I have ever seen. As I have stated before ICON  Hogwash slimy filthy and stinky.,A religion should be discriminated against.,1
HAHAHAHAHAHAHAHAAHAHAHAHAHHAHAHAH....Now that is the most desperate smear on the white male I have ever seen. As I have stated before ICON  Hogwash slimy filthy and stinky.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
The The UGLY AMERICAN what you mean is the The SUCKER AMERICAN. Well quess what the party at the expense of the American worker is over. And if the takers of the world dont like it they can suck it.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
The The UGLY AMERICAN what you mean is the The SUCKER AMERICAN. Well quess what the party at the expense of the American worker is over. And if the takers of the world dont like it they can suck it.,A religion is inferior when compared to another religion.,1
The The UGLY AMERICAN what you mean is the The SUCKER AMERICAN. Well quess what the party at the expense of the American worker is over. And if the takers of the world dont like it they can suck it.,A religion or members of a religion are compared to devils or demons.,1
Taught that white people are intrinsically bad?  Born with guilt?,A religion or members of a religion are compared to devils or demons.,1
Sylvia  I get your passion. Black and Brown men are probably very scary to you. But unarmed means there really should be no reason to use lethal force. Cops are trained to use a plethora of techniques that are nonlethal  its just clear that more and more cops are surpassing their training and jumping to lethal force more quickly and in many cases unnecessarily  especially against black men and boys.   Protecting a community by labeling it criminal and brutalizing it is similar to the logic used by every dictatorship in history  speaking of ignorance. And not sure what evidence you have or logic youre using for your ...letting out white predators earlier so they can go back to predatorializing on white communities... rant.,A religion or members of a religion are compared to devils or demons.,1
Sylvia  I get your passion. Black and Brown men are probably very scary to you. But unarmed means there really should be no reason to use lethal force. Cops are trained to use a plethora of techniques that are nonlethal  its just clear that more and more cops are surpassing their training and jumping to lethal force more quickly and in many cases unnecessarily  especially against black men and boys.   Protecting a community by labeling it criminal and brutalizing it is similar to the logic used by every dictatorship in history  speaking of ignorance. And not sure what evidence you have or logic youre using for your ...letting out white predators earlier so they can go back to predatorializing on white communities... rant.,A religion promotes violence or intolerance.,1
Sylvia  I get your passion. Black and Brown men are probably very scary to you. But unarmed means there really should be no reason to use lethal force. Cops are trained to use a plethora of techniques that are nonlethal  its just clear that more and more cops are surpassing their training and jumping to lethal force more quickly and in many cases unnecessarily  especially against black men and boys.   Protecting a community by labeling it criminal and brutalizing it is similar to the logic used by every dictatorship in history  speaking of ignorance. And not sure what evidence you have or logic youre using for your ...letting out white predators earlier so they can go back to predatorializing on white communities... rant.,A religion or members of a religion are stupid.,1
Any republican claiming the moral high ground because they oppose gay marriage and abortion should be reminded that they voted for a man who bragged about grabbing women by their puies and whose wife has posed naked for a lesbian photo shoot,Members of a religion should remain in their respective countries.,1
Any republican claiming the moral high ground because they oppose gay marriage and abortion should be reminded that they voted for a man who bragged about grabbing women by their puies and whose wife has posed naked for a lesbian photo shoot,Members of a religion should remain in their respective countries.,1
Any republican claiming the moral high ground because they oppose gay marriage and abortion should be reminded that they voted for a man who bragged about grabbing women by their puies and whose wife has posed naked for a lesbian photo shoot,Members of a religion should be excluded and marginalized.,1
Any republican claiming the moral high ground because they oppose gay marriage and abortion should be reminded that they voted for a man who bragged about grabbing women by their puies and whose wife has posed naked for a lesbian photo shoot,Members of a religion should be excluded and marginalized.,1
Your perfect God kills millions of fetuses yearly. Rape is not love. Its sickness knows no bounds like people claiming a rape zygote perpetrated by a sick rapist is deserving of a chance. Maybe the rapist should die.,A religion should be discriminated against.,1
Your perfect God kills millions of fetuses yearly. Rape is not love. Its sickness knows no bounds like people claiming a rape zygote perpetrated by a sick rapist is deserving of a chance. Maybe the rapist should die.,Members of a religion are a threat.,1
They just dont get it??? Dont care if its muslims Nazis white trash BLM or any other. You got to go VERY VERY HARD after family and friends that knew. Or this will never stop.,A religion should be discriminated against.,1
They just dont get it??? Dont care if its muslims Nazis white trash BLM or any other. You got to go VERY VERY HARD after family and friends that knew. Or this will never stop.,A religion is inferior when compared to another religion.,1
this is indoctrination 101 as if racism doesnt happen from the left or black community no never  god help this young woman to deal with the brain washing bs the lunatic left is doing to her.,Members of a religion are a threat.,1
this is indoctrination 101 as if racism doesnt happen from the left or black community no never  god help this young woman to deal with the brain washing bs the lunatic left is doing to her.,Members of a religion are not trustworthy or loyal.,1
this is indoctrination 101 as if racism doesnt happen from the left or black community no never  god help this young woman to deal with the brain washing bs the lunatic left is doing to her.,A religion is inferior when compared to another religion.,1
Who the hell are you to call someone a REAL black?,The use of violence is encouraged or desired against a religion.,1
Who the hell are you to call someone a REAL black?,Religious practices of a particular faith should be restricted or banned in public spaces.,1
Who the hell are you to call someone a REAL black?,Members of a religion are not trustworthy or loyal.,1
Did the black slaves have guns in your made up world?,Members of a religion should be excluded and marginalized.,1
she still has 16 support so that proves there is a lot of mental illness in Ontario,The integration of a religion should be avoided in a country or society.,1
she still has 16 support so that proves there is a lot of mental illness in Ontario,Members of a religion should be excluded and marginalized.,1
she still has 16 support so that proves there is a lot of mental illness in Ontario,Members of a religion should be excluded and marginalized.,1
she still has 16 support so that proves there is a lot of mental illness in Ontario,Members of a religion should be excluded and marginalized.,1
F texas and all the other bible thumping bigots and sexists.,A religion promotes violence or intolerance.,1
F texas and all the other bible thumping bigots and sexists.,Members of a religion are not trustworthy or loyal.,1
F texas and all the other bible thumping bigots and sexists.,Members of a religion should be excluded and marginalized.,1
I can already name the homophobic commenters who will quickly make the leap from this one alleged rapist to all gay men as though they would similarly indict all straight men because some men rape women.,A religion or members of a religion are stupid.,1
I can already name the homophobic commenters who will quickly make the leap from this one alleged rapist to all gay men as though they would similarly indict all straight men because some men rape women.,The integration of a religion should be avoided in a country or society.,1
I can already name the homophobic commenters who will quickly make the leap from this one alleged rapist to all gay men as though they would similarly indict all straight men because some men rape women.,A religion or members of a religion are compared to devils or demons.,1
No America needs resentment management.  Very useful point.  Clearly the resentment that has been building up among some whites over the last eight years has been very hard on the body politic.  Soon the black president will be gone and the whites who voted for Trump have elected a man who will Make America White Again. As soon as Trump has Made America White Again the whites who voted for him will no longer be eaten up by resentment.,A religion is preferred to another.,1
No America needs resentment management.  Very useful point.  Clearly the resentment that has been building up among some whites over the last eight years has been very hard on the body politic.  Soon the black president will be gone and the whites who voted for Trump have elected a man who will Make America White Again. As soon as Trump has Made America White Again the whites who voted for him will no longer be eaten up by resentment.,Members of a religion are compared to animals.,1
No America needs resentment management.  Very useful point.  Clearly the resentment that has been building up among some whites over the last eight years has been very hard on the body politic.  Soon the black president will be gone and the whites who voted for Trump have elected a man who will Make America White Again. As soon as Trump has Made America White Again the whites who voted for him will no longer be eaten up by resentment.,A religion promotes violence or intolerance.,1
So the Sunnis killing Shiites are not Muslims?  You got nothing but a false premise.,A religion promotes violence or intolerance.,1
what if hes not old? Can he sew based on his being white? or male?,Members of a religion should remain in their respective countries.,1
what if hes not old? Can he sew based on his being white? or male?,Members of a religion are compared to animals.,1
what if hes not old? Can he sew based on his being white? or male?,A religion promotes violence or intolerance.,1
There is no such thing as Muslim Terrorists. Ask the MSM. Justin will vouch for it.,A religion or members of a religion are stupid.,1
There is no such thing as Muslim Terrorists. Ask the MSM. Justin will vouch for it.,Members of a religion are not trustworthy or loyal.,1
There is no such thing as Muslim Terrorists. Ask the MSM. Justin will vouch for it.,Members of a religion should remain in their respective countries.,1
Seriously? In no way has McCain or Romney has said or done the things anyway near your Trump grab them by the pussy Mexicans are rapists ad naseum.   Yep but that didnt stop the media from labeling them as racist sexist misogynist bigots.  Now are you starting to figure out why nobody listened to the media this election?  They used this line twice already.  Boy who cried wolf.,A religion is preferred to another.,1
Seriously? In no way has McCain or Romney has said or done the things anyway near your Trump grab them by the pussy Mexicans are rapists ad naseum.   Yep but that didnt stop the media from labeling them as racist sexist misogynist bigots.  Now are you starting to figure out why nobody listened to the media this election?  They used this line twice already.  Boy who cried wolf.,A religion or members of a religion are stupid.,1
Ask Marshall the loser. His campaign went negative or Roem being a transgender woman. Ask Trump why he wants to throw all transgender people out of the military. Ask the family values crowd they equate being transgender with being a sex offender.,A religion or members of a religion are stupid.,1
Ask Marshall the loser. His campaign went negative or Roem being a transgender woman. Ask Trump why he wants to throw all transgender people out of the military. Ask the family values crowd they equate being transgender with being a sex offender.,Members of a religion are compared to animals.,1
Ask Marshall the loser. His campaign went negative or Roem being a transgender woman. Ask Trump why he wants to throw all transgender people out of the military. Ask the family values crowd they equate being transgender with being a sex offender.,A religion promotes violence or intolerance.,1
No because Trump hates Muslims.  I hate him back.  Shouldnt be hard even for you to figure out...,The integration of a religion should be avoided in a country or society.,1
No because Trump hates Muslims.  I hate him back.  Shouldnt be hard even for you to figure out...,The integration of a religion should be avoided in a country or society.,1
Come for the hate speech stay for the Koran burning. Welcome to Trumps America what a disgrace.,Members of a religion are a threat.,1
Come for the hate speech stay for the Koran burning. Welcome to Trumps America what a disgrace.,Members of a religion should remain in their respective countries.,1
Thanks that was very helpful. So who else is inferior to your kind in the global human hierarchy? Lazy Latinos? Crooked Jews? Shifty Asians? Backward Arabs? Please educate us.,A religion is preferred to another.,1
