,comment_text,identity_attack_x,bias,target,category,rationale,predicted,labels
482,Muslims are a thousand   times more Islamophobic than we are.,0.6,bias,muslims,religion,prejudice against muslims,['entailment'],"{'contradiction': 0.7, 'neutral': 7.6, 'entailment': 91.6}"
483,White nationalists  terrorists. Antifa  terrorists.,0.703125,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 16.5, 'neutral': 54.1, 'entailment': 29.4}"
484,utilitas wishes to know why white people are privileged.  Boggle.,0.5,bias,whites,race,prejudice against whites,['entailment'],"{'contradiction': 6.7, 'neutral': 41.0, 'entailment': 52.3}"
485,How do you suppose we locate all these 11million illegals.  Set up a stand at the grocery store?  Stop anyone who looks Latino and ask for their papers.  Thats a problem that Im certain trump hasnt thought about.,0.5,bias,latinos,race,prejudice against latinos,['neutral'],"{'contradiction': 4.1, 'neutral': 85.1, 'entailment': 10.8}"
486,Why is the failed 4th estate still not calling the Bundy and friends group what they are? The are RIGHT WING CHRISTIANMORMON ANTI GOVERNMENT TERRORISTS. If a muslim group had done what they did the ending would have been very different and the headlines would have used the scary terrorist word.,0.6,bias,christians,religion,prejudice against christians,['neutral'],"{'contradiction': 3.1, 'neutral': 87.6, 'entailment': 9.4}"
487,Yes its all in our heads fake news no doubt. If only it was true. The reality of Radical Islam is based on blood. Truly what planet do you live  on how much more death and destruction in the name of ALLA must we witness??? Wake up your in a coma.,0.28125,bias,muslims,religion,prejudice against muslims,['neutral'],"{'contradiction': 7.7, 'neutral': 78.0, 'entailment': 14.4}"
488,When you lay down with dogs you wake up with fleas the old saying says.  This rightwing absolutist Christian would have little appeal to thinking people.  But American isAmerica.,0.5,bias,"right wing,christians","political,religion",prejudice against right wing christians,['neutral'],"{'contradiction': 6.2, 'neutral': 70.5, 'entailment': 23.3}"
489,Close the MSM down get rid of the jews that run them..they are the problem,0.89630098,bias,jews,religion,prejudice against jews,['neutral'],"{'contradiction': 3.6, 'neutral': 80.4, 'entailment': 16.0}"
490,Wow  How come you not sharing your wealth with the poor black man?  You wanted us to?  Dont fall in the ocean a shark might get but then again hed probably spit you out.,0.5,bias,blacks,race,prejudice towards blacks,['neutral'],"{'contradiction': 3.0, 'neutral': 82.5, 'entailment': 14.6}"
491,Dont know how you made the assumption that I think racism does not exist. It does and it is not going to be lessened by the university building a hideaway for black students.,0.6,bias,blacks,race,prejudice against blacks,['entailment'],"{'contradiction': 2.1, 'neutral': 18.9, 'entailment': 79.0}"
492,Wow you really dont understand.  I am white I have coverage I pay taxes when I go to the Dr I have a deducible that needs paid as well as monthly insurance costs.  So I have costs and the natives dont that was the point.,0.5,bias,"whites,natives",race,prejudice against whites and towards natives,['neutral'],"{'contradiction': 8.1, 'neutral': 86.9, 'entailment': 5.0}"
493,BLM is reacting to the belief that black lives do not matter. Saying all lives matter is simply a white persons way of blowing them off  which is racist.,0.7,bias,"blacks,whites",race,prejudice against blacks and whites,['neutral'],"{'contradiction': 2.1, 'neutral': 63.9, 'entailment': 34.0}"
494,So transgendered people cannot defend the US and fight? Used to say that about black people and women. Discrimination is discrimination.,1,bias,"transgenders,blacks,women","lgbtq,gender,race","prejudice towards race, lgbtq and women",['entailment'],"{'contradiction': 3.3, 'neutral': 25.2, 'entailment': 71.6}"
495,There will be race riots and cities across America will burn if black folks on welfare and food stamps are expected to clean hotel rooms or flip burgers.,0.5,bias,blacks,race,prejudice against blacks,['neutral'],"{'contradiction': 2.0, 'neutral': 65.0, 'entailment': 33.0}"
496,Need a citation to a source that supports believing that nonwhites believe they are better than whites based on skin color.,0.5,bias,whites,race,prejudice against whites,['neutral'],"{'contradiction': 8.1, 'neutral': 70.6, 'entailment': 21.3}"
497,The first woman president will be a crook a slimeball and totally indifferent to the welfare of the people of the USA. A great legacy for feminism,1,bias,women,gender,prejudice against women,['neutral'],"{'contradiction': 10.1, 'neutral': 81.2, 'entailment': 8.7}"
498,... what a dirtbag waste of human skin USA Republican christians elected ...,0.625,bias,conservatives,political,prejudice against conservatives,['neutral'],"{'contradiction': 17.5, 'neutral': 70.6, 'entailment': 12.0}"
499,re: encourages the extremists in the Muslim population  yes they will cut off your head so we must fight islamophobia LOL,0.9,bias,muslims,religion,prejudice against muslims,['entailment'],"{'contradiction': 11.9, 'neutral': 42.3, 'entailment': 45.9}"
500,Women want sex with men ? Really ? Lesbians dont want sex with men  and  work very hard to train all young impressionable  women of the dangers any man poses  even if he offered her a seat on the bus. Rewording the song is an act of heterophobia.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 3.4, 'entailment': 96.2}"
501,I know. I keep getting figuratively spat on for pointing it out. There are Caucasoid Mongoloid and Negroid Muslims  all threee races,0.565789474,neutral,,none,,['entailment'],"{'contradiction': 1.7, 'neutral': 3.3, 'entailment': 95.1}"
502,Is that the white kind?  I mean since you hate whites so much?,0.527777778,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.5, 'entailment': 98.2}"
503,Bill Maher  and Richard Dawkins say the same things about Islam  as The Rebel  but dont get attacked for it because they are liberals .  Double Standard .  The same people attacking The Rebel  would be fine with it if  The Rebel  went after Catholics but Islam  forget about it . What a bunch of hypocrites .,0.8,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 3.1, 'entailment': 96.4}"
504,Like Ive been saying Trump is not a racist with a Jewish son in law convert daughter and Jewish grandchildren. Along with a black friend Dr. Ben Carson. Honesty? Who is the bigger liar Hillary or Trump? I will say Hillary.,0.5,neutral,,none,,['entailment'],"{'contradiction': 2.5, 'neutral': 5.5, 'entailment': 92.0}"
505,Are the any Jews gays or Muslims in Texas?,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 3.2, 'entailment': 95.5}"
506,Say what? Failure of the Gay UN troops????? How do we know their sexual orientation?,0.525,neutral,,none,,['entailment'],"{'contradiction': 1.2, 'neutral': 6.1, 'entailment': 92.7}"
507,Since females are a larger minority than blacks in the US passing the ERA is a good place to start.  It would also benefit the 50 of blacks who are female.  Both sexism AND racism matter.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.4, 'entailment': 98.3}"
508,Yes because Gibbons knew that Pillar was going to be quick pitched and strike out and that he would be angry and then would call the pitcher a faggot because he knows so well that Pillar does this all the time in the locker room and the dugout. Go away. What a pithy comment. This has nothing to do with Gibbons.,0.5,neutral,,none,,['contradiction'],"{'contradiction': 89.6, 'neutral': 5.8, 'entailment': 4.6}"
509,So in fact you have sexual intercourse for selfgratification. Then why do you condemn others for doing what you do? That is hypocrisy. Your actual objection is the old gay sex is icky  which is solely a matter of taste.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 4.2, 'entailment': 95.1}"
510,. . . likely for having to listen to this womans bigoted racist trashtalk..  ..,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.5, 'entailment': 97.3}"
511,How long have you been Gay?,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 2.6, 'entailment': 96.6}"
512,So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,0.625,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 6.4, 'entailment': 92.9}"
513,Does our own include black and brown people?,0.6,neutral,,none,,['entailment'],"{'contradiction': 9.0, 'neutral': 34.3, 'entailment': 56.7}"
514,An Indian that uses terms like Old white guy need to be disciplined and thrown out of the University for her bigoted racist remarks.,0.585714286,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.0, 'entailment': 97.8}"
515,Holy cow.  is The Bull real?   This sounds like bad fiction...but it obviously isnt.  His wife was helping him drug and molest girls?   I think Alaska being the Number One rape state in the nation needs an Office of Rape and Sexual Ethics.   But the investigational muscle needed for that would cost us taxes....and the voters here would say it wouldt be the conservative choice...and try to pin the rape epidemic on a transgendered person using the bathroom something that has never happened in Alaska or anywhere else.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 4.1, 'entailment': 95.5}"
516,Islamophobia in the Time of Trump     URL inthetimeoftrump  Fueled by the Presidents nativist agenda and a new alliance with the altright the professional antiMuslim industry has never been strongeror more dangerous.,1,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.6, 'entailment': 98.2}"
517,Youre using the example of outsiders interrupting a GLBT event to talk about how intolerant the GLBT community is.  Read that a few more times Dick. Maybe thatll break through that cognitive dissonance of yours.   Let us know when those horribly intolerant GLBT people show up at your church picnic with megaphones. Until then shut the fk up.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.7, 'entailment': 94.9}"
518,I dont know Donald Muslims might get the feeling theyre not welcome.,0.28125,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 17.3, 'entailment': 82.1}"
519,Really? Is DM the new Huffington Post? First white men dont deserve to vote now all men are trash. Even Guptaleaks is more interesting reading material.,0.571428571,neutral,,none,,['entailment'],"{'contradiction': 1.4, 'neutral': 20.9, 'entailment': 77.8}"
520,Exactly.  Look at nursing which is a meritocracy in most countries yet there there is only 10 male in that profession.   Where are the feminists asking why there are not more men in nursing?,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 2.0, 'neutral': 15.0, 'entailment': 83.0}"
521,Are you saying Hispanic people are too stupid to drop a weapon when approaching cops? Seems kind of racist in my opinion.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 3.9, 'entailment': 95.9}"
522,A white guy kills six Moslems praying. Do you think he did it out of love?,0.606060606,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 2.7, 'entailment': 96.7}"
523,What anger toward women?  I hate double standards.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 3.8, 'entailment': 95.8}"
524,What else is there to say than black lives matter?,0.6,neutral,,none,,['entailment'],"{'contradiction': 2.3, 'neutral': 11.9, 'entailment': 85.8}"
525,Why do we mourn for Briton killed by Islamic terrorist but not an Islamic terrorist killed by another Islamic terrorist?,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 3.1, 'entailment': 96.0}"
526,OMG and with a black child what will the base think?,0.833333333,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 4.8, 'entailment': 94.4}"
527,The HRC  supporters are truly brainwashed.  This woman is only lying when shes breathing and looks like she just got a blood transfusion from a west African prostitute.,0.271428571,neutral,,none,,['entailment'],"{'contradiction': 1.6, 'neutral': 6.8, 'entailment': 91.6}"
528,Florence is to gay males what Yachats is to lesbians.  Surely you know that.,0.5625,neutral,,none,,['entailment'],"{'contradiction': 5.5, 'neutral': 29.2, 'entailment': 65.4}"
529,Bottom line is all religious extremist of all faiths Christian Jewish Muslim Hindu Buddahist and Skih produce nasty results.,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 4.0, 'entailment': 95.0}"
530,So you say that liberals are really wannabe rulers? Who tell  White people they have to love nonWhites more? On what basis should they  do so?,0.5,neutral,,none,,['neutral'],"{'contradiction': 4.3, 'neutral': 50.5, 'entailment': 45.2}"
531,We like fish sticks?  Are you suggesting were gay fish?,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 3.1, 'entailment': 96.2}"
532,Kermit Gosnell a black man is the most prolific serial killer in American history.,0.608108108,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.1, 'entailment': 98.7}"
533,Im pretty sure as this blithering idiot trying for attention knows Kaepernick did not kneel for or against Trump. As usual with the black crowd they are trying to Martin Luther King an event ie glom onto a celebrity and change it to match their story.,0.2625,neutral,,none,,['entailment'],"{'contradiction': 1.2, 'neutral': 5.5, 'entailment': 93.3}"
534,Pedophilia? Hmmm? Catholic much?,0.6,neutral,,none,,['entailment'],"{'contradiction': 2.1, 'neutral': 6.8, 'entailment': 91.1}"
535,The US does have a lot of morons and they need a false god or several to worship. it is after reading her book Trump went on the Mexicans are rapists rampage.,0.616666667,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 7.5, 'entailment': 92.0}"
536,Would prefer the Archbishop to keep a closer watch on our children.  Allowing priests to sexually molest them for years and then covering it up angers many of us.  Likely to still be lots of pedos in the church.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 2.1, 'neutral': 24.1, 'entailment': 73.8}"
537,I remember not too long ago in this paper if you even considered that foreigners were behind real estate prices all the liberal buzz words would start flying like the proverbial booh.   You know... racist redneck xenophobe white trash... etc.,0.542857143,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.0, 'entailment': 97.7}"
538,Danes You think its OK to use racial slurs? HYPOCRITE  As you can see its not getting anyone very far.  So if a white person disagrees with you the person is a racist?   Well I guess sometimes people just dont have the neurons they need.,0.283783784,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 4.7, 'entailment': 94.6}"
539,I include you Elaine in my nightly prayers I pray that everyone of your Grandchildren is healthy happy and gay.,0.5,neutral,,none,,['contradiction'],"{'contradiction': 90.2, 'neutral': 6.4, 'entailment': 3.5}"
540,I figured he was clearly referring to female black bears as women.,0.8,neutral,,none,,['entailment'],"{'contradiction': 2.9, 'neutral': 34.0, 'entailment': 63.1}"
541,Because he is black,0.9,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 3.0, 'entailment': 96.5}"
542,White Christians are the majority voters in the US you are saying dont appeal to them?  Why would a politician not respect the majority?,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 2.1, 'neutral': 13.5, 'entailment': 84.3}"
543,Atheists and Muslims disagree. You want to feed the criminals then you go move to their country and offer them help. Dont mess my backyard up with your 3rd world overpopulating trash.,0.569444444,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.3, 'entailment': 97.5}"
544,You sound like a really really fragile nonwhite person. Sooooooo oppressed.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 6.1, 'entailment': 93.5}"
545,When in doubt blame the whites These days if you are white you are to blame for everything and when whites say anything about it they are called racists. Ignorance is bliss especially when mixed with drugs,0.55,neutral,,none,,['entailment'],"{'contradiction': 15.1, 'neutral': 5.4, 'entailment': 79.5}"
546,I dont get it.  To date all Israeli Jews blackbrownwhiteSephardiAshkenazi share a single space with separation between the sexes.  What rationale is there to demand being different and have a separate section for anyone or anything?,0.5,neutral,,none,,['neutral'],"{'contradiction': 4.6, 'neutral': 57.1, 'entailment': 38.3}"
547,Frazier would been branded an uncle Tom if he stayed. Blacks dont respect the KKK.,0.618421053,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.1, 'entailment': 97.6}"
548,Actually I have more nonwhite friends than you that agree with me  But then they are not psycho white leftist progressives who hate themselves,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 1.6, 'neutral': 6.1, 'entailment': 92.2}"
549,The objective reality is that fascists and Nazis have no place in modern society. None.,0.279411765,neutral,,none,,['entailment'],"{'contradiction': 2.4, 'neutral': 5.3, 'entailment': 92.3}"
550,By her logic of racial guilt and indelible  shame all black people are as guilty as the black guy who  steal my car,0.775,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 5.8, 'entailment': 93.4}"
551,you must be a illegal criminal right? hate white people maybe go back to the garbage dump.,0.542372881,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 4.2, 'entailment': 95.6}"
552,Who are the white people that you are referring to Pat? Be specific now and dont just play 52 racecard pick up,0.5,neutral,,none,,['entailment'],"{'contradiction': 2.0, 'neutral': 36.0, 'entailment': 62.0}"
553,perhaps Justin can kill two feminist birds with one stone sex is male but gender identity is female because it is 2016 and Canada is back,0.52173913,neutral,,none,,['entailment'],"{'contradiction': 8.5, 'neutral': 19.5, 'entailment': 72.0}"
554,I hate the fn Eagles man,0.271428571,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.7, 'entailment': 98.0}"
555,What revisionist nonsense is this? Stonewall was mostly a white gay male riot. What is wrong with these people?,0.72972973,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.6, 'entailment': 94.9}"
556,he can take the US out of it which will leave Mexico and Canada with their fingers up their butt.,0.2875,neutral,,none,,['entailment'],"{'contradiction': 2.1, 'neutral': 7.0, 'entailment': 90.9}"
557,Anyone who doesnt think they wont go after Washington and Jefferson is a pig idiot. If the cultural Stalinists on the left have the way the only heroes you will be allowed to have are people like the lying Muslim Chicago street thug Hussein Obama. Book burning is just around the corner,0.285714286,neutral,,none,,['neutral'],"{'contradiction': 11.6, 'neutral': 55.8, 'entailment': 32.6}"
558,Theres no reason to throw acid in the eyes of anyone. However Tim Gionet is a proud white supremacist. I expect he is probably a Holocaust denier as well.,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 1.9, 'entailment': 97.5}"
559,This guy isnt white hes Samoan. I dont get how any of what youre saying applies here.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 6.9, 'entailment': 92.5}"
560,Secular societies have religious tolerance irrespective of the religion. The people decimating the Koran are the exact opposite of secular What a hateful group of people.,0.279411765,neutral,,none,,['contradiction'],"{'contradiction': 52.8, 'neutral': 30.5, 'entailment': 16.7}"
561,White lady ?  What  a disgusting remark.,0.256756757,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.8, 'entailment': 98.0}"
562,Bring in killers and create programs to fight them after they get 10K a month from Trudeau and then hit our streets and mobilize 1000s of jobless muslim youth......  You all are getting this..   right? You arent that stupid  its impossible,0.263888889,neutral,,none,,['entailment'],"{'contradiction': 11.0, 'neutral': 13.5, 'entailment': 75.5}"
563,Now that was the most bigoted and hateful post I have read in a while.  Do you hate gay people or just gay Republicans?  Please stop posting if you cannot be civil and adult.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 3.7, 'entailment': 96.1}"
564,when Oregonians thankfully overwhelmingly rejected it.  Oregonians rejected it and thats a good thing but its mitigated a bit by the fact the Oregon also made it illegal for blacks to be in the state punishable by a public whipping 39 lashes every six months until they left.  That is the primary reason why Oregon is one of the whitest states in the nation.,0.7,neutral,,none,,['entailment'],"{'contradiction': 10.9, 'neutral': 29.2, 'entailment': 59.9}"
565,So hitting a woman with a golf ball is fine with you. Not surprising at for an alt right extremist who has no problem with a selfproclaimed puy grabber.,0.287878788,neutral,,none,,['entailment'],"{'contradiction': 2.8, 'neutral': 9.5, 'entailment': 87.7}"
566,You equate the Left with being black... what is wrong with your brain?,0.635135135,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 4.9, 'entailment': 94.8}"
567,Gay folk dont define themselves by sexual acts any more than heterosexuals to. It is the sodomyobsessed gayhaters who try to impose such a definition.,0.660098522,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.1, 'entailment': 97.4}"
568,Nate:  Be extremely CAREFUL when using that word POKING.  The LGBTAX lesbians gays bisexuals transgenders Agenders Xs will be on your case.............,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.9, 'neutral': 8.7, 'entailment': 89.3}"
569,another black mark against united somehow they dont like Asians.  well I wont ever fly united again.  it is a piss poor airline with racists employees.,0.525,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 0.9, 'entailment': 99.0}"
570,Disgusting excuse for progressive Catholic journalism that smears most of America as racist.  Hateful worthless stupid harmful irresponsible and untrue.,0.287878788,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.8, 'entailment': 98.0}"
571,No one nominated these goons to represent the mythical white race. These goobers with their raging inferiority complex hate educated white people just as much as people of color.,0.55,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.4, 'entailment': 97.2}"
572,You strike me as an all or nothing black or white type of person.,0.264705882,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 6.7, 'entailment': 92.8}"
573,Is  LBB  Barry  back  from  his  gay  sex romp  in   the  south  seas  yet?   When  he  left Moochelle at  home?,0.7,neutral,,none,,['entailment'],"{'contradiction': 6.9, 'neutral': 12.2, 'entailment': 81.0}"
574,Jehovahs Witnesses is an evil sect and deserved to be banned all over the world.,0.625,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 9.1, 'entailment': 90.1}"
575,Yeah pretty stupid blackwhite picture of the world its characteristic for autistic children. We are good and very smart... because we are western people. Russians are evil and blind.... because they are Russians. Your imagination is the only fakes of the Western media  you live in a dream world. Wake up.,0.6,neutral,,none,,['entailment'],"{'contradiction': 7.7, 'neutral': 22.9, 'entailment': 69.4}"
576,May the black faced loser be long gone.,0.851851852,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.4, 'entailment': 97.1}"
577,So freeheels its okay with you if people are slaves so long as they are white and evangelical?,0.5,neutral,,none,,['neutral'],"{'contradiction': 6.3, 'neutral': 47.7, 'entailment': 46.0}"
578,Where can we line up to help these people. My butt is getting tired riding my shiny pony and I have already had my bliss filled childhood of white privilege.,0.289473684,neutral,,none,,['entailment'],"{'contradiction': 1.6, 'neutral': 2.6, 'entailment': 95.8}"
579,The DSM once considered homosexuality a mental disorder.   That changed with further understanding.,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 1.8, 'neutral': 12.4, 'entailment': 85.8}"
580,Uh why would i want to do that its bad enough being black.,0.689189189,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 6.1, 'entailment': 93.7}"
581,Being black or white on a grey issue makes you qualified to be an asshole,0.585714286,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 9.7, 'entailment': 89.0}"
582,Wombat despite my strong opposition to transgendered people serving in the military I have to agree with you on every single point mentioned here.  Although I agree with Trump on many points he himself is an idiot.,0.289473684,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.5, 'entailment': 98.2}"
583,light stepping Jesuit priests  RD has to insert his fear and loathing of gays even into this comment.,1,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.3, 'entailment': 97.5}"
584,Why would naming a show called Dear Black People be racist??,0.254237288,neutral,,none,,['entailment'],"{'contradiction': 1.0, 'neutral': 10.6, 'entailment': 88.4}"
585,So if someone has concerns about free speech then they are filled with hate huh?  Oh and BTW whats wrong with being a white person? Are you a racist?  Liberal namecalling nonsense at its best right here folks,0.26,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 3.4, 'entailment': 96.2}"
586,Youre confusing cajones with racism.  White NeoNazis chanting Jews will not replace us are very fine people.  Black athletes quietly kneeling are sons of bitches.  Rote patriotism is not an ideal of this country.,0.691176471,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 3.5, 'entailment': 95.9}"
587,you gotta be kidding.  trump a Christian nope he is the devil he hates blacks Hispanics muslims gays Asians etc.,0.625,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.2, 'entailment': 98.6}"
588,if hes muslim its terrorism if its Vegas shooter its lone wolf mentally disturbed person.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 3.3, 'entailment': 95.8}"
589,Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,0.258064516,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 2.7, 'entailment': 96.5}"
590,Its not a Muslim ban. Its a ban of Countries that seem to have a lot of terrorists that seem to practice a certain religion. Where do they go those ideas from? Is it from thin air? Or is it from some book they read?,0.6,neutral,,none,,['neutral'],"{'contradiction': 2.6, 'neutral': 85.8, 'entailment': 11.6}"
591,typical lesbian behavior? Nah its just the law telling the rubber necking gossip gang to quit posting lies and mind their own business.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 2.6, 'neutral': 23.9, 'entailment': 73.6}"
592,And yet another bitter NCR columnist accusing millions of Americans of racism and antiChristian bigotry.  How sad how lame.  Grow up NCR.,0.271428571,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.5, 'entailment': 97.0}"
593,Silly.  Catholics who voted for Trump voted for America skin color irrelevant.,0.2625,neutral,,none,,['entailment'],"{'contradiction': 10.8, 'neutral': 6.1, 'entailment': 83.1}"
594,Where are the Conservative howls of indignation that Trump is a secret Muslim for not using the words radical Islamic terrorism? The Saudis offer a platform to the worlds most famous Islamophobe to give a speech on Islam in the birthplace of Islam while Trump makes arms deals and hotel deals with them.  Trump informed most of the Gulf governments in private that his antiMuslim and antiArab rhetoric was all for the campaign and that it would be business as usual after the election. And his supporters call this draining the swamp and being politically incorrect. Looks more like the staged fakery of WWE with a corruption and duplicity subplot.,0.833333333,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 3.2, 'entailment': 96.1}"
595,ADN FOR FREAKS SAKE. is this a white man with blond hair? give a description this reporting is garbage.,0.2875,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 7.0, 'entailment': 92.2}"
596,LMAO. White Mexicans vs. brown Mexicans. I really needed a good laugh.,0.5375,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 2.5, 'entailment': 96.6}"
597,as it should since the resolution denies jews rights it  is a formula for continued war.,0.8,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 21.1, 'entailment': 78.1}"
598,While any murder is tragic and offensive official statistics show indigenous men are murdered a a rate three times higher than women are.  Why no commission for them?,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.9, 'entailment': 96.6}"
599,13 White Men? How is this not a dischargeable offense in the eyes of the DP in light of Frei Event?,0.5,neutral,,none,,['entailment'],"{'contradiction': 2.0, 'neutral': 19.5, 'entailment': 78.4}"
600,Shes Jewish  Thats why the righ wing fascists are all upset about her question...,0.5125,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 1.6, 'entailment': 98.0}"
601,Got a love these jerks at the AUSCP.  How dare you Pope Francis attack Gay Priests and support the idea they are less worthy for priesthood.  Dont you know that you should follow the Association of US Catholic Priests and only attack the human dignity of all women called to priesthood and equal ordination.  Only women arent really people.  You might actually hurt men when you strip their souls by taking away their experience of equal sacredness by taking away a whole sacrament without any real reason.  AUSCP only feels women are not harmed by their forced voicelessness in our church and sacramental slavery and that is what we stated to you Pope Francis in our letter just two years ago  please limit only women to deacons.   A Statement  released by the 1200member Ohiobased organization charged that the terms homosexual tendencies and deepseated homosexual tendencies are ambiguous and disrespectful of the personhood of those who identify with a homosexual orientation.,0.5,neutral,,none,,['neutral'],"{'contradiction': 13.0, 'neutral': 72.7, 'entailment': 14.3}"
602,Leonard Pitts is a black supremacist,0.614285714,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.0, 'entailment': 98.9}"
603,Gary Johnson is a WHITE MALE Triggered,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.7, 'entailment': 96.9}"
604,we are weak because we allow jeews to lend us our own money. PERIOD.  it dont say US Treasury on the US dollar does it? it clearly says pack of jeew ish scumbags if you can read of course.,0.287878788,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 28.4, 'entailment': 70.9}"
605,RangerMC You were hoping that Fields wasnt a white supremacist. He reportedly even beat his disabled mother.,0.263157895,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 5.6, 'entailment': 93.7}"
606,Canadians are ghetto? Or do you just have lousy friends,0.27631579,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.1, 'entailment': 97.6}"
607,Hey pal its LGBTQ2S not LGBTQQ2S  what sort of homophobic monster are you?,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.6, 'entailment': 98.1}"
