,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
1468,398,What a crock AT. Now you are implying that every Muslim is dedicated to killing unbelievers. Do you believe that? Such a belief can and has been used to commit violence against Muslims including murder of peaceful neighbors.  You have talked yourself into a corner becoming more radical and hateful with each post. You are ranting. I think you just like to hear yourself talk. Your words make you a fool.,0.5,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'entailment', 'entailment', 'contradiction']","[{'contradiction': 8.2, 'neutral': 12.7, 'entailment': 79.1}, {'contradiction': 81.4, 'neutral': 17.5, 'entailment': 1.1}, {'contradiction': 86.9, 'neutral': 12.5, 'entailment': 0.6}, {'contradiction': 66.2, 'neutral': 31.7, 'entailment': 2.1}, {'contradiction': 60.3, 'neutral': 35.0, 'entailment': 4.6}, {'contradiction': 32.5, 'neutral': 43.7, 'entailment': 23.8}, {'contradiction': 32.3, 'neutral': 67.3, 'entailment': 0.3}, {'contradiction': 45.5, 'neutral': 37.7, 'entailment': 16.8}, {'contradiction': 56.3, 'neutral': 31.1, 'entailment': 12.6}, {'contradiction': 73.9, 'neutral': 11.3, 'entailment': 14.8}, {'contradiction': 11.9, 'neutral': 87.1, 'entailment': 1.0}, {'contradiction': 10.5, 'neutral': 88.3, 'entailment': 1.2}, {'contradiction': 6.8, 'neutral': 23.6, 'entailment': 69.6}, {'contradiction': 2.1, 'neutral': 30.3, 'entailment': 67.6}, {'contradiction': 75.3, 'neutral': 20.9, 'entailment': 3.8}]"
1469,399,So David are Asians better at math than white people?  Should it be dumbed down for the Caucasians also?,0.5,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 91.0, 'neutral': 7.0, 'entailment': 2.0}, {'contradiction': 98.7, 'neutral': 1.3, 'entailment': 0.0}, {'contradiction': 99.6, 'neutral': 0.4, 'entailment': 0.0}, {'contradiction': 99.7, 'neutral': 0.3, 'entailment': 0.1}, {'contradiction': 98.8, 'neutral': 0.8, 'entailment': 0.5}, {'contradiction': 99.1, 'neutral': 0.7, 'entailment': 0.1}, {'contradiction': 99.2, 'neutral': 0.8, 'entailment': 0.0}, {'contradiction': 98.4, 'neutral': 1.5, 'entailment': 0.1}, {'contradiction': 73.9, 'neutral': 21.6, 'entailment': 4.5}, {'contradiction': 95.5, 'neutral': 4.4, 'entailment': 0.0}, {'contradiction': 80.3, 'neutral': 19.5, 'entailment': 0.1}, {'contradiction': 78.1, 'neutral': 21.8, 'entailment': 0.1}, {'contradiction': 88.0, 'neutral': 11.0, 'entailment': 1.0}, {'contradiction': 96.0, 'neutral': 3.6, 'entailment': 0.4}, {'contradiction': 98.7, 'neutral': 1.3, 'entailment': 0.0}]"
1470,400,who said crazy white men with guns are fine.,0.6,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']","[{'contradiction': 8.4, 'neutral': 83.0, 'entailment': 8.7}, {'contradiction': 98.9, 'neutral': 1.0, 'entailment': 0.0}, {'contradiction': 97.7, 'neutral': 2.3, 'entailment': 0.0}, {'contradiction': 98.8, 'neutral': 1.2, 'entailment': 0.0}, {'contradiction': 94.3, 'neutral': 4.9, 'entailment': 0.8}, {'contradiction': 97.4, 'neutral': 2.1, 'entailment': 0.5}, {'contradiction': 83.3, 'neutral': 16.6, 'entailment': 0.1}, {'contradiction': 88.1, 'neutral': 11.6, 'entailment': 0.3}, {'contradiction': 76.3, 'neutral': 22.5, 'entailment': 1.2}, {'contradiction': 90.1, 'neutral': 9.8, 'entailment': 0.1}, {'contradiction': 77.0, 'neutral': 22.9, 'entailment': 0.1}, {'contradiction': 29.8, 'neutral': 70.1, 'entailment': 0.1}, {'contradiction': 40.2, 'neutral': 55.8, 'entailment': 3.9}, {'contradiction': 90.9, 'neutral': 8.9, 'entailment': 0.2}, {'contradiction': 90.0, 'neutral': 9.8, 'entailment': 0.2}]"
1471,401,Make America Great Again    Like it was in the past for women blacks gays.  Make America Great Again means............   Return To The America Where And When All You Had To Do Was Be Born A White Male And You Had It Made   and everybody else.......not so much.  Its no coincidence that the core of Trumps support was white males.,0.8,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']","[{'contradiction': 20.7, 'neutral': 64.5, 'entailment': 14.8}, {'contradiction': 91.4, 'neutral': 8.5, 'entailment': 0.1}, {'contradiction': 88.0, 'neutral': 11.8, 'entailment': 0.2}, {'contradiction': 93.2, 'neutral': 5.6, 'entailment': 1.2}, {'contradiction': 63.2, 'neutral': 30.4, 'entailment': 6.4}, {'contradiction': 65.4, 'neutral': 27.4, 'entailment': 7.2}, {'contradiction': 90.1, 'neutral': 9.8, 'entailment': 0.1}, {'contradiction': 69.9, 'neutral': 29.4, 'entailment': 0.7}, {'contradiction': 69.0, 'neutral': 27.8, 'entailment': 3.2}, {'contradiction': 22.7, 'neutral': 75.3, 'entailment': 2.0}, {'contradiction': 32.9, 'neutral': 66.3, 'entailment': 0.8}, {'contradiction': 27.3, 'neutral': 71.8, 'entailment': 0.9}, {'contradiction': 24.7, 'neutral': 66.5, 'entailment': 8.8}, {'contradiction': 62.8, 'neutral': 34.6, 'entailment': 2.6}, {'contradiction': 79.4, 'neutral': 20.4, 'entailment': 0.3}]"
1472,402,Child rape  homosexuality.  Wow.,0.6125,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']","[{'contradiction': 32.1, 'neutral': 32.2, 'entailment': 35.7}, {'contradiction': 98.5, 'neutral': 1.4, 'entailment': 0.0}, {'contradiction': 97.9, 'neutral': 2.1, 'entailment': 0.0}, {'contradiction': 99.3, 'neutral': 0.6, 'entailment': 0.0}, {'contradiction': 96.7, 'neutral': 2.8, 'entailment': 0.4}, {'contradiction': 95.3, 'neutral': 4.4, 'entailment': 0.3}, {'contradiction': 76.2, 'neutral': 23.8, 'entailment': 0.1}, {'contradiction': 89.7, 'neutral': 10.2, 'entailment': 0.1}, {'contradiction': 34.4, 'neutral': 63.7, 'entailment': 1.9}, {'contradiction': 83.3, 'neutral': 16.6, 'entailment': 0.1}, {'contradiction': 8.8, 'neutral': 90.6, 'entailment': 0.6}, {'contradiction': 16.2, 'neutral': 83.5, 'entailment': 0.3}, {'contradiction': 40.8, 'neutral': 48.5, 'entailment': 10.6}, {'contradiction': 89.2, 'neutral': 10.0, 'entailment': 0.8}, {'contradiction': 84.5, 'neutral': 15.2, 'entailment': 0.2}]"
1473,403,I have a hate crime anytime a Crip gangster kills a Blood gangster or vice versa.  They scream all kinds of racial epithets during drive bys.  How about reporting some of that?  Or is it just when you can pin a stupid white guy?,0.657894737,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 83.6, 'neutral': 13.0, 'entailment': 3.4}, {'contradiction': 90.6, 'neutral': 9.3, 'entailment': 0.0}, {'contradiction': 97.4, 'neutral': 2.5, 'entailment': 0.0}, {'contradiction': 99.2, 'neutral': 0.7, 'entailment': 0.1}, {'contradiction': 97.0, 'neutral': 3.0, 'entailment': 0.1}, {'contradiction': 94.4, 'neutral': 5.4, 'entailment': 0.2}, {'contradiction': 98.8, 'neutral': 1.2, 'entailment': 0.0}, {'contradiction': 92.3, 'neutral': 7.1, 'entailment': 0.5}, {'contradiction': 76.7, 'neutral': 19.9, 'entailment': 3.4}, {'contradiction': 96.5, 'neutral': 3.4, 'entailment': 0.0}, {'contradiction': 48.3, 'neutral': 51.4, 'entailment': 0.3}, {'contradiction': 39.8, 'neutral': 60.1, 'entailment': 0.1}, {'contradiction': 66.0, 'neutral': 30.6, 'entailment': 3.4}, {'contradiction': 91.2, 'neutral': 8.7, 'entailment': 0.1}, {'contradiction': 96.2, 'neutral': 3.7, 'entailment': 0.1}]"
1474,404,You mean the racists who hated having a black president right?,0.7,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']","[{'contradiction': 61.9, 'neutral': 29.2, 'entailment': 8.9}, {'contradiction': 90.8, 'neutral': 8.9, 'entailment': 0.3}, {'contradiction': 95.9, 'neutral': 4.0, 'entailment': 0.2}, {'contradiction': 99.0, 'neutral': 0.9, 'entailment': 0.1}, {'contradiction': 97.9, 'neutral': 1.6, 'entailment': 0.5}, {'contradiction': 87.3, 'neutral': 10.6, 'entailment': 2.1}, {'contradiction': 80.8, 'neutral': 19.0, 'entailment': 0.2}, {'contradiction': 70.9, 'neutral': 26.5, 'entailment': 2.6}, {'contradiction': 54.4, 'neutral': 38.7, 'entailment': 6.9}, {'contradiction': 96.6, 'neutral': 3.1, 'entailment': 0.3}, {'contradiction': 22.6, 'neutral': 76.4, 'entailment': 1.0}, {'contradiction': 33.2, 'neutral': 66.5, 'entailment': 0.3}, {'contradiction': 33.8, 'neutral': 58.4, 'entailment': 7.9}, {'contradiction': 94.2, 'neutral': 4.9, 'entailment': 0.9}, {'contradiction': 85.5, 'neutral': 13.9, 'entailment': 0.5}]"
1475,405,when Oregonians thankfully overwhelmingly rejected it.  Oregonians rejected it and thats a good thing but its mitigated a bit by the fact the Oregon also made it illegal for blacks to be in the state punishable by a public whipping 39 lashes every six months until they left.  That is the primary reason why Oregon is one of the whitest states in the nation.,0.7,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction']","[{'contradiction': 23.1, 'neutral': 45.2, 'entailment': 31.7}, {'contradiction': 72.0, 'neutral': 27.4, 'entailment': 0.5}, {'contradiction': 61.8, 'neutral': 37.0, 'entailment': 1.2}, {'contradiction': 28.6, 'neutral': 54.1, 'entailment': 17.4}, {'contradiction': 61.2, 'neutral': 25.5, 'entailment': 13.3}, {'contradiction': 60.2, 'neutral': 31.3, 'entailment': 8.5}, {'contradiction': 12.5, 'neutral': 87.1, 'entailment': 0.4}, {'contradiction': 57.4, 'neutral': 41.6, 'entailment': 1.0}, {'contradiction': 53.1, 'neutral': 37.0, 'entailment': 9.9}, {'contradiction': 17.6, 'neutral': 70.5, 'entailment': 11.9}, {'contradiction': 8.2, 'neutral': 88.0, 'entailment': 3.7}, {'contradiction': 5.5, 'neutral': 93.8, 'entailment': 0.7}, {'contradiction': 4.5, 'neutral': 87.2, 'entailment': 8.3}, {'contradiction': 15.3, 'neutral': 72.2, 'entailment': 12.5}, {'contradiction': 63.4, 'neutral': 36.0, 'entailment': 0.6}]"
1476,406,hire someone who is NOT a cishet white man even if that person is the most qualified because hes had the most opportunities  That is Straight up racist and sexist.,0.5125,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 91.9, 'neutral': 6.5, 'entailment': 1.5}, {'contradiction': 96.4, 'neutral': 3.5, 'entailment': 0.0}, {'contradiction': 96.6, 'neutral': 3.3, 'entailment': 0.1}, {'contradiction': 97.8, 'neutral': 2.1, 'entailment': 0.1}, {'contradiction': 96.4, 'neutral': 3.4, 'entailment': 0.2}, {'contradiction': 92.2, 'neutral': 7.3, 'entailment': 0.5}, {'contradiction': 65.7, 'neutral': 34.2, 'entailment': 0.2}, {'contradiction': 95.4, 'neutral': 4.6, 'entailment': 0.1}, {'contradiction': 77.0, 'neutral': 20.6, 'entailment': 2.4}, {'contradiction': 87.0, 'neutral': 12.9, 'entailment': 0.1}, {'contradiction': 59.1, 'neutral': 40.5, 'entailment': 0.4}, {'contradiction': 33.9, 'neutral': 65.9, 'entailment': 0.3}, {'contradiction': 63.5, 'neutral': 35.0, 'entailment': 1.6}, {'contradiction': 95.4, 'neutral': 4.5, 'entailment': 0.1}, {'contradiction': 97.1, 'neutral': 2.8, 'entailment': 0.1}]"
1477,407,Hate is hate and guns are killing machines that unhinged people in North America have unnatural access to. It doesnt matter where the person is from who pulled the trigger. Marc Lapine targeted women TImothy McVeigh targeted black people and what about Sandy Hook... these are sad cowardly acts. Is it a political statement? Only in so far as it shows hate for minorities and the vulnerable. How do we make it stop? The answer is NOT in banning whole groups of people. They are not the problem but recently with all the vitriol being spewed muslims unfortunately have become the targets. Whos next? Mexicans?,0.8,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'entailment', 'neutral', 'neutral']","[{'contradiction': 3.1, 'neutral': 11.0, 'entailment': 85.9}, {'contradiction': 78.5, 'neutral': 20.8, 'entailment': 0.7}, {'contradiction': 87.1, 'neutral': 12.7, 'entailment': 0.2}, {'contradiction': 34.1, 'neutral': 64.2, 'entailment': 1.6}, {'contradiction': 39.0, 'neutral': 59.5, 'entailment': 1.5}, {'contradiction': 13.0, 'neutral': 82.8, 'entailment': 4.1}, {'contradiction': 32.9, 'neutral': 67.0, 'entailment': 0.1}, {'contradiction': 82.3, 'neutral': 17.5, 'entailment': 0.1}, {'contradiction': 65.9, 'neutral': 31.8, 'entailment': 2.4}, {'contradiction': 53.4, 'neutral': 35.6, 'entailment': 11.0}, {'contradiction': 44.7, 'neutral': 55.2, 'entailment': 0.2}, {'contradiction': 30.7, 'neutral': 69.2, 'entailment': 0.1}, {'contradiction': 15.7, 'neutral': 37.7, 'entailment': 46.5}, {'contradiction': 14.4, 'neutral': 48.8, 'entailment': 36.9}, {'contradiction': 49.5, 'neutral': 50.3, 'entailment': 0.2}]"
1478,408,Oh so Oklahoma City was the governments fault? Lol When Muslims commit terrorism theyre terrorists. When Christians commit terrorism theyre mentally ill. Youre a joke.,0.603174603,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment', 'entailment', 'neutral']","[{'contradiction': 40.0, 'neutral': 8.8, 'entailment': 51.2}, {'contradiction': 96.7, 'neutral': 3.0, 'entailment': 0.3}, {'contradiction': 89.7, 'neutral': 10.1, 'entailment': 0.2}, {'contradiction': 93.7, 'neutral': 6.0, 'entailment': 0.3}, {'contradiction': 65.6, 'neutral': 22.4, 'entailment': 12.0}, {'contradiction': 46.2, 'neutral': 21.1, 'entailment': 32.7}, {'contradiction': 72.1, 'neutral': 27.7, 'entailment': 0.2}, {'contradiction': 59.1, 'neutral': 20.0, 'entailment': 20.8}, {'contradiction': 63.6, 'neutral': 14.7, 'entailment': 21.7}, {'contradiction': 60.9, 'neutral': 7.8, 'entailment': 31.2}, {'contradiction': 39.9, 'neutral': 59.0, 'entailment': 1.1}, {'contradiction': 57.6, 'neutral': 42.1, 'entailment': 0.3}, {'contradiction': 2.0, 'neutral': 10.2, 'entailment': 87.8}, {'contradiction': 1.0, 'neutral': 8.7, 'entailment': 90.3}, {'contradiction': 33.6, 'neutral': 57.4, 'entailment': 9.1}]"
1479,409,There are more black cows in Montana  than people. Black cows matter,0.277777778,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 44.8, 'neutral': 50.4, 'entailment': 4.8}, {'contradiction': 92.4, 'neutral': 7.6, 'entailment': 0.0}, {'contradiction': 96.8, 'neutral': 3.2, 'entailment': 0.0}, {'contradiction': 88.6, 'neutral': 11.0, 'entailment': 0.4}, {'contradiction': 9.4, 'neutral': 51.5, 'entailment': 39.2}, {'contradiction': 72.1, 'neutral': 25.6, 'entailment': 2.3}, {'contradiction': 84.2, 'neutral': 15.8, 'entailment': 0.0}, {'contradiction': 92.7, 'neutral': 7.2, 'entailment': 0.0}, {'contradiction': 79.0, 'neutral': 20.4, 'entailment': 0.7}, {'contradiction': 29.8, 'neutral': 69.1, 'entailment': 1.1}, {'contradiction': 44.5, 'neutral': 55.4, 'entailment': 0.1}, {'contradiction': 34.6, 'neutral': 65.3, 'entailment': 0.2}, {'contradiction': 70.9, 'neutral': 28.8, 'entailment': 0.2}, {'contradiction': 61.7, 'neutral': 37.2, 'entailment': 1.1}, {'contradiction': 83.2, 'neutral': 16.7, 'entailment': 0.1}]"
1480,410,They tell stuff like that while aborting thousands of black babies.,0.5625,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[{'contradiction': 54.9, 'neutral': 29.6, 'entailment': 15.5}, {'contradiction': 80.2, 'neutral': 19.3, 'entailment': 0.5}, {'contradiction': 76.9, 'neutral': 22.7, 'entailment': 0.4}, {'contradiction': 96.8, 'neutral': 2.9, 'entailment': 0.3}, {'contradiction': 84.3, 'neutral': 13.3, 'entailment': 2.4}, {'contradiction': 63.9, 'neutral': 32.9, 'entailment': 3.1}, {'contradiction': 37.7, 'neutral': 62.0, 'entailment': 0.3}, {'contradiction': 16.8, 'neutral': 75.3, 'entailment': 7.8}, {'contradiction': 42.9, 'neutral': 52.1, 'entailment': 5.0}, {'contradiction': 29.0, 'neutral': 68.9, 'entailment': 2.1}, {'contradiction': 3.1, 'neutral': 96.5, 'entailment': 0.4}, {'contradiction': 12.0, 'neutral': 87.7, 'entailment': 0.3}, {'contradiction': 7.0, 'neutral': 66.0, 'entailment': 27.1}, {'contradiction': 40.7, 'neutral': 54.4, 'entailment': 4.9}, {'contradiction': 18.3, 'neutral': 79.6, 'entailment': 2.1}]"
1481,411,In other words Mr. Hannon if you were in harms way and someone was covering your back you wouldnt care if they were male female gay straight metrosexual or a democrat. Only that they shot straight. Im with you. Good comment.,0.5,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 89.4, 'neutral': 9.8, 'entailment': 0.9}, {'contradiction': 99.6, 'neutral': 0.4, 'entailment': 0.0}, {'contradiction': 99.7, 'neutral': 0.3, 'entailment': 0.0}, {'contradiction': 98.7, 'neutral': 1.3, 'entailment': 0.0}, {'contradiction': 98.6, 'neutral': 1.3, 'entailment': 0.1}, {'contradiction': 98.2, 'neutral': 1.6, 'entailment': 0.2}, {'contradiction': 98.0, 'neutral': 1.9, 'entailment': 0.0}, {'contradiction': 99.0, 'neutral': 1.0, 'entailment': 0.0}, {'contradiction': 81.4, 'neutral': 17.2, 'entailment': 1.4}, {'contradiction': 86.9, 'neutral': 12.0, 'entailment': 1.1}, {'contradiction': 92.3, 'neutral': 7.7, 'entailment': 0.0}, {'contradiction': 96.5, 'neutral': 3.5, 'entailment': 0.0}, {'contradiction': 82.1, 'neutral': 17.2, 'entailment': 0.6}, {'contradiction': 97.5, 'neutral': 2.5, 'entailment': 0.0}, {'contradiction': 98.7, 'neutral': 1.3, 'entailment': 0.0}]"
1482,412,Once again an innocent driver is attacked by roving gangs of pedestrian thugs throwing themselves at his vehicle merely for appearing to be Muslim  How long oh lord how long....?,0.9,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'neutral']","[{'contradiction': 2.1, 'neutral': 9.8, 'entailment': 88.1}, {'contradiction': 70.4, 'neutral': 28.3, 'entailment': 1.3}, {'contradiction': 63.3, 'neutral': 36.3, 'entailment': 0.4}, {'contradiction': 13.6, 'neutral': 85.4, 'entailment': 1.0}, {'contradiction': 12.9, 'neutral': 65.8, 'entailment': 21.3}, {'contradiction': 45.9, 'neutral': 51.1, 'entailment': 3.1}, {'contradiction': 11.6, 'neutral': 88.0, 'entailment': 0.3}, {'contradiction': 48.3, 'neutral': 50.4, 'entailment': 1.3}, {'contradiction': 62.4, 'neutral': 30.2, 'entailment': 7.4}, {'contradiction': 46.4, 'neutral': 27.8, 'entailment': 25.9}, {'contradiction': 9.6, 'neutral': 90.2, 'entailment': 0.2}, {'contradiction': 6.1, 'neutral': 93.2, 'entailment': 0.8}, {'contradiction': 16.9, 'neutral': 46.5, 'entailment': 36.6}, {'contradiction': 3.2, 'neutral': 38.9, 'entailment': 57.9}, {'contradiction': 23.4, 'neutral': 75.3, 'entailment': 1.3}]"
1483,413,Sadly those who paid to be taught how to become first hand  mysogynistic racist homophobic liars will get another chance.  Drumpf will have impeached himself sooner than later and this side kick will be looking for employment opportunities all over the world  Lets keep the trash south of the border,0.271428571,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'contradiction', 'neutral']","[{'contradiction': 39.0, 'neutral': 51.3, 'entailment': 9.7}, {'contradiction': 91.9, 'neutral': 8.0, 'entailment': 0.1}, {'contradiction': 91.7, 'neutral': 8.2, 'entailment': 0.1}, {'contradiction': 95.4, 'neutral': 4.1, 'entailment': 0.5}, {'contradiction': 70.4, 'neutral': 24.7, 'entailment': 4.9}, {'contradiction': 67.1, 'neutral': 26.1, 'entailment': 6.9}, {'contradiction': 37.5, 'neutral': 62.3, 'entailment': 0.3}, {'contradiction': 75.5, 'neutral': 21.5, 'entailment': 3.0}, {'contradiction': 61.3, 'neutral': 34.6, 'entailment': 4.1}, {'contradiction': 44.5, 'neutral': 53.3, 'entailment': 2.2}, {'contradiction': 13.1, 'neutral': 85.5, 'entailment': 1.3}, {'contradiction': 16.2, 'neutral': 83.5, 'entailment': 0.3}, {'contradiction': 6.6, 'neutral': 46.0, 'entailment': 47.4}, {'contradiction': 87.4, 'neutral': 10.5, 'entailment': 2.1}, {'contradiction': 33.6, 'neutral': 59.8, 'entailment': 6.6}]"
1484,414,Only old white men  Seems like a rather racist statement.,0.7,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']","[{'contradiction': 55.5, 'neutral': 40.9, 'entailment': 3.6}, {'contradiction': 67.1, 'neutral': 32.5, 'entailment': 0.4}, {'contradiction': 54.1, 'neutral': 45.1, 'entailment': 0.7}, {'contradiction': 91.2, 'neutral': 8.1, 'entailment': 0.6}, {'contradiction': 96.3, 'neutral': 3.2, 'entailment': 0.5}, {'contradiction': 94.9, 'neutral': 4.6, 'entailment': 0.6}, {'contradiction': 32.6, 'neutral': 67.2, 'entailment': 0.2}, {'contradiction': 89.4, 'neutral': 10.3, 'entailment': 0.3}, {'contradiction': 28.7, 'neutral': 60.4, 'entailment': 10.9}, {'contradiction': 67.6, 'neutral': 31.8, 'entailment': 0.6}, {'contradiction': 14.9, 'neutral': 84.6, 'entailment': 0.6}, {'contradiction': 16.1, 'neutral': 83.7, 'entailment': 0.2}, {'contradiction': 20.6, 'neutral': 77.3, 'entailment': 2.1}, {'contradiction': 83.8, 'neutral': 15.2, 'entailment': 1.0}, {'contradiction': 77.7, 'neutral': 21.6, 'entailment': 0.7}]"
1485,415,What about it? I think its deplorable trump wants my family to watch Mexican porno. We are Christian,0.2875,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']","[{'contradiction': 4.1, 'neutral': 34.1, 'entailment': 61.8}, {'contradiction': 82.0, 'neutral': 16.9, 'entailment': 1.1}, {'contradiction': 68.7, 'neutral': 30.5, 'entailment': 0.8}, {'contradiction': 23.9, 'neutral': 71.6, 'entailment': 4.5}, {'contradiction': 45.1, 'neutral': 43.9, 'entailment': 11.0}, {'contradiction': 84.1, 'neutral': 13.6, 'entailment': 2.3}, {'contradiction': 7.1, 'neutral': 91.2, 'entailment': 1.7}, {'contradiction': 75.0, 'neutral': 23.8, 'entailment': 1.2}, {'contradiction': 54.7, 'neutral': 38.9, 'entailment': 6.4}, {'contradiction': 47.1, 'neutral': 32.7, 'entailment': 20.2}, {'contradiction': 33.3, 'neutral': 65.8, 'entailment': 0.9}, {'contradiction': 24.5, 'neutral': 73.8, 'entailment': 1.8}, {'contradiction': 77.6, 'neutral': 17.7, 'entailment': 4.8}, {'contradiction': 35.1, 'neutral': 50.3, 'entailment': 14.7}, {'contradiction': 88.2, 'neutral': 11.6, 'entailment': 0.2}]"
1486,416,The old white fat boy.,0.5,neutral,,none,,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']","[{'contradiction': 27.7, 'neutral': 69.0, 'entailment': 3.3}, {'contradiction': 88.0, 'neutral': 11.9, 'entailment': 0.2}, {'contradiction': 85.9, 'neutral': 14.0, 'entailment': 0.1}, {'contradiction': 96.6, 'neutral': 3.0, 'entailment': 0.4}, {'contradiction': 51.3, 'neutral': 42.0, 'entailment': 6.7}, {'contradiction': 88.7, 'neutral': 9.3, 'entailment': 2.0}, {'contradiction': 27.8, 'neutral': 71.9, 'entailment': 0.3}, {'contradiction': 67.0, 'neutral': 32.1, 'entailment': 1.0}, {'contradiction': 31.8, 'neutral': 62.0, 'entailment': 6.2}, {'contradiction': 11.3, 'neutral': 87.5, 'entailment': 1.2}, {'contradiction': 25.7, 'neutral': 74.0, 'entailment': 0.4}, {'contradiction': 54.5, 'neutral': 45.3, 'entailment': 0.2}, {'contradiction': 27.8, 'neutral': 69.8, 'entailment': 2.4}, {'contradiction': 24.8, 'neutral': 72.2, 'entailment': 3.0}, {'contradiction': 68.5, 'neutral': 31.1, 'entailment': 0.4}]"
