comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
Really.    Its fallible to the point of I cant remember what hotel it happened in or was it Friday or Saturday night.   You dont forget sexually assaulting a 14 year old boy unless you did it to so many the names have even blurred.   Spacey was a predator and is now hiding behind booze memory and gayness.   Hes garbage.,0.285714286,neutral,,none,,contradiction,"[2.9440295696258545, -2.503427028656006, -0.43666860461235046]"
Ya its the white guys fault.,0.8,bias,whites,race,prejudice towards whites,neutral,"[-1.1773178577423096, -0.6008855104446411, 1.3757970333099365]"
Dilute it up any way you want motely your record of postings has you enamored with racism and white supremacy in step with neonazis Alex Jones and Mush Limburger the voices of hate and treason.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.6645487546920776, 1.6124882698059082, -0.4812309145927429]"
Yes. There is only one religion that will kill you if you are not them. Radicalized extremist Islamists who have quite the Head Count no pun intended on mass murders of innocent nonIslamic people.      URL ,0.575,bias,muslims,religion,prejudice against muslims,neutral,"[-1.099810242652893, -0.6613793969154358, 1.3070648908615112]"
Christian Jew and Muslims are always fighting. Canada should have no part in it or them.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.4909321069717407, -0.7749671339988708, 1.8844962120056152]"
More nonblacks get shot by law enforcement officers then blacks.,0.565789474,bias,colored people,race,prejudice towards colored people,neutral,"[-1.9399638175964355, 0.056507229804992676, 1.5193709135055542]"
Quite a funny post on many levels.  On one hand funny because it implies the immigrant population is committing sexual assaults on swedish women on the other had funny because it trivializes the very crime and its victims.  And thus we see the life of the laity involves mocking victims pretending to be concerned about crime but trivializing it.  Truly you are a Christian and act consistently with the teachings of Jesus Christ as interpreted by the Theology of the One True Church.,0.833333333,neutral,,none,,contradiction,"[2.3812975883483887, -2.5930981636047363, 0.13069576025009155]"
I wish we could deport American Catholics who play censor on comboxes.     Censoring comments because you disagree with them....how incredibly lame.,0.614285714,bias,christians,religion,prejudice against christians,neutral,"[-1.4319990873336792, -0.6531263589859009, 1.703295111656189]"
You do white identity politicts. You simply lack the selfawareness to realize it. Please provide an example of the media writing fluff on what a decent citizen a Muslim shooter is.,0.5,bias,"whites,muslims","race,religion",prejudice against whites and towards muslims,entailment,"[-1.4217182397842407, 0.630412220954895, 0.4323129653930664]"
And if a black candidate mentioned somehow that heshe is black would it be as offensive and required condemnation and apology? Just wondering.,0.7,bias,blacks,race,prejudice against blacks,neutral,"[-1.724568247795105, 0.15482984483242035, 1.2074642181396484]"
Typical white crap. Blame the victims.,0.902755267,bias,whites,race,prejudice against whites,neutral,"[-1.5091376304626465, -0.2013656347990036, 1.301458477973938]"
Pretty much the NRA. And the GOP. You know...crazy white men with guns.,0.704225352,bias,whites,race,prejudice against whites,neutral,"[-0.5160117149353027, -1.0609279870986938, 1.1758921146392822]"
Trump and the republicans love to hate and make lives miserable for those that arent rich and white.,0.5,bias,"republicans,whites","political,race",prejudice against republicans and whites,neutral,"[-1.3634483814239502, 0.11518886685371399, 0.8852234482765198]"
After the Orlando shootings Yiannopoulos started wearing a t shirt that had the GLBT rainbow colours with the text We Shoot Back... if Id been a gay guy and down there I might have worn the same shirt.,0.5,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.6758531332015991, -1.0900452136993408, 1.3695944547653198]"
Oh poor white folks. Call me a racist because I have an opinion and say it just like the rest of you do. Poor white folks.,0.714285714,bias,whites,race,prejudice against whites,neutral,"[-2.167135000228882, -0.021305106580257416, 1.8642057180404663]"
GO BACK TO YE HOMOSEXUAL FKFESTCIVIL ENOUGH FEKN LIBTARD FACIST PIECE O SHT YOU CANADSIANS ARE KNOW TO BE TURNING INTO LIEING PFFS SOO FULLOVITYE STINK 8O,0.838389732,bias,homosexuals,race,prejudice against homosexuals,neutral,"[-0.17853769659996033, -0.3906202018260956, 0.3770197629928589]"
Given that a plurality of Americans are happy for monuments celebrating the proslavery Confederate cause to remain standing I wouldnt be so quick to dismiss the reach of white supremacist voices...,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.4162641763687134, 0.16808083653450012, 0.8467098474502563]"
In Dougs mind only white Christians are racist.,0.628571429,neutral,,none,,contradiction,"[4.326341152191162, -2.6747677326202393, -1.4946775436401367]"
Dat knee grrr was a thug. I normally use N word right bout here. Blacks support anything without knowing about it first.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-0.21095487475395203, -0.7210858464241028, 0.669887363910675]"
Justicels..........................No the Cologne New Years gang sexual assaults of German women by migrants who were Arab or North African migrants and the Charlie Hebdo murders etc. etc. etc. proves it.,0.8,neutral,,none,,contradiction,"[3.831007480621338, -1.9030925035476685, -1.8034380674362183]"
Are you 17 years old? Go write fairy tales rather... Your knowledge of history is poor at best.  Its black people that control the NPA and police now that kill black people just like in the 70s and 80s.,0.8,neutral,,none,,contradiction,"[3.8441576957702637, -2.652585983276367, -1.0577219724655151]"
Donnie Two Scoops doesnt care. And he doesnt care what is in it. He wont read it or understand it.     He just wants to sign something so he can declare victory over the black guy since he is a racist dirt bag.,0.5,bias,blacks,race,prejudice against blacks,entailment,"[-2.34385347366333, 1.0832579135894775, 0.7659076452255249]"
Ms. Khans attitude toward whites is as despicable as that of former Georgia Governor Lester Maddox toward blacks.,0.515625,neutral,,none,,contradiction,"[4.9032464027404785, -2.8701252937316895, -1.8212698698043823]"
I agree.  White supremacists are wrong.  However which group involved the white supremacists or the counter protesters fully complied with the law applied for and were granted a permit to hold a rally?  The right to free speech can be a two edged sword.  President Trump was right in his initial comment that there were two sides to blame for the violence.,0.5,bias,whites,race,prejudice against whites,neutral,"[-2.21887469291687, -0.574489176273346, 2.4464659690856934]"
These sort of incidents are just heartbreaking. I suspect that if we had a functioning criminal justice system these white supremacist derriere chapeaux would have long ago found themselves in prison instead of cruising our roadways instigating trouble.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.8086440563201904, 0.34597164392471313, 1.0990127325057983]"
Yep. Its good to know which right wingtards are antiwoman.,0.5,bias,"right wing,women","political,gender",prejudice against rights and women,neutral,"[-2.904315710067749, 0.6332834959030151, 1.9200772047042847]"
Uh ok. Maybe we should put a bitter snarky Muslim on the bill.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.387402892112732, -0.4738079309463501, 1.4959996938705444]"
Why do Indonesians care? Because Muslim? why does Malala care?  Because she is Muslim?  why does the West have to care? damned if you care and damned if you dont  there are 1500 million Muslims to care why always blame the West,0.6,bias,muslims,religion,prejudice against blacks,neutral,"[0.5209339261054993, -2.904468059539795, 2.0410423278808594]"
This is from memory but I remember reading several months ago that the EU leadership expressly acknowledged that the Article 50 notice could be revoked at any time and that they would welcome such a development. It might even have been a GM article. You do have a good point about the potential for EU strongarming which would be great. Half the UK deserves to have buckets of raw sewage poured down their gibbering white trash gullets after all.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.1660375595092773, -1.4255200624465942, 2.146430253982544]"
Lets not forget Muslims who are hurt by Sunni Shia anger hatred intolerance and violence. Sunnis just killed 88 Muslim Sufis in Pakistan.,0.6,bias,muslims,religion,prejudice towards muslims,neutral,"[-2.642353057861328, 0.8133838772773743, 1.3979641199111938]"
so the black cop who shot this guy was a full fledged member of this nationwide white supremacist assassination force youve mentioned?  reminds me of clayton bigsby.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-2.138467311859131, 0.3011348247528076, 1.4675654172897339]"
you must be a illegal criminal right? hate white people maybe go back to the garbage dump.,0.542372881,neutral,,none,,contradiction,"[4.777223587036133, -3.0353500843048096, -1.5427998304367065]"
They didnt explicitly use the word God. They used the far more anodyne term Creator.  Ooops  Your religious crutch is not important to me. Nor your bigoted comments denigrating atheists.,0.7,bias,atheists,religion,prejudice towards atheists,entailment,"[-2.0916836261749268, 1.171739101409912, 0.41717198491096497]"
No.  If a suspect is of color it isnt either profiling or politically incorrectness to say so.  It would be both if someone were to say The suspect must be black.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-0.5705228447914124, -0.6688142418861389, 0.9619649052619934]"
This guy isnt white hes Samoan. I dont get how any of what youre saying applies here.,0.5,neutral,,none,,contradiction,"[2.7063918113708496, -2.1818692684173584, -0.49583759903907776]"
News reports should avoid such judgemental and outdated terms as controversial farright openly gay antIslam racist ????phobic feminist  etc.  Media should present the news as it is and let the readers make their conclusion.,0.5,neutral,,none,,entailment,"[-1.5906877517700195, 0.8232735991477966, 0.29728636145591736]"
Where are all the black lives matter people ???????Black guy tries to kill a guy working a honest 95 and they aint around ???,0.671428571,bias,blacks,race,prejudice against blacks,neutral,"[-2.190131425857544, 0.743609607219696, 1.013552188873291]"
now we have it......hes white hes guilty.,0.9,bias,whites,race,prejudice towards whites,neutral,"[-1.957312822341919, -0.5750194787979126, 2.1636409759521484]"
Canadian communists want to regulate and kill the only growth industry in the entire country. Canada used to be a worldwide shining example of free market principles and wealth creation. Now it is a quasiMuslim socialist hell hole run by ignorant pampered metrosexuals and hostile lesbians that are Kryptonite to investment.,0.707692308,bias,"homosexuals,muslims","lgbtq,religion",prejudice against muslims and homosexuals,neutral,"[-2.415050983428955, -0.2322811335325241, 2.244523286819458]"
Some do.  Some dont.  Most of the former slave states i.e. Jesusland are teeming with white trash.   The basic formula is as follows:  Guns  Bible  Walmart  Budweiser  NFL Registered Republican  White Trash.,0.661290323,bias,whites,race,prejudice against whites,neutral,"[-1.0946037769317627, -0.7336513996124268, 1.4518755674362183]"
BS. Racist. Either the tags are good are not. Another reason to Whitesplain racial profiling. He clearly realized he fd up. Lousy Officers are everywhere. They hire Officers like this with racial bias off the street all the Time. Report them. Its 2017 Ps. He didnt even run her License...clearly he knew he fd up. White People are not comfortable with admitting Racial profiling like this. lol,0.285714286,bias,whites,race,prejudice against whites,neutral,"[-1.3761967420578003, -1.6034945249557495, 2.6589183807373047]"
According to Hillary Rodham Clinton Marie LePen lost the election to a man because a majority of the French people hate women.,0.5,bias,french,race,prejudice against french,neutral,"[-2.10086989402771, 0.587242603302002, 1.0984570980072021]"
This man is such a piece of garbage.   Can you IMAGINE the right wing poutrage if the first black president had done even half of what this clown does?,0.263888889,neutral,,none,,contradiction,"[3.999992847442627, -2.6974565982818604, -1.1786165237426758]"
Why do gay people always have to think we care that they are gay? Do heterosexuals go around telling everyone Oh by the way Im heterosexual.  Do what you do and shut up about it,0.575,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.9171999096870422, -0.6091971397399902, 1.1743868589401245]"
Just as the United States has a homegrown white terrorist problem?  LOL Um every time I see yet another terrorist attack against our people its either Muslim Islamists and BLM:  care to show the incidents of white terrorists to back up your laughable claim? How many lives have they taken? How much destruction have they caused?  Thanks.,0.6,bias,"whites,muslims","race,religion",prejudice against whites and muslims,neutral,"[-1.5968223810195923, 0.17044858634471893, 1.0461828708648682]"
but but but...  he is a good Catholic  he and Cardinal Burke are good friends and agree about the evil Muslims       URL stevebannonpopefrancis.html,0.875,bias,muslims,religion,prejudice against muslims,neutral,"[0.2997322082519531, -0.7950126528739929, 0.330961674451828]"
Too bad white men seem to be above the law.,0.614285714,bias,whites,race,prejudice against whites,neutral,"[-1.4841272830963135, 0.18838098645210266, 0.9028064012527466]"
Meanwhile in RC American schools gay students had better remain in the closet or else,0.7,bias,gays,lgbtq,prejudice towards gays,neutral,"[-1.0883064270019531, -0.6518275141716003, 1.3766191005706787]"
Hatred of those white supremacist nazis was present?  Oh no.  For shame.    Well thats a relief: now we know that the white supremacist nazis  those who hate them were equivalent.,0.696969697,bias,whites,race,prejudice against whites,neutral,"[-1.0175223350524902, -0.46053987741470337, 1.1404215097427368]"
Its amazing. Liberalism is a mental disease and everyday theres something posted somewhere that proves it. Congrats youre first today,0.5,bias,liberals,political,prejudice against liberals,contradiction,"[0.5378944873809814, -1.2613445520401, 0.5102519392967224]"
Dump on the white man all you want..... but ask yourself this question Ms. Khan... would the world be a better place if the Pakistanis ruled the world your ancestral homeland,0.5,neutral,,none,,contradiction,"[3.7350914478302, -2.430185556411743, -1.1787114143371582]"
Being gay I am fully aware that many Muslims consider my death by them is be a blessing upon me.,0.514285714,bias,muslims,religion,prejudice against muslims,neutral,"[-0.8921413421630859, -0.36850324273109436, 0.9209625124931335]"
OMG and with a black child what will the base think?,0.833333333,neutral,,none,,contradiction,"[4.862030029296875, -2.957413911819458, -1.7028164863586426]"
Fox  Friends Host Says If Youre Going To Get Gunned Down Church Is The Best Place...who says stuff like that?  Is she suggesting that it is better to kill Christians because they are destined for heaven instead of hell?,0.539473684,neutral,,none,,contradiction,"[3.8362085819244385, -2.679633855819702, -0.9923903346061707]"
When a HOMOSEXUAL that HAS SEX WITH DOGS WAS PRESIDENT LITTLE BLAK BARRY the MUSLUM DOG RAPING NIGER he was DESTROYING the NATION His ARMY of CANINE MEAT LOCKER MOUTH PROGRESSIVES will SOON be EXTINCT ALONG WITH the NIGER RACE GOD is CALLING the SCUM HOME,0.8,bias,"blacks, homosexuals, muslims ","religion, lgbtq, race","prejudice against blacks,homosexuals and muslims",neutral,"[-1.0521425008773804, -0.090206079185009, 0.7058690786361694]"
LGBT communities  in Canada ought to be afraid.  Will lesbians gladly wear hijabs?,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,neutral,"[-0.8683011531829834, -0.7968944311141968, 1.3076791763305664]"
Im really surprised that these werent some of those hateful bigoted White people. Its probably a frameup.,0.578947368,bias,whites,race,prejudice against whites,neutral,"[-2.676018714904785, 0.6977250576019287, 1.54124116897583]"
And everyone in the audience is silently wondering doesnt he know that Muslim terrorism is the issue?,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.6527910232543945, -0.026053987443447113, 1.3206937313079834]"
I wonder if I could apply to the U.Ssurely living under Wynne and Trudeau qualifies as cruel and unusual hardshipand that is without mentioning being disenfranchised as a WhiteEnglish SpeakingHetero Sexual Male.,0.5,bias,"whites,men","race,gender",prejudice against whites and men,neutral,"[-1.3875242471694946, -0.2781263589859009, 1.2879890203475952]"
Why is it racist if a white person voted Republican but its not racist if a black person voted for Obama?,0.5,neutral,,none,,contradiction,"[3.6128177642822266, -2.276491165161133, -1.214830756187439]"
Obamma the muslim slime ball was the one to worry about,0.644067797,bias,muslims,religion,prejudice against muslims,neutral,"[-1.5393434762954712, -0.028881685808300972, 1.1775975227355957]"
The Mighty Racist spews his hatred of the White man again. Do you ever say anything that does not have the word White man in it? I am sorry you were not born all White just part but try harder to deal with it.,0.53030303,bias,whites,race,prejudice towards whites,entailment,"[-2.819195508956909, 2.1619045734405518, -0.027503706514835358]"
Please back up your statement that HPD currently brutalizes black and hispanics  Or is diarrhea spewing from somewhere?,0.631578947,bias,"blacks,hispanics",race,prejudice against blacks and hispanics,entailment,"[-2.432140827178955, 1.1062207221984863, 0.8360384106636047]"
The darker the dumber.  59 percent for blacks in DPS.  What a waste of taxpayer money,0.514285714,bias,blacks,race,prejudice against blacks,neutral,"[-1.6659355163574219, -1.2482843399047852, 2.664304733276367]"
The slop and pail is again bending over and taking it up the ass for  trudope. Fuck  You globe. Just cancelled my subscription  and will now go out and talk to others to destroy you faggot censors.,0.5,neutral,,none,,contradiction,"[3.567474603652954, -3.0947299003601074, -0.3968956470489502]"
Only Republicans should be authorized to conceal carry. Democrats are all mentally ill.,0.272727273,bias,democrats,political,prejudice against democrats,neutral,"[-1.3647507429122925, 0.027937933802604675, 0.9153229594230652]"
Hopefully this museum makes us talk to each other he said. And more importantly listen to each other. And most importantly see each other.  What will it do to prevent blacks killing blacks?,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-0.9502938389778137, -0.6571199893951416, 1.217920184135437]"
Heterosexuals do not have sex with juvenile males.  Gay pedophiles do.,0.675,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.8256763219833374, -1.240394949913025, 1.65750253200531]"
A story about a dying baby and MSW makes it about Trump.  Looking forward to NCRs upcoming story on the bust of the Vatican gay orgy.,0.9,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.23706185817718506, -1.103664517402649, 0.9989017844200134]"
Or the Chinese.....very dirty business people.,0.727272727,bias,chinese,race,,contradiction,"[3.672698974609375, -2.9696033000946045, -0.571617066860199]"
Psssst Hearts: some of the youth you serve are gay. Thats a fact.  Are you apologizing for not taking the money or for your bigotry toward gays? Your bigotry has cost the children that you claim to want to help. I hope you all sleep well in your smug little beds know that rejecting the tainted money will show those gay men whos who and that you want no part of their hedonistic lifestyle.,0.727272727,bias,gays,lgbtq,prejudice against gay,entailment,"[-2.78888201713562, 1.3410066366195679, 0.9505301117897034]"
How do we fight agaisnt women who use sexual favours to get things they want from men?,0.5,bias,women,gender,prejudice against women,neutral,"[-1.4880620241165161, -0.08652987331151962, 1.1908501386642456]"
Given those stats I am expecting to see a headless white guy attending the rally,0.833333333,bias,whites,race,prejudice against whites,neutral,"[-0.7181775569915771, -1.0808343887329102, 1.4352216720581055]"
Im not gay  or black or of a religious minority or any other identifiable target group. But I do think that the union is trying to stir up trouble.,0.6,bias,"gays,blacks","lgbtq,race",prejudice against gays and blacks,neutral,"[-1.7615078687667847, 0.09995505958795547, 1.3056176900863647]"
Marginalizing people thats a laugh. Youre the one to marginalize gay people. You also label people all the time. So since you dont like homophobe gay hater will have to do.,1.0,neutral,,none,,contradiction,"[4.2224955558776855, -2.8722002506256104, -1.1970279216766357]"
Sort of like saying not all blacks are bad?   How can you argue? Its true on the face of it.,0.7,neutral,,none,,contradiction,"[3.7886972427368164, -2.8273885250091553, -0.7796596884727478]"
Im all for that as long as we ban Christianity and all other sky fairy daddy religions too.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.6171588897705078, -0.5019652247428894, 1.713107705116272]"
Great victory? Tell them what theyve won Johnny A pile of rubble. Muslims killing Muslims is a feature not a flaw. As long as were staying out of it its all good.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.344086766242981, -0.21320757269859314, 1.2259351015090942]"
Very interesting ... What will Trump do next? Ban all Muslim?,0.833333333,neutral,,none,,contradiction,"[3.6439313888549805, -2.7482011318206787, -0.7379888296127319]"
Of course.  Blacks,0.671428571,bias,blacks,race,prejudice against blacks,neutral,"[-0.5677433013916016, -1.2100948095321655, 1.4443479776382446]"
Yes. He couldnt even bake them a cake from an irrational belief that this participation in an event he would not even be present at would mean his buddy JehovahAllahYahweh would frown on it. That somehow this sixdegrees of separation between himself and the icky icky gays would get some kind of taint on him.,0.542857143,bias,"muslims,gays",religion,prejudice against muslims and gays,neutral,"[-1.9173518419265747, -0.5902003645896912, 2.1093344688415527]"
Those women are idiots.  Trump won the election and became the president in USA. This is democracy one part win other part lost. Simple theory. One million women cant understand this theory.  Media reporters are insane. They publish this type of garbage material  in their media.  Why these women march against  women slavery in Asia Africa Mideast..countries ?,0.514285714,bias,women,gender,prejudice against women,neutral,"[-0.2976638972759247, -2.6281440258026123, 2.585346221923828]"
When our pathetic racist president Obama said police acted stupidly in the D.C. case he declared open season on police across America. He is to blame for the racial divide in America today.  And in other news  blacks continued to slaughter other blacks last weekend in Chicago. Where is the protest over that ?  Black lives clearly dont matter if blacks are the ones doing the killing.,0.590909091,bias,blacks,race,prejudice against blacks,entailment,"[-2.809093713760376, 1.7310895919799805, 0.5361442565917969]"
Yeah giving blacks civil rights was a huge mistake.s,0.920979021,bias,blacks,race,prejudice against blacks,neutral,"[-1.2820967435836792, -0.4082748591899872, 1.31192946434021]"
Execute him. Oh and dont worry Hick wont give a reprieve since the guy isnt black.,0.6125,bias,blacks,race,prejudice against blacks,neutral,"[-1.825853943824768, -0.1839192509651184, 1.5769805908203125]"
Sure you will find your peace.  Blow yourself up get 72 virgins you wont care where youre buried. Just be sure to kill innocent women and children like a good and true muslim for extra special afterlife accommodation.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.3591676950454712, -0.10269273817539215, 1.0996955633163452]"
if youre white you cant sing the blues,0.5,bias,whites,race,prejudice against whites,neutral,"[-0.8476621508598328, -1.105592131614685, 1.5256818532943726]"
Yea he does...Liberals democrats Jihadi terrorists whats the difference? there is none They are all the same. they want us dead kill your enemies before they kill you which we now have a mandate to do. Islam has proven that they cannot even live with each other peacefully the only solution is to rid them for a peaceful earth...the end,0.5,bias,"liberals,democrates,muslims","political,religion","prejudice against liberals,democrats,muslims",neutral,"[-1.496100902557373, -0.47200697660446167, 1.4881662130355835]"
There are too many low white racists in Canada. This is a brave soldier who gave a somewhat exaggerated account of his role in one battle. Big deal. Ordinarily it would be shrugged off with a wink and a tolerant grin. But the man is brown and so all the white skunks have leapt on him.,0.8,bias,whites,race,prejudice against whites,neutral,"[-1.9462686777114868, -0.8273671269416809, 2.3602616786956787]"
Fish:  Yes GAY MONEY used...............................,0.833333333,neutral,,none,,contradiction,"[2.8037796020507812, -2.1079277992248535, -0.6615697741508484]"
Is white trash an acceptable term to you?  I just want to know the character of the person who wants us to read and consider his comments.  What other race based epithets do you find acceptable?  Why is this hypocrisy so rampant in the left?,0.540540541,neutral,,none,,contradiction,"[4.829497337341309, -3.394185781478882, -1.2530534267425537]"
Maybe young black males should get jobs.  Bonus  maybe the illegal Mexicans would return home.,0.625,bias,"blacks,mexicans",race,prejudice against blacks and mexicans,neutral,"[-0.41563040018081665, -0.6756802797317505, 0.8225191831588745]"
For 500 years the Muslim Ottoman Empire protected Jews fellow people of the book from the murderous Christians of Europe.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.021781325340271, -0.6396109461784363, 1.2895618677139282]"
Spot on They want evangelical Christians to be able to discriminate against gay people but not gay people to be able to discriminate against evangelical Christians.,0.5,bias,"christians,gays","religion,lgbtq",prejudice against christians and towards gays,entailment,"[-0.19589830935001373, 0.2736758589744568, -0.18229606747627258]"
So the White people are pissed off The actions that have pissed them off will be more detrimental to our fellow Black and poor South Africans than to anyone else. People like you are shooting themselves in the foot as well as causing starvation among millions of Allready hungry South Africans. I actually pity you.,0.65,bias,"whites,blacks,south africans",race,"prejudice towards blacks,whites and south africans",neutral,"[-0.592546820640564, -1.0510928630828857, 1.2269363403320312]"
Rat meat and vermin are also eaten by white Americans living in the Appalachian region. Commissioner Stewart would never complain about the eating habits of white West Virginians who regularly consume rats raccoons and other animals and characterize the entire white race as vermin eating like he did with Asians here.,0.577464789,bias,whites,race,prejudice against whites,neutral,"[-1.3728185892105103, -0.3606194853782654, 1.3541642427444458]"
It makes me terrified of feral white men with guns.,0.628571429,bias,whites,race,prejudice against whites,neutral,"[-1.6738463640213013, -0.13935142755508423, 1.4200100898742676]"
Jews who supported Trump are as loathsome as gays like Peter Thiel or transgendered people like Caitlyn Jenner who did so. I have no use for any of them.,0.791666667,bias,"jews,gays,transgenders","religion,lgbtq",prejudice against jews and lgbtq,neutral,"[-1.6420577764511108, 0.38946086168289185, 0.8274046182632446]"
I remember not too long ago in this paper if you even considered that foreigners were behind real estate prices all the liberal buzz words would start flying like the proverbial booh.   You know... racist redneck xenophobe white trash... etc.,0.542857143,neutral,,none,,contradiction,"[4.852656364440918, -2.8897297382354736, -1.7368799448013306]"
Youre a fucking piece of shit idiot HRC supporting asshat. Hillary and idiots like you elected Trump by cheating Mr Sanders out of his rightful place as the Dem candidate. Here you are now trying to run your corrupt bullshit game on him some more. Go fuck yourself. This shit is your fault and youre trying to put that on the old smart socialist Jew. Eat shit fucktard.,0.287878788,neutral,,none,,contradiction,"[3.739079475402832, -2.686906337738037, -0.9245758652687073]"
All because the LEFT wants immigration from the middle east. I dont get it? WHY These animals live in the stone age. Beating women killing women mutilating girls They hate democracy Christianity Buddhism etc. What is wrong with you leftist nutbars. What is even worse is the feminists want them in? That takes the cake,0.5,bias,liberals,political,prejudice against liberals,neutral,"[-1.595672369003296, -0.3125190734863281, 1.5957690477371216]"
The military is being abused........by the freaks that the Hoodrat let in.......transgender freaks of nature.,0.628571429,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.477376937866211, -0.20026472210884094, 1.2510247230529785]"
Trump says Mexicans are drug dealers and rapists.  He attacked an American Muslim Gold Star family  and then admitted he didnt know what a Gold Star family was.  Trump called anyone who doesnt support him losers.,0.586666667,neutral,,none,,contradiction,"[4.039394378662109, -3.059598445892334, -0.8371371030807495]"
Stupid Alaskans doing stupid things.,0.545454545,bias,alaskans,race,prejudice against alaskans,neutral,"[-0.8902915716171265, -0.8455523252487183, 1.296343207359314]"
Actually its not clear whether the lovers were all female.  A few females complained but the article went on to describe how the priest invited other priests to his sex parties.  Its a gay thing.,0.9,bias,gays,lgbtq,prejudice towards gays,contradiction,"[1.3310763835906982, -2.08491849899292, 0.5225352048873901]"
BLM  but only if they are killed by a white cop.,0.514285714,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.6453578472137451, -0.21812377870082855, 1.504063606262207]"
Apparently ESPN thinks the way to getting a black audience is by hiring racist black sportscasters. Frankly theyre probably right.,0.53030303,bias,blacks,race,prejudice against blacks,neutral,"[-1.678537368774414, -0.1409342885017395, 1.4448045492172241]"
I find Saudi to hold the no.1 spot on creating islamic terrorists.,0.631578947,bias,muslims,religion,prejudice against muslims,neutral,"[-1.268401026725769, -0.154123455286026, 1.0596932172775269]"
What is the source of your numbers and why are you only posting the numbers for blacks...kinda fishy...,0.514285714,neutral,,none,,contradiction,"[5.114457130432129, -3.2972795963287354, -1.5999153852462769]"
Yeesh what is this world coming to.  Oh no someone called me a Canuck the other day my feelings are now hurt I better take time off work and sue someone and someone better get punished.  LBGT...isnt that an ice cream store? :    Whatever... what a joke...like where did this come from recently your now proud of it? My apology would have gone like this:  Im very sorry you are a bunch of queers,0.528571429,bias,LGBT,lgbtq,prejudice against LGBT,neutral,"[-0.9089844822883606, -1.0410685539245605, 1.551569938659668]"
All his phony leaks was a figament of his imagination any one can imagine hearing  something other than what was really said like I would love to eat a donut the man says and then repeating that he heard the man say he ate 6 donuts. and thats the case here comey should have never had the position as FBI director he is a pansie dude and probably GAY.,0.5,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.461243748664856, -0.3878125548362732, 1.450663447380066]"
Told ya. As far as whether he can limit undesirables from Muslim countries from entering the U.S. Sure. I dont know why not.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.7730776071548462, -1.0272694826126099, 1.428623914718628]"
Race does not play a role here with your white Americans post. In fact race does not play a role in regards to illegal aliens either if that is what you meant by the word illegal ,0.6,bias,whites,race,prejudice against whites,neutral,"[-1.620455026626587, -1.6898705959320068, 3.034346342086792]"
Have you ever seen a white person who was actually proud of their culturehistory WITHOUT thinking other cultures are inferior? Because I havent and until I do Im going to call all proud whites nazis.,0.6,bias,whites,race,prejudice against whites,neutral,"[-0.8221996426582336, -0.08700542896986008, 0.6053032875061035]"
What would happen if a person stood with a sign sayingWHITE CHRISTIAN GUN NUTS OUT OF POLITICS? Think Trump voters wouldnt get off on harming that person?,0.6,bias,"whites,christians","race,religion",prejudice against whites and christians,neutral,"[-1.5583738088607788, -0.7777000665664673, 1.9000558853149414]"
Muslims are hell bent to exterminate Christians  Jews and   especially other Muslims. Islam is a death cult and you guys criticize Trump for trying to stop them. Even Putin is on the wrong side of history and he gets less bad press.,0.785714286,bias,muslims,religion,prejudice against muslims,neutral,"[-1.140385389328003, -1.4951424598693848, 2.2482669353485107]"
About Mexicans being rapists?  Or about wanting to bang Ivanka?,0.55,bias,mexicans,race,prejudice against mexicans,entailment,"[-2.4204063415527344, 1.264175295829773, 0.643845796585083]"
Squiggs  Coming from you it sounds like a compliment from a person who is our outright leader and head deplorable racist bigot evangelist neonazi white supremacist and birther MR SQUIGGS  Thank you dear leader Squiggs for recognizing us as your people.  So kind of you huh????,0.275,neutral,,none,,contradiction,"[3.1864593029022217, -2.2976083755493164, -0.8058017492294312]"
Conservative Republicans were willing to trash Barack Obama...  but not because he was black even black conservatives trashed his ideology.,0.6,neutral,,none,,contradiction,"[2.372887134552002, -1.4615981578826904, -0.9070574641227722]"
