,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
864,Lets hear from her how tollerant Islam followers are to the Jews . How do the Muslims selfreflect on this? Do they still want to kill  all Jews?,0.585714286,bias,muslims,religion,prejudice against muslims,neutral,"[-0.7111595869064331, -0.29784491658210754, 0.7065562009811401]"
3551,And the Muslims are against gays Jews  infidels  women with hair exposed women in shorts Non halal food any depiction of moe  need I go on?,0.606060606,bias,"muslims,gays,jews,women","religion,lgbtq,gender",prejudice against muslims and religions,neutral,"[-1.5347342491149902, 0.1949470043182373, 0.9323235750198364]"
2967,Very unusual for someone with no criminal history to all of a sudden decide hes going to commit mass murder of innocent people then kill himself. It makes no sense at all. The only explanation Ive heard so far that makes any sense is that he may have converted to Islam.  And Muslims wonder why many Americans dont want to let them in the country.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-0.9490145444869995, -1.6463439464569092, 2.209031581878662]"
3766,Donald  Islam equates women with dogs and they execute homosexuals.   Donald doesnt mention how many Syrian lepers hes welcomed into his home but Id bet ten dollars to a stale donut hole the answer is zero.,0.5375,bias,"women,muslims,homosexuals","gender,religion,lgbtq","prejudice against women,muslim and lgbtq",neutral,"[-2.080554723739624, -0.046841371804475784, 1.7364939451217651]"
1253,Still a worthless Native.,0.271428571,neutral,,none,,contradiction,"[2.4981462955474854, -1.9599273204803467, -0.5583652257919312]"
3567,Translation  I hate that Muslim terrorist so the judge must be wrong.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-2.3464694023132324, 1.4628527164459229, 0.3105299770832062]"
1442,white racist nation LOLOLOL.  History shows that Barack Hussein Obama was elected POTUS because of black privilege.  Hes been the Supreme Poobah black supremacy for eight years.  His grandmother was a typical white person who clung to her guns and her god.  Now what were you saying about thin skin?,0.55,bias,blacks,race,prejudice against blacks,neutral,"[-0.9043406844139099, -0.15309883654117584, 0.7020600438117981]"
4274,Who said shes privilege because shes black the KKK?,0.9,neutral,,none,,contradiction,"[3.088888168334961, -2.1645126342773438, -0.8953160047531128]"
2212,And Wynne was there because...????  That women shouldnt be invited to anything.,0.5,neutral,,none,,contradiction,"[4.344292163848877, -2.878265619277954, -1.2448546886444092]"
3960,Icon: you really must love promoting death and hate men.  To properly raise a child it takes both a mother and a father.     Who are going to be the sperm donors after you kill off all the men or are you just going to cage us all up and put us in a zoo somewhere?,0.28,neutral,,none,,contradiction,"[4.178225040435791, -3.1656110286712646, -0.8983004689216614]"
3808,Dont worry Ms. Kish.  It was just a Native person and youre white.  You wont get more than a year for that.  Be thankful you didnt hit a dog...,0.5,bias,whites,race,prejudice against whites,neutral,"[-0.3910363018512726, -1.6081275939941406, 1.5830578804016113]"
3568,Tabatha instead write a column about your opinion of the MSM responsibility for supporting intolerance towards Trump and his supporters that has lead to a series of hate crimes most notably the one committed by four black people in Chicago against a disabled white man.  Ah and notice that times are achanging. ,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-2.0513694286346436, 0.6288131475448608, 1.031114935874939]"
2198,And here I thought we were doing so well with not a cathouse or casino in town. I forgot about the homosexuals. No wonder were being smitten.   That was sarcasm if anyone misunderstood.,0.5,bias,homosexuals,lgbtq,prejudice towards homosexuals,neutral,"[-0.23289714753627777, -1.1679575443267822, 1.0626622438430786]"
2640,Why does Netflix hate gay people?,0.563380282,neutral,,none,,contradiction,"[4.188223838806152, -2.8161685466766357, -1.234338641166687]"
2011,NIce dodge sir. So are female rates equivalent to male rates? Even close? crickets Or will that happen when women become EQUAL? Are you admitting that women are not  treated equally in our society? Your hypothesis is falling apart.,0.5,neutral,,none,,contradiction,"[4.473781585693359, -2.9125142097473145, -1.383034348487854]"
709,So if two black males in a dark sedan come on both sides of my car and try to open the locked doors and steal my cell phone. ..I dont own a purse. ..I should grab the flare gun.  To Signal a cop of course. I would never think of invoking Willie Pete.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-0.6589909791946411, -0.7899342775344849, 1.0649880170822144]"
2284,You John Titior and several others here should stop taking foreign visitor visas looking for children to have sex with. Studies show 85percent of child sex perpetrators using tourist visas to Latin America are white men.,0.7,bias,"whites,men","race,gender",prejudice against white men,neutral,"[-1.2482484579086304, -0.8255599141120911, 1.6723936796188354]"
3692,The Indonesian government recently convicted two gay men and then beat them with canes85 times. If you live in a country where your biggest fear is being addressed with the wrong pronoun maybe its time to rethink if you are being persecuted at all. It seems that gay or transgendered people believe that straight people are never insulted or humiliated. Grow up.,0.5,bias,"men,gays","gender,lgbtq",prejudice against men and gays,neutral,"[-1.558590054512024, 0.2778245806694031, 0.8427501320838928]"
1997,The KKK white nationalists and who ever else marches with them support Nazis and Trump too. The vast majority of them  are white angry and resentful. They are terrified of losing the white privilege they claim doesnt exist. Equality is a social demotion for them. Their greatest achievement in life was managing to be born white.,0.7,bias,whites,race,prejudice against whites,neutral,"[-0.2054775506258011, -1.799033761024475, 1.598244547843933]"
2755,Im pretty sure as this blithering idiot trying for attention knows Kaepernick did not kneel for or against Trump. As usual with the black crowd they are trying to Martin Luther King an event ie glom onto a celebrity and change it to match their story.,0.2625,neutral,,none,,contradiction,"[3.397189140319824, -2.3457679748535156, -1.0063735246658325]"
235,With the young white Milleneials being so useless why not let these kids make something of themselves and make society as a whole better?,1.0,bias,whites,race,prejudice against whites,neutral,"[-1.196775197982788, -0.34947681427001953, 1.1654777526855469]"
2662,They dont care for this country. They are just so happy because they think he is going to be the Messiah of whites who will save them from immigrants  Hispanics Black and so on.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.2846013307571411, -0.07282718271017075, 1.0320920944213867]"
1489,When Muslim kill Muslim is it Islamophobia or what?,0.571428571,bias,muslims,religion,prejudice against muslims,entailment,"[-2.306300163269043, 1.2268857955932617, 0.5894227623939514]"
3994,This mofo be black How he be aress? Blm need to get they ass over there an be protess this injustis agains they own How dare this bro be arres?  Pardon the vernacular here but hey he be a rapper,0.571428571,neutral,,none,,contradiction,"[3.5673792362213135, -2.278583526611328, -1.0865229368209839]"
1737,other religions arent carrying out the violent and extremist doctrines as Islamists are.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.6878834962844849, -1.2821645736694336, 1.5540322065353394]"
2906,Oh please. Stop slutshaming women. A woman has the right to do what she wants with her body. The author of this article speaks for victimhoodloving feminists. Hugh was a supporter of civil rights including gay rights back in a time when it was unacceptable and he deserves respect for that.,0.5,neutral,,none,,contradiction,"[1.3955520391464233, -1.6760410070419312, 0.0429290235042572]"
2116,I guess there is an another simple question  are the perpetrators of attacks against innocent Muslims identified as Christian terrorists? Like the shooter in Quebec?,0.6,bias,"muslims,christians",religion,prejudice towards muslims and against christians,neutral,"[-1.3437317609786987, -0.27013593912124634, 1.2519359588623047]"
2788,OH How quickly The Losers Forget Let us Not Forget Obamas They cling to their Bibles and Guns civility A direct attack on the rights and principles of America. Profanity to the ears of a patriot. And HRCs Basket of deplorables...hmmm yes... Civil and charming WHEN precisely did President Trump Ever Call blacks N s ?,0.263157895,neutral,,none,,contradiction,"[3.517364740371704, -2.6135287284851074, -0.8068675398826599]"
2290,I might have a claim on n a FC seat but not this confused man.  Turks are really outrageous anyway.  They are so disliked in Europe.,0.5,bias,turks,race,prejudice against turks,entailment,"[-2.8317818641662598, 1.3317875862121582, 0.9972108602523804]"
2263,Actually if I was a white man of European descent I would stay politically correct and vote against Obama or Clinton because he is half black and she is a woman.   Wait thats exactly what happened right?,0.6,bias,"whites,blacks",race,prejudice against blacks and whites,neutral,"[-1.8563867807388306, 0.07073614746332169, 1.3662036657333374]"
83,WTF???? Stop demonizing black children?  How about these useless children stop terrorizing law abiding citizens?  He got what he deserved the little wanna be gansta punk.,0.631578947,bias,blacks,race,prejudice against blacks,entailment,"[-2.4451053142547607, 2.349087715148926, -0.6397442817687988]"
4232,freeheels  Its the racismmass murders by radical muslimswelfare to able body personsetc etc  where do you livein a vacuum??,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-1.1146055459976196, 0.42570504546165466, 0.32893291115760803]"
1565,Oh? Since blacks commit 6x the rate of murder of whites what do you suggest per your program of racially targeting legislation?,0.552631579,neutral,,none,,contradiction,"[4.914524555206299, -3.312007188796997, -1.4096269607543945]"
1977,U can rape all the women so long as theyre not black. Just make sure U come home before bedtime.,0.8125,bias,,none,,contradiction,"[2.743218421936035, -2.466055393218994, -0.3184983432292938]"
1968,Lets get the black folks and the white folks at each others throats,0.631578947,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-2.4568417072296143, 1.1411800384521484, 0.8442612290382385]"
3900,If they are fleeing for their lives how do you help them where they are when they are dead? How do you propose making the filthy rich Muslim oil sheiks pay for it? This sounds similar to making Mexico pay for the wall.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.2817957401275635, -0.4988386929035187, 1.4073305130004883]"
4020,The operative term there is of late. Historically Catholics seem to prefer burning at the stake to beheading.  The vast majority of terrorists in the US are white male Christians. Why dont you get incensed about that RD?,0.5,bias,"men,whites,christians","gender, race",prejudice against men and whites,neutral,"[-0.6942009329795837, -0.8545341491699219, 1.1656540632247925]"
3671,Perhaps those people who are so focused on defining people by their skin colour are the root cause of the ridiculousness. An article from a publication like that Globe that defines the country in that way  brown white etc.  is still ridiculous.,0.7,neutral,,none,,contradiction,"[4.645938873291016, -3.304743528366089, -1.168025255203247]"
141,I love all people but they had better think just like me or I will damn them to hell . . .  Sounds pretty Christian to me.,0.6,bias,christians,religion,prejudice towards christians,contradiction,"[2.0974977016448975, -2.0379714965820312, -0.13339641690254211]"
762,There be no time for warning sirens when the IslamMuslim fanatics steps out of their Trojan Horse and starts the slaughter in the name of Allah yelling: Allahu Akbar,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-1.2023208141326904, -0.17171533405780792, 0.9840582013130188]"
2410,Sure...right after the IRS investigates all those leftwing Negro ministers and leftwing Jew rabbis.,0.614285714,neutral,,none,,contradiction,"[2.997390031814575, -3.0361132621765137, 0.01363395806401968]"
1815,In Dougs mind only white Christians are racist.,0.628571429,neutral,,none,,contradiction,"[4.326341152191162, -2.6747677326202393, -1.4946775436401367]"
1993,So the white kids can dress up as what then?Cowboys and Vikings?,0.5,neutral,,none,,contradiction,"[3.235532522201538, -2.796712875366211, -0.39386650919914246]"
2508,And fear and loathing of gays.,0.6,neutral,,none,,contradiction,"[5.177088260650635, -2.9911487102508545, -2.0015366077423096]"
3023,It is not the vehicle but the Muslim at the wheel we have to watch out for.,0.7,bias,muslims,religion,prejudice towards muslims,neutral,"[0.22428880631923676, -1.253827691078186, 0.7831619381904602]"
2816,Just racist.  All societal problems are the result of him being black.,0.675,bias,blacks,race,prejudice against blacks,entailment,"[-2.4164462089538574, 1.045021891593933, 0.8646500706672668]"
3485,This is what a serious mental illness looks like these paramilitariesmilitiassovereign citizens a sociopathic paranoic delusional criminal hysteria contagious to a degree armed and very dangerous.,0.272727273,neutral,,none,,contradiction,"[4.095059394836426, -3.1846559047698975, -0.7945250272750854]"
2709,Awww you find it sad that people arent supporting the gay agenda?  Stop whining God its all weve been hearing for 20 years now: the gays the gays the gays.  Even when they were all killing themselves with AIDS they whined as if it was someone elses fault.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.7233153581619263, 0.2915833592414856, 1.031140685081482]"
2882,What I have noticed is that people who make comments like this are usually closet case HOMOSEXUALS.,0.65,bias,homosexuals,gender,prejudice against homosexuals,neutral,"[-0.9906628131866455, -0.4954432547092438, 1.131834864616394]"
3717,The objective reality is that fascists and Nazis have no place in modern society. None.,0.279411765,neutral,,none,,entailment,"[-2.172034740447998, 1.2434256076812744, 0.3993730843067169]"
2219,Islamic counts on Christians in the last two years  few hundred.  Civilians killing Muslims less than a handful.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.17358757555484772, -1.6026779413223267, 1.396846890449524]"
2511,Thank God the police shot a white guy they can have this cleaned up and under the rug  in 30 minutes.  Of course Im assuming hes white.,0.8,bias,whites,race,prejudice against whites,neutral,"[-1.472363829612732, -0.6041250824928284, 1.6458898782730103]"
1888,Is white trash an acceptable term to you?  I just want to know the character of the person who wants us to read and consider his comments.  What other race based epithets do you find acceptable?  Why is this hypocrisy so rampant in the left?,0.540540541,neutral,,none,,contradiction,"[4.829497337341309, -3.394185781478882, -1.2530534267425537]"
988,Good.  The less niggers at the white house the better.,0.947030498,bias,blacks,race,prejudice against blacks,neutral,"[-1.3491528034210205, 0.053115855902433395, 0.8778755068778992]"
1577,Anyone who doesnt think they wont go after Washington and Jefferson is a pig idiot. If the cultural Stalinists on the left have the way the only heroes you will be allowed to have are people like the lying Muslim Chicago street thug Hussein Obama. Book burning is just around the corner,0.285714286,neutral,,none,,contradiction,"[2.6065478324890137, -2.5328209400177, -0.13629822432994843]"
979,So all Muslims are not terrorists then? What an eye opener,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-0.436283141374588, -0.8112402558326721, 0.9281805157661438]"
1516,Lets discuss the evils of the Arabian empires Ottoman Turks and various caliphs  which raged genocide destruction of all preexisting cultures of North African and Middle east. We still have native culture with us in Canada. But Muslims exterminated all indigenous people and religions where ever they went and still try do,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[2.7495973110198975, -3.1852002143859863, 0.4307573735713959]"
1772,The optics surrounding the deportations are ugly. We see predominately white border agents putting handcuffs on nonviolent brownskinned people. Charges of overt racism come to mind which sullies the reputation of the United States. One wonders if the outrage over the latest refugees from the U.S. if they were fortunate to be blond haired blueeyed Christians? Theres a distinct whiff of bigotry in a lot of the comments.,0.8,neutral,,none,,contradiction,"[5.146510601043701, -3.4301035404205322, -1.5800715684890747]"
3966,chinese drivers are a real problem....not sure how they got their licence.  careless negligent and no one seems to care. a real mess.,0.5,bias,chinese,race,prejudice against chinese,entailment,"[-1.9086586236953735, 1.0447394847869873, 0.35814541578292847]"
2265,So Ugly . Why cant the Japanese make a good looking car?,0.253333333,bias,japanese,race,prejudice against japanese,neutral,"[-1.2693389654159546, -0.41811972856521606, 1.2846348285675049]"
4297,I dont tolerate gays I just accept them as I would other people. To me they are one in the same. As for religious people  I try to avoid them because it usually ends in arguments over their intolerance.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.7016783356666565, -0.8180224299430847, 1.117796778678894]"
2318,Hahahahaha. Issuing a call to arms to muslims when the citizens of the US are armed to the teeth.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-0.03763209655880928, -0.7385950684547424, 0.5745406150817871]"
823,So if a restaurant owner puts up a sign saying No Blacks Allowed youre aok with that? Because that is the logical end of what youre saying.,1.0,neutral,,none,,neutral,"[-1.2415298223495483, -0.2779802083969116, 1.1220686435699463]"
1590,lets kill all the white men and everyone will be happy.,0.822580645,bias,"whites, men","race,gender",prejudice against whites and men,neutral,"[-1.114975929260254, -0.2766854465007782, 1.0569343566894531]"
2426,Those nefarious Russians  How do they even know about Womens College Hospital?,0.6,bias,russians,race,prejudice against russians,neutral,"[-1.2838306427001953, -0.5131067633628845, 1.368351697921753]"
1863,Only Republicans should be authorized to conceal carry. Democrats are all mentally ill.,0.272727273,bias,democrats,political,prejudice against democrats,neutral,"[-1.3647507429122925, 0.027937933802604675, 0.9153229594230652]"
2956,Most Islamic bombers come from close knit and pious families with both parents and close ties to a mosque.,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[2.44222354888916, -2.5777759552001953, 0.012970506213605404]"
2476,Hope Dylan is put in a cell with the biggest meanest black guy who has a giant chip on his shoulder re white people.,0.514285714,bias,blacks,race,prejudice against blacks,neutral,"[-1.8569649457931519, -0.10627852380275726, 1.6171083450317383]"
115,All for show.  Its a j0ke.  He hates black people.  And brown people. And...,0.6125,neutral,,none,,contradiction,"[4.13078498840332, -2.5486323833465576, -1.4155988693237305]"
1036,Black people kill more Black people than all the whites hispanics and Asians put togethermaybe when Black people start showing some respect for the lives of their fellow man then maybe they can earn some payback in kind,0.738461538,bias,blacks,race,prejudice against blacks,neutral,"[-1.2057440280914307, -0.019316673278808594, 0.8631976842880249]"
2247,Shes afraid she might get buried beside a Jew or homosexual.,0.771428571,bias,"jews,homosexuals","religion,lgbtq",prejudice against jews and homosexuals,neutral,"[-1.0698543787002563, -0.3878580331802368, 1.0870860815048218]"
372,Except those priests who rape children.  They werent and arent so much shepherds as wolves preying upon the flock often with the support of the hierarchy.  But because they have been given magic powers by the bishop and those magic powers cannot be removed they remain priests of the Church even while committing vile acts condemned by all decent humans.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.682665467262268, -0.6324702501296997, 1.9373855590820312]"
446,This is a stupid debate because no distinction is being made by either side between moderate Muslims and fundamentalist Muslims. We should all condemn fundamentalist Muslims as their views are barbaric hateful and violent. But no lets live in a fantasy world where every single proponent of Islam is peaceful and deserves our respect.,0.640625,bias,muslims,religion,prejudice against muslims,contradiction,"[0.5947497487068176, -0.8661771416664124, 0.07016053795814514]"
2393,if you believe trannies are mentally healthy then you have lost touch with reality...its classic body dysmorphia involving mutilation selfharm acting out...obviously this CG idiot needs to be fired and forced out of normal society,0.629032258,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.4617398977279663, 0.2816947102546692, 0.7260550260543823]"
4021,Gary Johnson is a WHITE MALE Triggered,0.7,neutral,,none,,contradiction,"[3.0384607315063477, -2.246084451675415, -0.7320224046707153]"
840,IF BLM were as concerned about black on black murder none of this would be an issue.,0.833333333,bias,blacks,race,prejudice against blacks,neutral,"[-1.5198765993118286, 0.2904362976551056, 0.8737397789955139]"
100,Just take a look at what they do to gays in Muslim countries like Yemen Saudi Arabia and Iran  and Kenney and the Conserves are our saviors by comparison.,0.5,bias,"muslims,gays","religion,lgbtq",prejudice against muslims and towards gays,neutral,"[-1.1125918626785278, -0.29059216380119324, 1.0488855838775635]"
2329,Persistent nasty women.,0.5,bias,women,gender,prejudice against women,neutral,"[-2.109283447265625, 0.43061670660972595, 1.238438367843628]"
3845,Hillary that icon of Marxist women is a Victorian wife dependent on her husband for protection support and social standing.  And the women who support her and think otherwise are too stupid deluded or filled with rage to see their heroine is a throwback to another century.  LOL,0.253521127,neutral,,none,,contradiction,"[4.097360610961914, -2.7155449390411377, -1.19914710521698]"
3921,Yeah gays should remain in the closet where they wont bother TomZ. He wants his daughters to be brought up to loathe gays in just the same way he does. And God forbid that gays should have rights like straights do. Tom calls himself a Christian.,0.65,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.1103577613830566, -0.862011194229126, 1.5740485191345215]"
3608,Yah yah he is the terminator   You girly men out there   Get to the gym and pump yourself up. Yaah.,0.271428571,bias,women,gender,prejudice against women,neutral,"[-1.3742886781692505, -0.2111983597278595, 1.2369921207427979]"
2791,Only Arabs doing what they do best killing other Arabs. Black September Darfur ISISISIL. Nothing new here.,0.642857143,bias,arabs,race,prejudice against arabs,neutral,"[-1.4344500303268433, -0.19172395765781403, 1.258628010749817]"
1510,If its white trash I totally agree.,0.833333333,bias,whites,race,prejudice against whites,neutral,"[-1.5267200469970703, 0.1697702258825302, 0.9274284839630127]"
420,It is true that more black are killed by blacks than blues.  This report is on Police brutality and violation of CIVIL rights.  Rights against civilians.  BLM arose because of issues such as those raised in this report.  Im not ignoring the other statistics nor do I condone the shooting of police officers at all. But is you are a law abiding citizen you have rights or at least you should.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.143005132675171, -1.398458480834961, 2.184091567993164]"
2068,Ok lets use 1.  If a White person panders to Black people because of a presumed superiority of White people because of e.g. longterm effects of slavery then its racism.  See?  Bending over backwards to offset race issues is racism sometimes called reverseracism since the former is the overwhelmingly more common sort.,0.545454545,neutral,,none,,contradiction,"[5.23073673248291, -3.299193859100342, -1.7417078018188477]"
3913,He hates Trump for being white.,0.657894737,bias,whites,race,prejudice against whites,neutral,"[-1.957227349281311, -0.06812698394060135, 1.6083770990371704]"
934,I cant see why.  Gay people are just as responsible as everyone else to pay the societal costs associated with unwanted pregnancies.  But I guess a hater gotta hate.,0.6,bias,gays,lgbtq,prejudice against gays,entailment,"[-2.150425672531128, 1.0860141515731812, 0.5885563492774963]"
535,Trump is showing a little too much here.  He is called a racist bigot and much worse by higher profile people than an ESPN host.  Yet where is the outrage towards them?  Oooohhhh this just happens to be a black female.  Aaaahhhh... OK.,0.5,bias,"blacks,women","race,gender",prejudice towards black women,neutral,"[-1.6272087097167969, 0.5173396468162537, 0.651212751865387]"
3282,Sorry racist white guy different black guy turn off Fox news and try and see some real news,0.56,bias,whites,race,prejudice against whites,neutral,"[-1.029961347579956, -0.8232810497283936, 1.4663176536560059]"
4028,I guess that means a few more gays are going to be killed because of this religion.  How many women are going to be abused too.,0.642857143,neutral,,none,,contradiction,"[4.723076343536377, -3.3580243587493896, -1.1390637159347534]"
606,I guess no one should hire a black person. It has been proven that blacks are more racist than whites.,0.842857143,bias,"blacks,whites",race,prejudice against blacks and towards whites,entailment,"[-1.9646694660186768, 1.4191386699676514, 0.022318672388792038]"
439,... take a shower Dyrtymary you stink of Cheetolini and Republican FILTH.  Go fake pray for a while ... you christians are good at frittering away your time doing ZERO good in the world.,0.528571429,bias,"republicans,christians","political,religion",prejudice against republicans and christians,neutral,"[-1.4294204711914062, 0.5527074933052063, 0.5590044260025024]"
1242,Black men a responsible for 60 of murders.  How many are deer responsible for?,0.802631579,bias,blacks,race,prejudice against blacks,neutral,"[-0.730086088180542, -0.6570949554443359, 1.0577454566955566]"
1222,some of the truths about the relationship between israel and america is too much to swallow it appears for some.  my comments which were neutral but pointed about this relationship have disappeared.  it seems some people wish to remain in denial or wish to perpetuate the great lie nurtured by lame street media that 911 was the work of terrorists of a muslim lineage.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.1272528171539307, -0.699455976486206, 1.45052170753479]"
697,And none of that is true.  Even after all the terrorist attacks by Muslims and Latino gang members there are virtually no incidents of any Muslims or Latinos being attacked.  Your side and its silly rhetoric that painted all opponents as Nazis was defeated.   Im so glad thats so because it shows real and positive hope for America.,0.6,bias,"muslims,latino","religion,race",prejudice against muslims and latino,contradiction,"[1.958223819732666, -1.4520983695983887, -0.5670015811920166]"
2033,From the comments Ive read here over the years Id say it was in the 50s. Women were in the kitchen Blacks swept the gutters Native Americans were still Indians Communists were the clearcut enemy and no had even heard of Muslims. Our Golden Age.  s,0.6,bias,"blacks,muslims,women,communists","race,religion,gender,political","prejudice against race,religion,gender and communists",entailment,"[-0.8249193429946899, 0.36085253953933716, 0.12588943541049957]"
970,depends on who you label a terrorist.  Dylan Roof was a terrorist.  The white guy who killed the Indian man in the US was a terrorist.  The white guy who killed a black guy in NYC because he was black is a terrorist.  Who gives a damn what you call it?,0.653333333,neutral,,none,,contradiction,"[4.365625858306885, -2.823782205581665, -1.3706282377243042]"
3409,That has a lot of to do with Americans being ignorant and uneducated about anything besides the US.,0.833333333,bias,americans,race,prejudice against americans,neutral,"[-1.057230830192566, -0.702889084815979, 1.376798152923584]"
1848,Dump on the white man all you want..... but ask yourself this question Ms. Khan... would the world be a better place if the Pakistanis ruled the world your ancestral homeland,0.5,neutral,,none,,contradiction,"[3.7350914478302, -2.430185556411743, -1.1787114143371582]"
4280,I know what the solution is.  Why dont we just kill all the men?,0.586771845,bias,men,gender,prejudice against men,neutral,"[-0.3703164756298065, -1.0170577764511108, 1.0358819961547852]"
3690,Klastri is a member of La RAZA She wants the execution of all whites in the US.   URL ?vadFsHDbgs_Q,0.8,neutral,,none,,contradiction,"[2.840470552444458, -3.0106801986694336, 0.09096210449934006]"
3626,The old white fat boy.,0.5,neutral,,none,,contradiction,"[3.225477933883667, -1.9963184595108032, -1.1178269386291504]"
2435,All those KKK cross burning white guys were Democrats. They hated Republicans and killed Lincoln for it.,0.52,bias,democrats,political,prejudice against democrats,neutral,"[-1.4565560817718506, -0.010052981786429882, 1.0413058996200562]"
3512,Feminists are men haters and selfish.,0.671428571,bias,women,gender,prejudice against women,entailment,"[-2.5558054447174072, 1.2028409242630005, 0.8877559900283813]"
2501,The last two Muslim ISIS empathizers massacres on American soil were caused by American born or raised Muslims.  How can anyone stop these ISIS empathizers from doing bodily harm to American citizens when we dont even know which Muslims are capable of mass murder?,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-0.9182553887367249, -0.7687917351722717, 1.2515199184417725]"
493,He must be. If he was black Al Sharpton would be all over the news about police brutality and there would be rioting all over downtown.,0.8,bias,blacks,race,prejudice towards blacks,neutral,"[-1.5220510959625244, -0.059588003903627396, 1.2384085655212402]"
812,This is the evil of Islam It turns your white neighbors into killers,0.712121212,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4271079301834106, -0.8017024993896484, 1.9127720594406128]"
1702,Wow what a load of BS.  Trumps victory did not lead to more hate crimes except it did lead to more fake hate crimes all reported by lying muslims to gin up hysteria found here.  More fake news and lies from the media.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.6624691486358643, -0.16849634051322937, 1.501518964767456]"
2167,biggerdog  The white guy who got fired should be suing ESPN for unfair labor practices.  He should also file an EEO Complaint against ESPN for discrimination.  He can hire klastri ACLU lawyer???? who must be available hahahahahaha,0.6,neutral,,none,,contradiction,"[3.423175096511841, -3.4379310607910156, 0.07920980453491211]"
665,what a bunch of bs from the gay agenda liberals no science biology of course to support it just ideological bent nonsense..,0.657894737,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.14614999294281, -0.32875943183898926, 1.1313436031341553]"
1286,In related news: citing the fact that 93 of black lives are taken by blacks BLM has asked that blacks be banned from Pride.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.7714850902557373, 0.22170929610729218, 1.2149287462234497]"
1964,No feminists are out of control look at the news they are publicizing. Not only the author but the globe just called half the world toxic and that being a man is less then human. Feminism is out of control and is doing a great job proving it.,0.5,bias,feminists,political,prejudice against feminists,contradiction,"[2.645024299621582, -1.8121007680892944, -0.8106257915496826]"
1423,Gay is just another Trump Chump fueled by GOP flatulence.,0.542857143,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.6997666358947754, 0.08737824857234955, 1.2221226692199707]"
614,I have nothing against Mexicans bisexuals or small people but that sculpture sucks.,0.594594595,neutral,,none,,entailment,"[-1.1010065078735352, 0.6484165191650391, 0.015624148771166801]"
1282,Its just a continuation of them agitating and promoting their trendy lives: denying without repentance the Churchs teaching then demanding to be served and praised in death.  Its like the homosexuals showing up at the Christian bakery.  Its an attack.,0.6,bias,"christians,homosexuals","religion,lgbtq",prejudice against christians and homosexuals,neutral,"[-1.999496340751648, 0.30916768312454224, 1.3467066287994385]"
21,Its time for the GOP to live on earth instead of some conservative other world they live on where everyone is white and up tight and a hypocrite in the end anyway.,1.0,bias,whites,race,prejudice against whites,neutral,"[-2.162385940551758, 0.21911589801311493, 1.52635657787323]"
3346,I dont get it.  To date all Israeli Jews blackbrownwhiteSephardiAshkenazi share a single space with separation between the sexes.  What rationale is there to demand being different and have a separate section for anyone or anything?,0.5,neutral,,none,,contradiction,"[3.06003475189209, -2.8726210594177246, -0.2071077972650528]"
3849,The nonwhite groups all play ethnic politics. I dont think theyre going to like it when we get serious on the same level.,0.6,bias,colored people,race,prejudice against non whites,neutral,"[-1.4933717250823975, 0.028793858364224434, 1.0795155763626099]"
2385,All one has to do to understand BLM is look to Africa where blacks run the continent. What a laugh blacks do not understand equality they do understand violence and something for nothing .,0.628571429,bias,blacks,race,prejudice against blacks,neutral,"[-1.528090000152588, -0.28414592146873474, 1.4095697402954102]"
267,Women should go back to the kitchen.,0.799481417,bias,women,gender,prejudice against women,neutral,"[-1.188124418258667, -0.41361337900161743, 1.1747933626174927]"
