,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
3021,You ARE giving the Muslims a pass. Check out the Quran. You are an Infidel Paul Scott worthy  only of death. Taqiyya is their moral authority that teaches it is good and religiously correct to lie to cheat rape and murder infidels whenever it benefits the Muslim.  Interestingly enough Christians are taught to love their enemies as they love themselves. small difference?,0.5625,bias,muslims,religion,prejudice against muslims,neutral,"[-0.8673235177993774, 0.43362826108932495, 0.957221508026123]"
1374,To say evangelicals are stupid is no different from saying Catholics or put in any other religious group are stupid.,0.611111111,bias,evangelicals,religion,prejudice against evangelicals,neutral,"[-0.8428872227668762, 0.9329395890235901, 1.010406732559204]"
1341,Woman does not possess the image of God in herself ... St Augustine bishop of Hippo 354430 . So men possess the image of Devil in his devilish act of raping children?  YJIN117 2017 ROFLOL  The whole world are LOL,0.27027027,neutral,,none,,contradiction,"[4.5646538734436035, -0.7061164975166321, -3.6507978439331055]"
2548,Oh yeah you gotta watch out for those cut throat Christian suicide bombers.,0.675,bias,christians,religion,prejudice against christians,contradiction,"[1.3538377285003662, 0.3221833407878876, -1.5003650188446045]"
210,You are correct.  Everyone is perfectly free to be homophobic racist misogynist or whatever. Go for it.,0.289855073,neutral,,none,,contradiction,"[2.017253875732422, 1.312064528465271, -2.924447536468506]"
2555,Please do pull out the Scripture where Jesus is quoted as saying gays need to be bullied and reviled. Most Christians reject your Taliban style ignorance in favor of the love and inclusiveness of Jesus message. I pray for your lack of compassion and empathy.,0.5,bias,"gays,christians","lgbtq,religion",prejudice against gays and christians,contradiction,"[0.48637303709983826, 0.12194307893514633, -0.030026240274310112]"
3074,A very small part of Mueslimen enjoy murdering but enough of them to warrant an immigration stop.  Islam is a threat to our planet if you read the Koran.,0.554054054,bias,muslims,religion,prejudice against muslims,entailment,"[-1.7021689414978027, 1.502169132232666, 0.8277883529663086]"
3249,Option 5: just drop the useless thing. Everyone knows who kills indigenous women but this is not what the indigenous leader wants to talk about they want to talk about the police and systemic racicism. This reminds me of Black Lives Matters who attacks the police for killing black men but wont talk about black on black crimes that kills way more black men then the police.,0.7,bias,blacks,race,prejudice against blacks,entailment,"[-1.655879259109497, 1.3724873065948486, 0.9002886414527893]"
1624,Women know they dont have the same genetic skills as men so they want men to wear a lead brick on their backs as punishment.,0.6,bias,women,gender,prejudice against women,entailment,"[-1.2491867542266846, 1.397161602973938, 0.5693534016609192]"
622,Oh come on Thatcher  you didnt even mention the current JonesInfowars conspiracy theory that Jewish actors were impersonating the white supremacists KKK and Nazis to discredit them. Youre slipping.,0.6,bias,"whites,jewish","race,religion",prejudice against whites and jews,entailment,"[-1.5945684909820557, 1.4254539012908936, 1.0993077754974365]"
1989,Its just really hard to find an Indigenous Asian Female whos transgendered lol,0.5,bias,"asians,women,transgenders","race,gender,lgbtq","prejudice against asians,women and transgenders",entailment,"[-1.9967260360717773, 3.4862189292907715, -1.3063700199127197]"
834,Sure the Russians attempt to hack into other countries systems and of course the US plainly stays out of any such business obvious because nothing is ever mentioned about how or why we would ever do such a dastardly deed. Of course the Chinese and most all of the countries do the same but not us. This is a terrible thing that they do while we remain pure and fair Darn Russians,0.9,bias,"russians,chinese",political,russians and chinese are hackers,neutral,"[-2.2472922801971436, 0.29533886909484863, 1.6952307224273682]"
2470,You do realize that Iran and Russia are allies right?.... and that ISIS is Sunni muslim and one of its top goals is to eradicate Shia muslims which the ruling group in Iran? ISIS and Iran are sworn enemies.   Educate yourself,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-0.49768388271331787, 1.089285969734192, -0.029239680618047714]"
336,Loretta Yajima has a vision:  love your neighbor as yourself quote from Jesus.  In a lost world we always need reminders.  My stupid parents and teachers always told me I will not repeat myself if I told you once I will not tell you again.   Listen  Typical Asians parents and teachers.,0.2625,bias,asians,race,prejudice against asians,entailment,"[-0.7888616323471069, 2.646575927734375, -0.6093671917915344]"
2844,What about the African Americans shot in church by that white spremacist? What about the Indian American shot while washing his car by a white dude?  What about the Muslims killed in Quebec by a white nutcase?  Should we ban all white male Christians?,0.725,bias,whites,race,prejudice against whites,entailment,"[-0.7167314291000366, 1.0862940549850464, -0.14545902609825134]"
3035,Or a few drunk lesbians.,0.571428571,neutral,,none,,contradiction,"[4.294559955596924, -0.5503688454627991, -3.466095447540283]"
564,The Somali dirt bag needs to be stoned to death in Churchill Square. Give the Muslim some Muslim justice.,0.560606061,bias,muslims,religion,prejudice against muslims,entailment,"[-0.20401953160762787, 0.742859959602356, -0.5050042271614075]"
2795,Just give them money or risk being called a bigoted muslim hating racist selfish tax cheat. No matter the cost..........,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-2.3642189502716064, 0.4924217760562897, 2.375333309173584]"
103,Yeah the whites will play every dirty trick to make her look as if shes not the right person to lead SA,0.53125,bias,whites,race,prejudice against whites,entailment,"[-1.600858449935913, 1.5643588304519653, 0.3860275149345398]"
4015,EXACT TRUMP QUOTES COnt. Black guys counting my money I hate it. The only kind of people I want counting my money are short guys wearing yarmulkes Those are the only kind of people I want counting my money. Nobody elseBesides that I tell you something else. I think that guys lazy. And its probably not his fault because laziness is a trait in Blacks.  By the way this and its companion post are reposts muzungu.u But since you clearly never read them Im providing them again.  Enjoy.,0.8,bias,"blacks,jews","race,religion",prejudice against blacks and jews,entailment,"[-1.3210644721984863, 1.8337517976760864, 0.5118046998977661]"
864,Lets hear from her how tollerant Islam followers are to the Jews . How do the Muslims selfreflect on this? Do they still want to kill  all Jews?,0.585714286,bias,muslims,religion,prejudice against muslims,entailment,"[-0.9294812083244324, 0.9228665232658386, 0.26203712821006775]"
3551,And the Muslims are against gays Jews  infidels  women with hair exposed women in shorts Non halal food any depiction of moe  need I go on?,0.606060606,bias,"muslims,gays,jews,women","religion,lgbtq,gender",prejudice against muslims and religions,neutral,"[-2.7566118240356445, 1.4094706773757935, 1.9794988632202148]"
2967,Very unusual for someone with no criminal history to all of a sudden decide hes going to commit mass murder of innocent people then kill himself. It makes no sense at all. The only explanation Ive heard so far that makes any sense is that he may have converted to Islam.  And Muslims wonder why many Americans dont want to let them in the country.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-0.6842575669288635, 1.846737265586853, -0.050540581345558167]"
3766,Donald  Islam equates women with dogs and they execute homosexuals.   Donald doesnt mention how many Syrian lepers hes welcomed into his home but Id bet ten dollars to a stale donut hole the answer is zero.,0.5375,bias,"women,muslims,homosexuals","gender,religion,lgbtq","prejudice against women,muslim and lgbtq",neutral,"[-3.273200511932373, 0.8068532943725586, 2.9565656185150146]"
1253,Still a worthless Native.,0.271428571,neutral,,none,,contradiction,"[4.034540176391602, -0.2937024235725403, -3.131925582885742]"
3567,Translation  I hate that Muslim terrorist so the judge must be wrong.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-1.9230632781982422, 1.214539647102356, 1.3572819232940674]"
1442,white racist nation LOLOLOL.  History shows that Barack Hussein Obama was elected POTUS because of black privilege.  Hes been the Supreme Poobah black supremacy for eight years.  His grandmother was a typical white person who clung to her guns and her god.  Now what were you saying about thin skin?,0.55,bias,blacks,race,prejudice against blacks,entailment,"[-1.2884113788604736, 0.6867749094963074, 0.6134229898452759]"
4274,Who said shes privilege because shes black the KKK?,0.9,neutral,,none,,contradiction,"[4.613480091094971, -1.071670413017273, -3.154463291168213]"
2212,And Wynne was there because...????  That women shouldnt be invited to anything.,0.5,neutral,,none,,contradiction,"[5.110110759735107, -1.2472022771835327, -3.4724204540252686]"
3960,Icon: you really must love promoting death and hate men.  To properly raise a child it takes both a mother and a father.     Who are going to be the sperm donors after you kill off all the men or are you just going to cage us all up and put us in a zoo somewhere?,0.28,neutral,,none,,contradiction,"[5.877507209777832, -2.2579779624938965, -3.4174797534942627]"
3808,Dont worry Ms. Kish.  It was just a Native person and youre white.  You wont get more than a year for that.  Be thankful you didnt hit a dog...,0.5,bias,whites,race,prejudice against whites,entailment,"[0.12914305925369263, 1.9707484245300293, -1.058274507522583]"
3568,Tabatha instead write a column about your opinion of the MSM responsibility for supporting intolerance towards Trump and his supporters that has lead to a series of hate crimes most notably the one committed by four black people in Chicago against a disabled white man.  Ah and notice that times are achanging. ,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-0.8034474849700928, 1.1730836629867554, -0.21233047544956207]"
2198,And here I thought we were doing so well with not a cathouse or casino in town. I forgot about the homosexuals. No wonder were being smitten.   That was sarcasm if anyone misunderstood.,0.5,bias,homosexuals,lgbtq,prejudice towards homosexuals,entailment,"[-0.9061097502708435, 1.4090261459350586, -0.03463000804185867]"
2640,Why does Netflix hate gay people?,0.563380282,neutral,,none,,contradiction,"[5.181642532348633, -1.3736851215362549, -3.628525733947754]"
2011,NIce dodge sir. So are female rates equivalent to male rates? Even close? crickets Or will that happen when women become EQUAL? Are you admitting that women are not  treated equally in our society? Your hypothesis is falling apart.,0.5,neutral,,none,,contradiction,"[4.543761253356934, -0.4189448058605194, -3.4704298973083496]"
709,So if two black males in a dark sedan come on both sides of my car and try to open the locked doors and steal my cell phone. ..I dont own a purse. ..I should grab the flare gun.  To Signal a cop of course. I would never think of invoking Willie Pete.,0.5,bias,blacks,race,prejudice against blacks,entailment,"[-0.07898702472448349, 1.8300801515579224, -1.1238243579864502]"
2284,You John Titior and several others here should stop taking foreign visitor visas looking for children to have sex with. Studies show 85percent of child sex perpetrators using tourist visas to Latin America are white men.,0.7,bias,"whites,men","race,gender",prejudice against white men,entailment,"[-0.13928981125354767, 2.6454057693481445, -1.0898256301879883]"
3692,The Indonesian government recently convicted two gay men and then beat them with canes85 times. If you live in a country where your biggest fear is being addressed with the wrong pronoun maybe its time to rethink if you are being persecuted at all. It seems that gay or transgendered people believe that straight people are never insulted or humiliated. Grow up.,0.5,bias,"men,gays","gender,lgbtq",prejudice against men and gays,entailment,"[-1.2004563808441162, 1.4364945888519287, 0.7517510652542114]"
1997,The KKK white nationalists and who ever else marches with them support Nazis and Trump too. The vast majority of them  are white angry and resentful. They are terrified of losing the white privilege they claim doesnt exist. Equality is a social demotion for them. Their greatest achievement in life was managing to be born white.,0.7,bias,whites,race,prejudice against whites,entailment,"[-1.2516183853149414, 1.1576646566390991, 0.41618746519088745]"
2755,Im pretty sure as this blithering idiot trying for attention knows Kaepernick did not kneel for or against Trump. As usual with the black crowd they are trying to Martin Luther King an event ie glom onto a celebrity and change it to match their story.,0.2625,neutral,,none,,contradiction,"[4.086580753326416, -0.6128785610198975, -3.151782274246216]"
235,With the young white Milleneials being so useless why not let these kids make something of themselves and make society as a whole better?,1.0,bias,whites,race,prejudice against whites,contradiction,"[0.445731520652771, 0.4363836646080017, -0.6991074681282043]"
2662,They dont care for this country. They are just so happy because they think he is going to be the Messiah of whites who will save them from immigrants  Hispanics Black and so on.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-0.904962420463562, 1.3502134084701538, -0.04249226674437523]"
1489,When Muslim kill Muslim is it Islamophobia or what?,0.571428571,bias,muslims,religion,prejudice against muslims,neutral,"[-2.3183679580688477, 0.622735857963562, 2.3229424953460693]"
3994,This mofo be black How he be aress? Blm need to get they ass over there an be protess this injustis agains they own How dare this bro be arres?  Pardon the vernacular here but hey he be a rapper,0.571428571,neutral,,none,,contradiction,"[5.7009687423706055, -1.9708240032196045, -3.7077126502990723]"
1737,other religions arent carrying out the violent and extremist doctrines as Islamists are.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.14711721241474152, 2.1336545944213867, -0.6554619669914246]"
2906,Oh please. Stop slutshaming women. A woman has the right to do what she wants with her body. The author of this article speaks for victimhoodloving feminists. Hugh was a supporter of civil rights including gay rights back in a time when it was unacceptable and he deserves respect for that.,0.5,neutral,,none,,contradiction,"[3.474886178970337, -0.13582855463027954, -3.517033100128174]"
2116,I guess there is an another simple question  are the perpetrators of attacks against innocent Muslims identified as Christian terrorists? Like the shooter in Quebec?,0.6,bias,"muslims,christians",religion,prejudice towards muslims and against christians,entailment,"[-1.2829129695892334, 1.25636887550354, 0.6504063606262207]"
2788,OH How quickly The Losers Forget Let us Not Forget Obamas They cling to their Bibles and Guns civility A direct attack on the rights and principles of America. Profanity to the ears of a patriot. And HRCs Basket of deplorables...hmmm yes... Civil and charming WHEN precisely did President Trump Ever Call blacks N s ?,0.263157895,neutral,,none,,contradiction,"[5.077147960662842, -1.6472456455230713, -3.680284261703491]"
2290,I might have a claim on n a FC seat but not this confused man.  Turks are really outrageous anyway.  They are so disliked in Europe.,0.5,bias,turks,race,prejudice against turks,entailment,"[-2.8832907676696777, 2.0711355209350586, 1.5893042087554932]"
2263,Actually if I was a white man of European descent I would stay politically correct and vote against Obama or Clinton because he is half black and she is a woman.   Wait thats exactly what happened right?,0.6,bias,"whites,blacks",race,prejudice against blacks and whites,entailment,"[-0.826820433139801, 1.742210030555725, 0.1322731375694275]"
83,WTF???? Stop demonizing black children?  How about these useless children stop terrorizing law abiding citizens?  He got what he deserved the little wanna be gansta punk.,0.631578947,bias,blacks,race,prejudice against blacks,neutral,"[-0.7176021337509155, 0.07310128957033157, 0.9284977316856384]"
4232,freeheels  Its the racismmass murders by radical muslimswelfare to able body personsetc etc  where do you livein a vacuum??,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-2.1680026054382324, 0.4493243396282196, 2.5646004676818848]"
1565,Oh? Since blacks commit 6x the rate of murder of whites what do you suggest per your program of racially targeting legislation?,0.552631579,neutral,,none,,contradiction,"[5.678450584411621, -1.6770715713500977, -3.4397647380828857]"
1977,U can rape all the women so long as theyre not black. Just make sure U come home before bedtime.,0.8125,bias,,none,,contradiction,"[3.2917873859405518, -0.49357572197914124, -2.2328479290008545]"
1968,Lets get the black folks and the white folks at each others throats,0.631578947,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-0.2350446581840515, 0.8935827016830444, 0.017537055537104607]"
3900,If they are fleeing for their lives how do you help them where they are when they are dead? How do you propose making the filthy rich Muslim oil sheiks pay for it? This sounds similar to making Mexico pay for the wall.,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-0.9119294285774231, 1.6789294481277466, -0.32513463497161865]"
4020,The operative term there is of late. Historically Catholics seem to prefer burning at the stake to beheading.  The vast majority of terrorists in the US are white male Christians. Why dont you get incensed about that RD?,0.5,bias,"men,whites,christians","gender, race",prejudice against men and whites,entailment,"[-0.274169921875, 1.8005657196044922, -1.2049894332885742]"
3671,Perhaps those people who are so focused on defining people by their skin colour are the root cause of the ridiculousness. An article from a publication like that Globe that defines the country in that way  brown white etc.  is still ridiculous.,0.7,neutral,,none,,contradiction,"[5.445977687835693, -1.3954110145568848, -4.0721821784973145]"
141,I love all people but they had better think just like me or I will damn them to hell . . .  Sounds pretty Christian to me.,0.6,bias,christians,religion,prejudice towards christians,contradiction,"[2.3331687450408936, 0.381251722574234, -2.052351951599121]"
762,There be no time for warning sirens when the IslamMuslim fanatics steps out of their Trojan Horse and starts the slaughter in the name of Allah yelling: Allahu Akbar,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.08218715339899063, 1.1631934642791748, -0.7415523529052734]"
2410,Sure...right after the IRS investigates all those leftwing Negro ministers and leftwing Jew rabbis.,0.614285714,neutral,,none,,contradiction,"[4.671692371368408, -0.856163740158081, -3.41801118850708]"
1815,In Dougs mind only white Christians are racist.,0.628571429,neutral,,none,,contradiction,"[5.002879619598389, -0.8845238089561462, -3.6601243019104004]"
1993,So the white kids can dress up as what then?Cowboys and Vikings?,0.5,neutral,,none,,contradiction,"[4.962467193603516, -0.9618438482284546, -3.6490001678466797]"
2508,And fear and loathing of gays.,0.6,neutral,,none,,contradiction,"[5.575441837310791, -1.848083257675171, -3.5276100635528564]"
3023,It is not the vehicle but the Muslim at the wheel we have to watch out for.,0.7,bias,muslims,religion,prejudice towards muslims,entailment,"[0.727724552154541, 2.374627113342285, -2.169929027557373]"
2816,Just racist.  All societal problems are the result of him being black.,0.675,bias,blacks,race,prejudice against blacks,neutral,"[-2.493600845336914, 1.099785566329956, 1.968045711517334]"
3485,This is what a serious mental illness looks like these paramilitariesmilitiassovereign citizens a sociopathic paranoic delusional criminal hysteria contagious to a degree armed and very dangerous.,0.272727273,neutral,,none,,contradiction,"[4.378438949584961, -0.4179898798465729, -3.4584009647369385]"
2709,Awww you find it sad that people arent supporting the gay agenda?  Stop whining God its all weve been hearing for 20 years now: the gays the gays the gays.  Even when they were all killing themselves with AIDS they whined as if it was someone elses fault.,0.6,bias,gays,lgbtq,prejudice against gays,entailment,"[-1.2264015674591064, 1.380661129951477, 0.020999830216169357]"
2882,What I have noticed is that people who make comments like this are usually closet case HOMOSEXUALS.,0.65,bias,homosexuals,gender,prejudice against homosexuals,entailment,"[-1.6259136199951172, 2.1684093475341797, 0.1278509497642517]"
3717,The objective reality is that fascists and Nazis have no place in modern society. None.,0.279411765,neutral,,none,,entailment,"[0.2583822011947632, 1.053810715675354, -0.6845237016677856]"
2219,Islamic counts on Christians in the last two years  few hundred.  Civilians killing Muslims less than a handful.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8823919892311096, 1.4527621269226074, -0.02101489156484604]"
2511,Thank God the police shot a white guy they can have this cleaned up and under the rug  in 30 minutes.  Of course Im assuming hes white.,0.8,bias,whites,race,prejudice against whites,entailment,"[1.0071377754211426, 1.7763817310333252, -1.8106048107147217]"
1888,Is white trash an acceptable term to you?  I just want to know the character of the person who wants us to read and consider his comments.  What other race based epithets do you find acceptable?  Why is this hypocrisy so rampant in the left?,0.540540541,neutral,,none,,contradiction,"[5.712861061096191, -1.4231246709823608, -3.8291985988616943]"
988,Good.  The less niggers at the white house the better.,0.947030498,bias,blacks,race,prejudice against blacks,entailment,"[-1.2987713813781738, 1.6247104406356812, 0.5319483876228333]"
1577,Anyone who doesnt think they wont go after Washington and Jefferson is a pig idiot. If the cultural Stalinists on the left have the way the only heroes you will be allowed to have are people like the lying Muslim Chicago street thug Hussein Obama. Book burning is just around the corner,0.285714286,neutral,,none,,contradiction,"[4.937437057495117, -1.1829038858413696, -3.222837448120117]"
979,So all Muslims are not terrorists then? What an eye opener,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[1.0941126346588135, 1.276210904121399, -1.5375211238861084]"
1516,Lets discuss the evils of the Arabian empires Ottoman Turks and various caliphs  which raged genocide destruction of all preexisting cultures of North African and Middle east. We still have native culture with us in Canada. But Muslims exterminated all indigenous people and religions where ever they went and still try do,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-0.13947682082653046, 2.142767906188965, -0.7743299603462219]"
1772,The optics surrounding the deportations are ugly. We see predominately white border agents putting handcuffs on nonviolent brownskinned people. Charges of overt racism come to mind which sullies the reputation of the United States. One wonders if the outrage over the latest refugees from the U.S. if they were fortunate to be blond haired blueeyed Christians? Theres a distinct whiff of bigotry in a lot of the comments.,0.8,neutral,,none,,contradiction,"[5.795438289642334, -1.8824290037155151, -3.7012500762939453]"
3966,chinese drivers are a real problem....not sure how they got their licence.  careless negligent and no one seems to care. a real mess.,0.5,bias,chinese,race,prejudice against chinese,entailment,"[-1.4534392356872559, 3.0036373138427734, -0.5852659940719604]"
2265,So Ugly . Why cant the Japanese make a good looking car?,0.253333333,bias,japanese,race,prejudice against japanese,entailment,"[-1.1208627223968506, 2.6233444213867188, -0.8242132663726807]"
4297,I dont tolerate gays I just accept them as I would other people. To me they are one in the same. As for religious people  I try to avoid them because it usually ends in arguments over their intolerance.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.2965142726898193, 0.8900399804115295, 1.081923007965088]"
2318,Hahahahaha. Issuing a call to arms to muslims when the citizens of the US are armed to the teeth.,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-0.40624117851257324, 1.4831568002700806, -0.8355669379234314]"
823,So if a restaurant owner puts up a sign saying No Blacks Allowed youre aok with that? Because that is the logical end of what youre saying.,1.0,neutral,,none,,contradiction,"[4.09101676940918, -0.546107292175293, -3.1702115535736084]"
1590,lets kill all the white men and everyone will be happy.,0.822580645,bias,"whites, men","race,gender",prejudice against whites and men,entailment,"[-1.8148109912872314, 1.7059459686279297, 0.6917284727096558]"
2426,Those nefarious Russians  How do they even know about Womens College Hospital?,0.6,bias,russians,race,prejudice against russians,entailment,"[-1.6111321449279785, 1.2231450080871582, 0.9326273798942566]"
1863,Only Republicans should be authorized to conceal carry. Democrats are all mentally ill.,0.272727273,bias,democrats,political,prejudice against democrats,entailment,"[-2.1274659633636475, 1.689545750617981, 1.5315005779266357]"
2956,Most Islamic bombers come from close knit and pious families with both parents and close ties to a mosque.,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[2.049651861190796, 0.509173572063446, -2.5895097255706787]"
2476,Hope Dylan is put in a cell with the biggest meanest black guy who has a giant chip on his shoulder re white people.,0.514285714,bias,blacks,race,prejudice against blacks,entailment,"[-1.6545946598052979, 1.4580353498458862, 0.6346001625061035]"
115,All for show.  Its a j0ke.  He hates black people.  And brown people. And...,0.6125,neutral,,none,,contradiction,"[4.285567760467529, -0.9656122922897339, -3.0536396503448486]"
1036,Black people kill more Black people than all the whites hispanics and Asians put togethermaybe when Black people start showing some respect for the lives of their fellow man then maybe they can earn some payback in kind,0.738461538,bias,blacks,race,prejudice against blacks,entailment,"[-1.2671420574188232, 1.428662657737732, 0.5819899439811707]"
2247,Shes afraid she might get buried beside a Jew or homosexual.,0.771428571,bias,"jews,homosexuals","religion,lgbtq",prejudice against jews and homosexuals,entailment,"[-2.365279197692871, 2.0616774559020996, 1.2059426307678223]"
372,Except those priests who rape children.  They werent and arent so much shepherds as wolves preying upon the flock often with the support of the hierarchy.  But because they have been given magic powers by the bishop and those magic powers cannot be removed they remain priests of the Church even while committing vile acts condemned by all decent humans.,0.5,bias,christians,religion,prejudice against christians,entailment,"[-0.3911018371582031, 1.6609172821044922, -0.7453910112380981]"
446,This is a stupid debate because no distinction is being made by either side between moderate Muslims and fundamentalist Muslims. We should all condemn fundamentalist Muslims as their views are barbaric hateful and violent. But no lets live in a fantasy world where every single proponent of Islam is peaceful and deserves our respect.,0.640625,bias,muslims,religion,prejudice against muslims,entailment,"[-0.07484064251184464, 0.7492411732673645, -0.3972388207912445]"
2393,if you believe trannies are mentally healthy then you have lost touch with reality...its classic body dysmorphia involving mutilation selfharm acting out...obviously this CG idiot needs to be fired and forced out of normal society,0.629032258,bias,transgenders,lgbtq,prejudice against transgenders,entailment,"[-0.8794679641723633, 1.0027275085449219, 0.1497938185930252]"
4021,Gary Johnson is a WHITE MALE Triggered,0.7,neutral,,none,,contradiction,"[4.9524970054626465, -0.5240386128425598, -3.9381866455078125]"
840,IF BLM were as concerned about black on black murder none of this would be an issue.,0.833333333,bias,blacks,race,prejudice against blacks,entailment,"[-0.0717359110713005, 1.1009811162948608, -0.6949988603591919]"
100,Just take a look at what they do to gays in Muslim countries like Yemen Saudi Arabia and Iran  and Kenney and the Conserves are our saviors by comparison.,0.5,bias,"muslims,gays","religion,lgbtq",prejudice against muslims and towards gays,entailment,"[-0.6514595150947571, 1.1849445104599, 0.2810388505458832]"
2329,Persistent nasty women.,0.5,bias,women,gender,prejudice against women,entailment,"[-2.1616265773773193, 1.18217933177948, 0.8079279065132141]"
3845,Hillary that icon of Marxist women is a Victorian wife dependent on her husband for protection support and social standing.  And the women who support her and think otherwise are too stupid deluded or filled with rage to see their heroine is a throwback to another century.  LOL,0.253521127,neutral,,none,,contradiction,"[4.431916236877441, -0.930009663105011, -3.148324489593506]"
3921,Yeah gays should remain in the closet where they wont bother TomZ. He wants his daughters to be brought up to loathe gays in just the same way he does. And God forbid that gays should have rights like straights do. Tom calls himself a Christian.,0.65,bias,gays,lgbtq,prejudice against gays,neutral,"[-2.2607407569885254, 1.22654128074646, 2.11067795753479]"
3608,Yah yah he is the terminator   You girly men out there   Get to the gym and pump yourself up. Yaah.,0.271428571,bias,women,gender,prejudice against women,entailment,"[-0.8329932689666748, 1.1473175287246704, -0.16166944801807404]"
2791,Only Arabs doing what they do best killing other Arabs. Black September Darfur ISISISIL. Nothing new here.,0.642857143,bias,arabs,race,prejudice against arabs,entailment,"[-0.2749831974506378, 1.7622374296188354, -0.6087058782577515]"
1510,If its white trash I totally agree.,0.833333333,bias,whites,race,prejudice against whites,entailment,"[-0.18312379717826843, 1.041243076324463, -0.1533307433128357]"
420,It is true that more black are killed by blacks than blues.  This report is on Police brutality and violation of CIVIL rights.  Rights against civilians.  BLM arose because of issues such as those raised in this report.  Im not ignoring the other statistics nor do I condone the shooting of police officers at all. But is you are a law abiding citizen you have rights or at least you should.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.4944097697734833, 1.6226303577423096, -0.24500592052936554]"
2068,Ok lets use 1.  If a White person panders to Black people because of a presumed superiority of White people because of e.g. longterm effects of slavery then its racism.  See?  Bending over backwards to offset race issues is racism sometimes called reverseracism since the former is the overwhelmingly more common sort.,0.545454545,neutral,,none,,contradiction,"[5.869269847869873, -1.8159027099609375, -3.452976942062378]"
3913,He hates Trump for being white.,0.657894737,bias,whites,race,prejudice against whites,entailment,"[-2.1750783920288086, 1.6902740001678467, 0.8083978295326233]"
934,I cant see why.  Gay people are just as responsible as everyone else to pay the societal costs associated with unwanted pregnancies.  But I guess a hater gotta hate.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[-2.262784481048584, 1.1029225587844849, 1.9111912250518799]"
535,Trump is showing a little too much here.  He is called a racist bigot and much worse by higher profile people than an ESPN host.  Yet where is the outrage towards them?  Oooohhhh this just happens to be a black female.  Aaaahhhh... OK.,0.5,bias,"blacks,women","race,gender",prejudice towards black women,entailment,"[-1.2963356971740723, 1.1306394338607788, 0.2871569097042084]"
3282,Sorry racist white guy different black guy turn off Fox news and try and see some real news,0.56,bias,whites,race,prejudice against whites,neutral,"[-1.790229082107544, 0.6293252110481262, 2.0171542167663574]"
4028,I guess that means a few more gays are going to be killed because of this religion.  How many women are going to be abused too.,0.642857143,neutral,,none,,contradiction,"[5.625446796417236, -1.4078561067581177, -3.7872507572174072]"
606,I guess no one should hire a black person. It has been proven that blacks are more racist than whites.,0.842857143,bias,"blacks,whites",race,prejudice against blacks and towards whites,neutral,"[-2.3377935886383057, 1.259395718574524, 1.6146609783172607]"
439,... take a shower Dyrtymary you stink of Cheetolini and Republican FILTH.  Go fake pray for a while ... you christians are good at frittering away your time doing ZERO good in the world.,0.528571429,bias,"republicans,christians","political,religion",prejudice against republicans and christians,entailment,"[-2.0756759643554688, 1.4620273113250732, 1.2913739681243896]"
1242,Black men a responsible for 60 of murders.  How many are deer responsible for?,0.802631579,bias,blacks,race,prejudice against blacks,entailment,"[-0.9425221681594849, 2.321902275085449, -0.6086215972900391]"
1222,some of the truths about the relationship between israel and america is too much to swallow it appears for some.  my comments which were neutral but pointed about this relationship have disappeared.  it seems some people wish to remain in denial or wish to perpetuate the great lie nurtured by lame street media that 911 was the work of terrorists of a muslim lineage.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-0.2695605456829071, 2.247645378112793, -0.946098268032074]"
697,And none of that is true.  Even after all the terrorist attacks by Muslims and Latino gang members there are virtually no incidents of any Muslims or Latinos being attacked.  Your side and its silly rhetoric that painted all opponents as Nazis was defeated.   Im so glad thats so because it shows real and positive hope for America.,0.6,bias,"muslims,latino","religion,race",prejudice against muslims and latino,entailment,"[0.05039314553141594, 0.8950327634811401, -0.5482602715492249]"
2033,From the comments Ive read here over the years Id say it was in the 50s. Women were in the kitchen Blacks swept the gutters Native Americans were still Indians Communists were the clearcut enemy and no had even heard of Muslims. Our Golden Age.  s,0.6,bias,"blacks,muslims,women,communists","race,religion,gender,political","prejudice against race,religion,gender and communists",entailment,"[-0.8833543658256531, 0.8478124141693115, 0.7640364766120911]"
